holder,shares,dateReported,change
VANGUARD GROUP INC,17241327,2025-09-30,346525
"BlackRock, Inc.",13045465,2025-09-30,676355
STATE STREET CORP,5988430,2025-09-30,-78895
ALLIANCEBERNSTEIN L.P.,5354082,2025-09-30,158791
FMR LLC,4331000,2025-09-30,-1288012
"GEODE CAPITAL MANAGEMENT, LLC",4085025,2025-09-30,73730
MORGAN STANLEY,3552174,2025-09-30,189410
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2569224,2025-09-30,-1616818
"D. E. Shaw & Co., Inc.",1921796,2025-09-30,1273460
Invesco Ltd.,1832890,2025-09-30,-316763
BROWN ADVISORY INC,1808298,2025-09-30,219636
NORTHERN TRUST CORP,1694505,2025-09-30,26518
Neuberger Berman Group LLC,1504617,2025-09-30,-117688
AMERIPRISE FINANCIAL INC,1493296,2025-09-30,89193
"PARNASSUS INVESTMENTS, LLC",1492715,2025-09-30,360419
UBS ASSET MANAGEMENT AMERICAS INC,1339641,2025-09-30,-272982
Legal & General Group Plc,1261699,2025-09-30,62533
BAMCO INC /NY/,1221015,2025-09-30,6685
DIMENSIONAL FUND ADVISORS LP,1206351,2025-09-30,-2189
FRANKLIN RESOURCES INC,1205529,2025-09-30,-127808
PRINCIPAL FINANCIAL GROUP INC,1196460,2025-09-30,73026
JPMORGAN CHASE & CO,1111211,2025-09-30,-65667
BANK OF AMERICA CORP /DE/,1108346,2025-09-30,148465
Amundi,1023777,2025-09-30,125842
UBS Group AG,987011,2025-09-30,526508
ROYAL BANK OF CANADA,964272,2025-09-30,136585
DEUTSCHE BANK AG\,931121,2025-09-30,98332
USS Investment Management Ltd,912508,2025-09-30,107283
GOLDMAN SACHS GROUP INC,909492,2025-09-30,-334695
Qube Research & Technologies Ltd,874918,2025-09-30,468782
Bank of New York Mellon Corp,871112,2025-09-30,-13515
BARCLAYS PLC,861921,2025-09-30,226142
PRICE T ROWE ASSOCIATES INC /MD/,846254,2025-09-30,-366425
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,836230,2025-09-30,-377
FIRST TRUST ADVISORS LP,760599,2025-09-30,531713
AQR CAPITAL MANAGEMENT LLC,754548,2025-09-30,580885
SCHRODER INVESTMENT MANAGEMENT GROUP,724036,2025-09-30,-232809
MACKENZIE FINANCIAL CORP,711507,2025-09-30,-94663
"TWO SIGMA INVESTMENTS, LP",645669,2025-09-30,321821
TD ASSET MANAGEMENT INC,645330,2025-09-30,-694908
Stonehage Fleming Financial Services Holdings Ltd,643428,2025-09-30,9366
MILLENNIUM MANAGEMENT LLC,635945,2025-09-30,416111
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,630401,2025-09-30,-3301
GUARDCAP ASSET MANAGEMENT Ltd,596644,2025-09-30,-162516
Squarepoint Ops LLC,566235,2025-09-30,536923
FAYEZ SAROFIM & CO,550612,2025-09-30,11377
COMGEST GLOBAL INVESTORS S.A.S.,515378,2025-09-30,-7612
MACQUARIE GROUP LTD,490562,2025-09-30,162545
AMERICAN CENTURY COMPANIES INC,462071,2025-09-30,-362
"Bank Julius Baer & Co. Ltd, Zurich",456654,2025-09-30,-14886
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,442010,2025-09-30,-104712
Veritas Investment Partners (UK) Ltd.,437518,2025-09-30,437518
