holder,shares,dateReported,change
VANGUARD GROUP INC,123890075,2025-09-30,598159
JPMORGAN CHASE & CO,102971936,2025-09-30,-7959042
"BlackRock, Inc.",91292292,2025-09-30,-1328563
STATE STREET CORP,60471824,2025-09-30,-1175320
Capital World Investors,47546388,2025-09-30,3153709
DODGE & COX,44053488,2025-09-30,-529325
"GEODE CAPITAL MANAGEMENT, LLC",26008829,2025-09-30,133159
Capital Research Global Investors,25903241,2025-09-30,1728016
Artisan Partners Limited Partnership,17316358,2025-09-30,638640
MORGAN STANLEY,16029201,2025-09-30,135884
Capital International Investors,14976782,2025-09-30,14976782
FIL Ltd,12909331,2025-09-30,-785981
FMR LLC,12831352,2025-09-30,890805
DIMENSIONAL FUND ADVISORS LP,11809105,2025-09-30,-23259
Invesco Ltd.,11716370,2025-09-30,-1118164
NORTHERN TRUST CORP,9341142,2025-09-30,-266167
FIRST TRUST ADVISORS LP,9325417,2025-09-30,1906384
Amundi,9034183,2025-09-30,257482
VICTORY CAPITAL MANAGEMENT INC,8827769,2025-09-30,-2607165
UBS ASSET MANAGEMENT AMERICAS INC,8640926,2025-09-30,-1999157
"Nuveen, LLC",8630264,2025-09-30,-368782
"Allspring Global Investments Holdings, LLC",8418214,2025-09-30,1145238
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,7678212,2025-09-30,220039
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,7367943,2025-09-30,-1276926
PRICE T ROWE ASSOCIATES INC /MD/,7357207,2025-09-30,-320823
Legal & General Group Plc,7147684,2025-09-30,367728
Bank of New York Mellon Corp,6580127,2025-09-30,-102195
ALLIANCEBERNSTEIN L.P.,6276732,2025-09-30,-3770710
AMERICAN CENTURY COMPANIES INC,6160154,2025-09-30,-1442649
GOLDMAN SACHS GROUP INC,5079275,2025-09-30,-46120
ACTIAM N.V.,4465829,2025-09-30,-483979
DEUTSCHE BANK AG\,4195016,2025-09-30,205735
BANK OF AMERICA CORP /DE/,4059441,2025-09-30,-936955
CITIGROUP INC,3593703,2025-09-30,-513053
SEI INVESTMENTS CO,3435023,2025-09-30,300529
RAYMOND JAMES FINANCIAL INC,3425794,2025-09-30,-1488251
BARCLAYS PLC,3333953,2025-09-30,-1184481
"Pacer Advisors, Inc.",3315070,2025-09-30,-628017
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,3255542,2025-09-30,-127175
UBS Group AG,3167567,2025-09-30,-140439
VAN ECK ASSOCIATES CORP,2918813,2025-09-30,-812122
Swiss National Bank,2855920,2025-09-30,-142000
"Sumitomo Mitsui Trust Holdings, Inc.",2783398,2025-09-30,-155626
Universal- Beteiligungs- und Servicegesellschaft mbH,2553589,2025-09-30,-233547
"Clearbridge Investments, LLC",2464427,2025-09-30,-944
NORDEA INVESTMENT MANAGEMENT AB,2445747,2025-09-30,216836
"Empower Advisory Group, LLC",2220398,2025-09-30,31228
"MARSHALL WACE, LLP",2177063,2025-09-30,1495996
"Merewether Investment Management, LP",2165846,2025-09-30,1694700
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",2074636,2025-09-30,65927
"Russell Investments Group, Ltd.",2074630,2025-09-30,183076
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,2018900,2025-09-30,218538
"BNP PARIBAS ARBITRAGE, SNC",2002050,2025-09-30,-237373
FRANKLIN RESOURCES INC,1871558,2025-09-30,-621330
HSBC HOLDINGS PLC,1854628,2025-09-30,180930
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,1796648,2025-09-30,527955
TCW GROUP INC,1755239,2025-09-30,212467
RHUMBLINE ADVISERS,1729363,2025-09-30,-26746
JANUS HENDERSON GROUP PLC,1701803,2025-09-30,1289594
J. Safra Sarasin Holding AG,1676103,2025-09-30,-453478
abrdn plc,1642222,2025-09-30,-202761
WELLS FARGO & COMPANY/MN,1565410,2025-09-30,189013
AMERIPRISE FINANCIAL INC,1453803,2025-09-30,-181243
GROUPAMA ASSET MANAGMENT,1446425,2025-09-30,-251715
SCHRODER INVESTMENT MANAGEMENT GROUP,1413395,2025-09-30,-36968
TORONTO DOMINION BANK,1358929,2025-09-30,909146
"Ensign Peak Advisors, Inc",1336100,2025-09-30,-131958
PANAGORA ASSET MANAGEMENT INC,1332629,2025-09-30,229238
Intermede Investment Partners Ltd,1315146,2025-09-30,-506920
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",1282401,2025-09-30,845547
ProShare Advisors LLC,1272045,2025-09-30,-284079
WELLINGTON MANAGEMENT GROUP LLP,1256485,2025-09-30,512994
National Pension Service,1253155,2025-09-30,33169
ROYAL BANK OF CANADA,1249019,2025-09-30,-771634
AQR CAPITAL MANAGEMENT LLC,1241323,2025-09-30,-97712
PRINCIPAL FINANCIAL GROUP INC,1150976,2025-09-30,16585
"Susquehanna Portfolio Strategies, LLC",1141980,2025-09-30,0
"HighTower Advisors, LLC",1110415,2025-09-30,135992
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,1079003,2025-09-30,-30200
STIFEL FINANCIAL CORP,1078148,2025-09-30,10362
"Mariner, LLC",1073953,2025-09-30,16855
"CBOE Vest Financial, LLC",1061256,2025-09-30,318762
NEW YORK STATE COMMON RETIREMENT FUND,1022804,2025-09-30,107565
BANK OF MONTREAL /CAN/,1017215,2025-09-30,195479
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,1011412,2025-09-30,-368851
"AltraVue Capital, LLC",1009510,2025-09-30,0
GREAT WEST LIFE ASSURANCE CO /CAN/,999193,2025-09-30,37952
MILLENNIUM MANAGEMENT LLC,998510,2025-09-30,-802130
BALYASNY ASSET MANAGEMENT L.P.,946515,2025-09-30,927270
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,937046,2025-09-30,-48407
STRS OHIO,903714,2025-09-30,2260
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,875029,2025-09-30,-664
NATIONAL BANK OF CANADA /FI/,873283,2025-09-30,34915
"NATIXIS ADVISORS, L.P.",850237,2025-09-30,42584
JOHNSON INVESTMENT COUNSEL INC,849566,2025-09-30,841338
Webs Creek Capital Management LP,839177,2025-09-30,839177
CIBC WORLD MARKET INC.,829816,2025-09-30,99314
"Ananym Capital Management, LP",803863,2025-09-30,0
AVIVA PLC,788220,2025-09-30,40239
BNP Paribas Asset Management Holding S.A.,785087,2025-09-30,-565052
Swedbank AB,783709,2025-09-30,6448
Korea Investment CORP,779086,2025-09-30,-92325
Squarepoint Ops LLC,750059,2025-09-30,709281
"Fisher Asset Management, LLC",716879,2025-09-30,33471
VOYA INVESTMENT MANAGEMENT LLC,714014,2025-09-30,-286019
AMF Tjanstepension AB,695059,2025-09-30,0
STATE OF WISCONSIN INVESTMENT BOARD,655310,2025-09-30,113938
"Brandywine Global Investment Management, LLC",647407,2025-09-30,-742
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",644922,2025-09-30,-4504
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,622534,2025-09-30,-79734
MUFG Securities EMEA plc,618870,2025-09-30,615953
US BANCORP \DE\,611453,2025-09-30,323712
BECKER CAPITAL MANAGEMENT INC,608270,2025-09-30,1456
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",603192,2025-09-30,-40645
"Palo Duro Investment Partners, LP",596762,2025-09-30,452085
Freestone Grove Partners LP,590398,2025-09-30,590398
ROYAL LONDON ASSET MANAGEMENT LTD,588822,2025-09-30,-198408
"Minneapolis Portfolio Management Group, LLC",579885,2025-09-30,8438
RENAISSANCE TECHNOLOGIES LLC,564540,2025-09-30,564540
PRUDENTIAL FINANCIAL INC,557568,2025-09-30,-55807
OFI INVEST ASSET MANAGEMENT,556632,2025-09-30,556632
Pictet Asset Management Holding SA,556297,2025-09-30,-15832
Achmea Investment Management B.V.,543571,2025-09-30,-42103
"Chevy Chase Trust Holdings, LLC",503141,2025-09-30,-20204
AustralianSuper Pty Ltd,490043,2025-09-30,-800895
"PineBridge Investments, L.P.",487427,2025-09-30,-90619
"Glenmede Investment Management, LP",479830,2025-09-30,-62163
NEOS Investment Management LLC,477013,2025-09-30,199541
Gradient Investments LLC,471721,2025-09-30,12594
"Rafferty Asset Management, LLC",468511,2025-09-30,-35386
"Aventail Capital Group, LP",465981,2025-09-30,-1247275
Robeco Institutional Asset Management B.V.,458415,2025-09-30,88536
ASR Vermogensbeheer N.V.,451514,2025-09-30,-1055
CREDIT AGRICOLE S A,447685,2025-09-30,447685
