holder,shares,dateReported,change
VANGUARD GROUP INC,13782917,2025-09-30,521915
"BlackRock, Inc.",9924139,2025-09-30,-89987
STATE STREET CORP,4652664,2025-09-30,-53145
FMR LLC,4066059,2025-09-30,-7812726
"GEODE CAPITAL MANAGEMENT, LLC",2978447,2025-09-30,18060
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",2404361,2025-09-30,1995575
Invesco Ltd.,2200552,2025-09-30,490127
MORGAN STANLEY,2137876,2025-09-30,208369
FLOSSBACH VON STORCH AG,1930831,2025-09-30,290614
ALLIANCEBERNSTEIN L.P.,1367638,2025-09-30,-2267751
DIMENSIONAL FUND ADVISORS LP,1311664,2025-09-30,319934
UBS Group AG,1111748,2025-09-30,375405
NORTHERN TRUST CORP,1034873,2025-09-30,8154
"BNP PARIBAS ARBITRAGE, SNC",1033753,2025-09-30,711924
CITADEL ADVISORS LLC,1020633,2025-09-30,838180
FRANKLIN RESOURCES INC,1004418,2025-09-30,-51156
Legal & General Group Plc,968542,2025-09-30,129517
UBS ASSET MANAGEMENT AMERICAS INC,902041,2025-09-30,-158726
"JANE STREET GROUP, LLC",866174,2025-09-30,710625
Squarepoint Ops LLC,807989,2025-09-30,715216
BANK OF AMERICA CORP /DE/,806284,2025-09-30,103662
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,796640,2025-09-30,32317
JPMORGAN CHASE & CO,692772,2025-09-30,72322
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,638720,2025-09-30,260946
BARCLAYS PLC,600312,2025-09-30,-13490
Bank of New York Mellon Corp,578348,2025-09-30,-30807
ROYAL BANK OF CANADA,542427,2025-09-30,120695
GOLDMAN SACHS GROUP INC,527194,2025-09-30,62260
BANK OF MONTREAL /CAN/,502594,2025-09-30,-148959
VICTORY CAPITAL MANAGEMENT INC,497689,2025-09-30,379536
WELLS FARGO & COMPANY/MN,491659,2025-09-30,211933
"Pacer Advisors, Inc.",475957,2025-09-30,458322
Amundi,465092,2025-09-30,36952
DEUTSCHE BANK AG\,455744,2025-09-30,-31240
"D. E. Shaw & Co., Inc.",452767,2025-09-30,388220
NATIONAL BANK OF CANADA /FI/,445283,2025-09-30,270004
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",406784,2025-09-30,-153232
"Kovitz Investment Group Partners, LLC",397874,2025-09-30,24519
"IMC-Chicago, LLC",392958,2025-09-30,347643
"MARSHALL WACE, LLP",383638,2025-09-30,330208
Pictet Asset Management Holding SA,379861,2025-09-30,-192075
HSBC HOLDINGS PLC,372071,2025-09-30,125300
GREAT WEST LIFE ASSURANCE CO /CAN/,358075,2025-09-30,168656
AMERICAN CENTURY COMPANIES INC,351811,2025-09-30,-851869
"Nuveen, LLC",328014,2025-09-30,-14268
Swiss National Bank,313700,2025-09-30,-18400
CITIGROUP INC,306471,2025-09-30,73716
M&G Plc,303881,2025-09-30,75247
AMERIPRISE FINANCIAL INC,301332,2025-09-30,-424852
"Sumitomo Mitsui Trust Holdings, Inc.",288886,2025-09-30,2950
FIRST TRUST ADVISORS LP,247825,2025-09-30,-18451
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",234830,2025-09-30,14236
Robeco Institutional Asset Management B.V.,222336,2025-09-30,-29538
BNP Paribas Asset Management Holding S.A.,222120,2025-09-30,-140418
RHUMBLINE ADVISERS,215719,2025-09-30,4311
"LETKO, BROSSEAU & ASSOCIATES INC",193634,2025-09-30,127350
"Baird Financial Group, Inc.",193527,2025-09-30,58081
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,189361,2025-09-30,2160
CIBC WORLD MARKET INC.,186543,2025-09-30,109825
PRINCIPAL FINANCIAL GROUP INC,179127,2025-09-30,-9716
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,178127,2025-09-30,5
Walleye Trading LLC,171235,2025-09-30,-8768
PRICE T ROWE ASSOCIATES INC /MD/,165552,2025-09-30,-542929
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",164300,2025-09-30,164300
CAPITAL FUND MANAGEMENT S.A.,159591,2025-09-30,159591
THOMPSON SIEGEL & WALMSLEY LLC,159076,2025-09-30,159076
National Pension Service,155507,2025-09-30,7465
Aquatic Capital Management LLC,149450,2025-09-30,149450
PEAK6 LLC,145046,2025-09-30,29658
Giverny Capital Inc.,144001,2025-09-30,24
Candriam S.C.A.,143898,2025-09-30,38575
ProShare Advisors LLC,142948,2025-09-30,-32548
CANADA PENSION PLAN INVESTMENT BOARD,141690,2025-09-30,47571
LPL Financial LLC,136009,2025-09-30,-15776
SCOTIA CAPITAL INC.,130464,2025-09-30,24639
Man Group plc,126097,2025-09-30,85338
Assenagon Asset Management S.A.,123311,2025-09-30,29380
Mitsubishi UFJ Trust & Banking Corp,123054,2025-09-30,63296
Boston Trust Walden Corp,122086,2025-09-30,-16910
Universal- Beteiligungs- und Servicegesellschaft mbH,113002,2025-09-30,-781
"CAPSTONE INVESTMENT ADVISORS, LLC",109137,2025-09-30,89822
Y-Intercept (Hong Kong) Ltd,108912,2025-09-30,34241
"Jump Financial, LLC",108333,2025-09-30,76328
Carmignac Gestion,106000,2025-09-30,37000
"Russell Investments Group, Ltd.",105194,2025-09-30,6548
"Rule One Partners, LLC",104200,2025-09-30,62000
"HS Management Partners, LLC",102750,2025-09-30,-22784
"TRILLIUM ASSET MANAGEMENT, LLC",102396,2025-09-30,-4116
"Scion Asset Management, LLC",100000,2025-09-30,50000
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,99624,2025-09-30,9491
"ADAGE CAPITAL PARTNERS GP, L.L.C.",99300,2025-09-30,-1900
"SG Americas Securities, LLC",97172,2025-09-30,41211
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,95729,2025-09-30,-15367
"TWO SIGMA INVESTMENTS, LP",94222,2025-09-30,82330
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,92748,2025-09-30,-5487
RAYMOND JAMES FINANCIAL INC,90923,2025-09-30,-21709
GUGGENHEIM CAPITAL LLC,90364,2025-09-30,-13807
DIAMOND HILL CAPITAL MANAGEMENT INC,89940,2025-09-30,-1116063
"Gotham Asset Management, LLC",89478,2025-09-30,31396
AVIVA PLC,89403,2025-09-30,5914
Incline Global Management LLC,85611,2025-09-30,85611
SCHRODER INVESTMENT MANAGEMENT GROUP,83409,2025-09-30,-374102
abrdn plc,82812,2025-09-30,-10773
"Rafferty Asset Management, LLC",81918,2025-09-30,20375
Quinn Opportunity Partners LLC,78757,2025-09-30,54000
FIL Ltd,75878,2025-09-30,74068
BLAIR WILLIAM & CO/IL,74691,2025-09-30,-72576
Aware Super Pty Ltd as trustee of Aware Super,74559,2025-09-30,0
"Zuckerman Investment Group, LLC",72948,2025-09-30,29597
NOMURA HOLDINGS INC,71142,2025-09-30,58827
"TWO SIGMA ADVISERS, LP",70700,2025-09-30,70700
Monaco Asset Management SAM,69000,2025-09-30,69000
VAN ECK ASSOCIATES CORP,66425,2025-09-30,11951
NEW YORK STATE COMMON RETIREMENT FUND,65457,2025-09-30,-3150
PACIFIC HEIGHTS ASSET MANAGEMENT LLC,65000,2025-09-30,20000
FORSTA AP-FONDEN,64300,2025-09-30,38700
APG Asset Management N.V.,64100,2025-09-30,-2000
AXA Investment Managers S.A.,62527,2025-09-30,62527
DANSKE BANK A/S,62362,2025-09-30,-25211
Korea Investment CORP,62012,2025-09-30,24843
ENVESTNET ASSET MANAGEMENT INC,61490,2025-09-30,-44882
"Empowered Funds, LLC",61314,2025-09-30,58807
TD ASSET MANAGEMENT INC,60950,2025-09-30,-59982
PRUDENTIAL FINANCIAL INC,60356,2025-09-30,-3740
DE BURLO GROUP INC,60125,2025-09-30,60125
Swedbank AB,57433,2025-09-30,-2196
STATE OF WISCONSIN INVESTMENT BOARD,57238,2025-09-30,-14236
EASTERLY INVESTMENT PARTNERS LLC,57104,2025-09-30,18359
Andra AP-fonden,56100,2025-09-30,15400
"Chevy Chase Trust Holdings, LLC",55658,2025-09-30,-2728
"Nearwater Capital Markets, Ltd",55000,2025-09-30,0
Zurcher Kantonalbank (Zurich Cantonalbank),54367,2025-09-30,-8207
Mediolanum International Funds Ltd,54318,2025-09-30,22891
Handelsbanken Fonder AB,53781,2025-09-30,-1562
NATIXIS,53733,2025-09-30,13913
Janney Montgomery Scott LLC,53345,2025-09-30,5664
"Holocene Advisors, LP",51635,2025-09-30,51635
Verition Fund Management LLC,51516,2025-09-30,-99275
ROYAL LONDON ASSET MANAGEMENT LTD,50697,2025-09-30,-27395
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",50370,2025-09-30,21530
WINSLOW ASSET MANAGEMENT INC,49515,2025-09-30,-422
STIFEL FINANCIAL CORP,49281,2025-09-30,-32492
AQR CAPITAL MANAGEMENT LLC,49272,2025-09-30,-288673
"Twin Tree Management, LP",48325,2025-09-30,-158396
Allianz Asset Management GmbH,47871,2025-09-30,3113
"Ensign Peak Advisors, Inc",47806,2025-09-30,13032
Walleye Capital LLC,47710,2025-09-30,-128454
"Asset Management One Co., Ltd.",47625,2025-09-30,-392
Treasurer of the State of North Carolina,47320,2025-09-30,-1845
DekaBank Deutsche Girozentrale,47314,2025-09-30,0
"Pekin Hardy Strauss, Inc.",46712,2025-09-30,19240
NEOS Investment Management LLC,46378,2025-09-30,18119
"Mirae Asset Global Investments Co., Ltd.",46309,2025-09-30,4771
TORONTO DOMINION BANK,45810,2025-09-30,-4589
"Beacon Pointe Advisors, LLC",45399,2025-09-30,43850
NOMURA ASSET MANAGEMENT CO LTD,45388,2025-09-30,-36018
Federation des caisses Desjardins du Quebec,44937,2025-09-30,18866
MACKENZIE FINANCIAL CORP,43564,2025-09-30,2416
BENDER ROBERT & ASSOCIATES,43499,2025-09-30,-846
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",42391,2025-09-30,-1991
EVERGREEN CAPITAL MANAGEMENT LLC,42298,2025-09-30,14647
"WOLVERINE TRADING, LLC",41697,2025-09-30,19841
Illinois Municipal Retirement Fund,40851,2025-09-30,7619
KLP KAPITALFORVALTNING AS,40700,2025-09-30,-15500
"FORA Capital, LLC",39110,2025-09-30,28271
"Resona Asset Management Co.,Ltd.",39051,2025-09-30,-2565
State of New Jersey Common Pension Fund D,38745,2025-09-30,1309
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,38200,2025-09-30,6146
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,37292,2025-09-30,-8205
Maxi Investments CY Ltd,37000,2025-09-30,0
Calamos Advisors LLC,36643,2025-09-30,0
STATE OF MICHIGAN RETIREMENT SYSTEM,36108,2025-09-30,-600
CIBC Asset Management Inc,35516,2025-09-30,13
"Mariner, LLC",35476,2025-09-30,-400870
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,35319,2025-09-30,326
"ADVISOR GROUP HOLDINGS, INC.",35103,2025-09-30,-4196
Lansforsakringar Fondforvaltning AB (publ),34731,2025-09-30,1380
"HighTower Advisors, LLC",34524,2025-09-30,4421
