holder,shares,dateReported,change
VANGUARD GROUP INC,25807182,2025-09-30,-273789
"BlackRock, Inc.",17281600,2025-09-30,-2063757
STATE STREET CORP,11273031,2025-09-30,399286
APG Asset Management US Inc.,6693105,2025-09-30,0
"GEODE CAPITAL MANAGEMENT, LLC",4410963,2025-09-30,92928
Invesco Ltd.,3821880,2025-09-30,145562
Capital World Investors,3691381,2025-09-30,-106411
JPMORGAN CHASE & CO,2870994,2025-09-30,-1410236
MORGAN STANLEY,2753163,2025-09-30,845139
NORTHERN TRUST CORP,2581884,2025-09-30,106783
AQR CAPITAL MANAGEMENT LLC,2564915,2025-09-30,531668
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2433630,2025-09-30,-221574
GOLDMAN SACHS GROUP INC,2345606,2025-09-30,516582
DIMENSIONAL FUND ADVISORS LP,2165036,2025-09-30,-2473
Legal & General Group Plc,2106767,2025-09-30,-171361
UBS ASSET MANAGEMENT AMERICAS INC,1813955,2025-09-30,1652298
PRINCIPAL FINANCIAL GROUP INC,1757296,2025-09-30,-74108
CANADA PENSION PLAN INVESTMENT BOARD,1618386,2025-09-30,-184841
BANK OF AMERICA CORP /DE/,1562380,2025-09-30,248007
LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,1187579,2025-09-30,12173
"Sumitomo Mitsui Trust Holdings, Inc.",1162474,2025-09-30,-21337
"NFJ INVESTMENT GROUP, LLC",1161349,2025-09-30,432903
PGGM Investments,1130962,2025-09-30,0
DAVENPORT & Co LLC,1115665,2025-09-30,279876
Bank of New York Mellon Corp,1067725,2025-09-30,-38292
"FEDERATED HERMES, INC.",991232,2025-09-30,180886
UBS Group AG,957902,2025-09-30,100336
PRICE T ROWE ASSOCIATES INC /MD/,884796,2025-09-30,-42225
CCLA Investment Management,829124,2025-09-30,-4184
DEUTSCHE BANK AG\,796413,2025-09-30,18311
Amundi,767105,2025-09-30,-33374
MENORA MIVTACHIM HOLDINGS LTD.,735000,2025-09-30,735000
Analyst IMS Investment Management Services Ltd.,725471,2025-09-30,3800
FIRST FINANCIAL BANKSHARES INC,693603,2025-09-30,33421
STRS OHIO,688036,2025-09-30,235801
RAYMOND JAMES FINANCIAL INC,662436,2025-09-30,56024
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",660512,2025-09-30,-97021
CENTERSQUARE INVESTMENT MANAGEMENT LLC,578318,2025-09-30,29900
ENVESTNET ASSET MANAGEMENT INC,576095,2025-09-30,26211
Clal Insurance Enterprises Holdings Ltd,574000,2025-09-30,188000
HSBC HOLDINGS PLC,547583,2025-09-30,-58443
WELLS FARGO & COMPANY/MN,540183,2025-09-30,24632
"Clearbridge Investments, LLC",538889,2025-09-30,6740
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,517769,2025-09-30,-19043
"Nuveen, LLC",514336,2025-09-30,-79631
BANK OF MONTREAL /CAN/,493492,2025-09-30,87174
CBRE INVESTMENT MANAGEMENT LISTED REAL ASSETS LLC,491416,2025-09-30,301906
EARNEST PARTNERS LLC,488393,2025-09-30,-6169
ROYAL BANK OF CANADA,467634,2025-09-30,33166
CRAWFORD INVESTMENT COUNSEL INC,463111,2025-09-30,-35911
DUFF & PHELPS INVESTMENT MANAGEMENT CO,450062,2025-09-30,425411
Swiss National Bank,448800,2025-09-30,-24600
M&G Plc,445829,2025-09-30,-97856
