holder,shares,dateReported,change
VANGUARD GROUP INC,36720282,2025-09-30,1480306
"BlackRock, Inc.",28929026,2025-09-30,336350
STATE STREET CORP,12274415,2025-09-30,172303
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,9830814,2025-09-30,-280425
"GEODE CAPITAL MANAGEMENT, LLC",9536981,2025-09-30,157472
APG Asset Management N.V.,7292351,2025-09-30,-1331827
Invesco Ltd.,5627320,2025-09-30,-30677
MORGAN STANLEY,3880894,2025-09-30,-583540
MONTRUSCO BOLTON INVESTMENTS INC.,3641068,2025-09-30,-1472325
AMF Tjanstepension AB,3583919,2025-09-30,41021
WELLINGTON MANAGEMENT GROUP LLP,2977022,2025-09-30,-2716
NORTHERN TRUST CORP,2885973,2025-09-30,15133
RENAISSANCE TECHNOLOGIES LLC,2746841,2025-09-30,-427541
DIMENSIONAL FUND ADVISORS LP,2694589,2025-09-30,-11805
Neuberger Berman Group LLC,2338474,2025-09-30,-365176
STIFEL FINANCIAL CORP,2337329,2025-09-30,-8528
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2185336,2025-09-30,-1771
WELLS FARGO & COMPANY/MN,2177524,2025-09-30,-15671
JPMORGAN CHASE & CO,2151573,2025-09-30,130521
BLAIR WILLIAM & CO/IL,2124489,2025-09-30,-45723
Bank of New York Mellon Corp,2081240,2025-09-30,3599
Legal & General Group Plc,2048856,2025-09-30,74473
MACQUARIE GROUP LTD,2020021,2025-09-30,-333667
GOLDMAN SACHS GROUP INC,2009227,2025-09-30,530732
RIVERBRIDGE PARTNERS LLC,2001848,2025-09-30,-110849
Rathbones Group PLC,1958117,2025-09-30,0
"MARSHALL WACE, LLP",1863490,2025-09-30,-419169
UBS ASSET MANAGEMENT AMERICAS INC,1828583,2025-09-30,-373582
DEUTSCHE BANK AG\,1565451,2025-09-30,211396
MACKENZIE FINANCIAL CORP,1548877,2025-09-30,594735
Fiera Capital Corp,1529042,2025-09-30,-49229
"GAMCO INVESTORS, INC. ET AL",1480209,2025-09-30,-91451
Fundsmith LLP,1478629,2025-09-30,0
MARKEL GROUP INC.,1475775,2025-09-30,6500
TD ASSET MANAGEMENT INC,1462101,2025-09-30,-45482
RAYMOND JAMES FINANCIAL INC,1452271,2025-09-30,-21907
USS Investment Management Ltd,1423841,2025-09-30,1364481
AMERIPRISE FINANCIAL INC,1418817,2025-09-30,-502431
AQR CAPITAL MANAGEMENT LLC,1375276,2025-09-30,32938
BANK OF MONTREAL /CAN/,1349319,2025-09-30,36429
MANNING & NAPIER ADVISORS LLC,1307691,2025-09-30,24680
BAMCO INC /NY/,1279912,2025-09-30,-100000
ENVESTNET ASSET MANAGEMENT INC,1236772,2025-09-30,-10186
BANK OF AMERICA CORP /DE/,1219800,2025-09-30,232370
"Epoch Investment Partners, Inc.",1214603,2025-09-30,-41652
"Select Equity Group, L.P.",1188856,2025-09-30,-76687
ROYAL BANK OF CANADA,1184405,2025-09-30,-283751
"CIBC Private Wealth Group, LLC",1154138,2025-09-30,-6421
BANQUE PICTET & CIE SA,1132640,2025-09-30,-17820
UBS Group AG,1127520,2025-09-30,32741
"FEDERATED HERMES, INC.",1087262,2025-09-30,315456
"Conestoga Capital Advisors, LLC",1077448,2025-09-30,-4227
HSBC HOLDINGS PLC,1037914,2025-09-30,83380
"JACOBS LEVY EQUITY MANAGEMENT, INC",1033945,2025-09-30,-217284
Amundi,1032996,2025-09-30,311110
Premier Fund Managers Ltd,1024071,2025-09-30,-179438
FIRST TRUST ADVISORS LP,943960,2025-09-30,575242
SCHRODER INVESTMENT MANAGEMENT GROUP,942746,2025-09-30,147675
GABELLI FUNDS LLC,941200,2025-09-30,-36500
VALUE HOLDINGS MANAGEMENT CO. LLC,939170,2025-09-30,0
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,897616,2025-09-30,-152373
GENEVA CAPITAL MANAGEMENT LLC,876868,2025-09-30,-26200
