holder,shares,dateReported,change
VANGUARD GROUP INC,36723753,2025-09-30,-238035
"BlackRock, Inc.",24774770,2025-09-30,-460264
STATE STREET CORP,14921114,2025-09-30,149605
MORGAN STANLEY,11804567,2025-09-30,-1431548
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,9494438,2025-09-30,-1601999
Jefferies Financial Group Inc.,8911719,2025-09-30,8911719
"GEODE CAPITAL MANAGEMENT, LLC",8344255,2025-09-30,155007
JANUS HENDERSON GROUP PLC,6939946,2025-09-30,-1181236
PRINCIPAL FINANCIAL GROUP INC,5241509,2025-09-30,242546
JPMORGAN CHASE & CO,4913540,2025-09-30,-2360694
Invesco Ltd.,4892799,2025-09-30,1224363
FIRST TRUST ADVISORS LP,4220936,2025-09-30,262187
WELLS FARGO & COMPANY/MN,3905144,2025-09-30,-160992
DIMENSIONAL FUND ADVISORS LP,3711425,2025-09-30,657558
NORTHERN TRUST CORP,3013045,2025-09-30,-68110
ROYAL LONDON ASSET MANAGEMENT LTD,2763648,2025-09-30,25036
Polar Capital Holdings Plc,2750000,2025-09-30,-175000
UBS Group AG,2599767,2025-09-30,-14474
BANK OF AMERICA CORP /DE/,2571057,2025-09-30,-112543
1832 Asset Management L.P.,2397170,2025-09-30,-237641
Legal & General Group Plc,2134565,2025-09-30,48537
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1857890,2025-09-30,9929
"Madison Asset Management, LLC",1831084,2025-09-30,-22788
Bank of New York Mellon Corp,1735347,2025-09-30,14194
ROYAL BANK OF CANADA,1701715,2025-09-30,55683
CHILTON INVESTMENT CO INC.,1657149,2025-09-30,25931
AQR CAPITAL MANAGEMENT LLC,1648913,2025-09-30,-138660
GOLDMAN SACHS GROUP INC,1614034,2025-09-30,428598
RAYMOND JAMES FINANCIAL INC,1321830,2025-09-30,-90088
EULAV Asset Management,1295464,2025-09-30,0
TRUIST FINANCIAL CORP,1287224,2025-09-30,-34087
ENVESTNET ASSET MANAGEMENT INC,1257195,2025-09-30,-122181
CONFLUENCE INVESTMENT MANAGEMENT LLC,1231537,2025-09-30,-32752
"NATIXIS ADVISORS, L.P.",1225763,2025-09-30,101040
BARCLAYS PLC,1192672,2025-09-30,-183646
Dundas Partners LLP,1181601,2025-09-30,58291
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",1174908,2025-09-30,-858978
ANCHOR CAPITAL ADVISORS LLC,1153341,2025-09-30,-30493
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,1119552,2025-09-30,-57719
BALYASNY ASSET MANAGEMENT L.P.,1081962,2025-09-30,-1479268
Maren Capital LLC,1063825,2025-09-30,8353
"BRANDES INVESTMENT PARTNERS, LP",988836,2025-09-30,-37083
"Cornerstone Investment Partners, LLC",965942,2025-09-30,207060
CAPTRUST FINANCIAL ADVISORS,953454,2025-09-30,-4930
DEUTSCHE BANK AG\,943716,2025-09-30,31746
Swiss National Bank,874762,2025-09-30,-43000
"PARNASSUS INVESTMENTS, LLC",860766,2025-09-30,-33551
HSBC HOLDINGS PLC,850541,2025-09-30,-331604
STIFEL FINANCIAL CORP,841656,2025-09-30,-53258
BloombergSen Inc.,732567,2025-09-30,-7627
"Sumitomo Mitsui Trust Holdings, Inc.",728744,2025-09-30,-8439
VICTORY CAPITAL MANAGEMENT INC,660696,2025-09-30,-325960
RHUMBLINE ADVISERS,658775,2025-09-30,1743
"Mraz, Amerine & Associates, Inc.",624209,2025-09-30,-8003
"Nuveen, LLC",601851,2025-09-30,-40928
National Pension Service,600522,2025-09-30,24451
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",593119,2025-09-30,11312
Amundi,585055,2025-09-30,-170197
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",569426,2025-09-30,-505125
Aware Super Pty Ltd as trustee of Aware Super,543015,2025-09-30,0
APG Asset Management N.V.,505881,2025-09-30,-21191
"CI Private Wealth, LLC",500726,2025-09-30,343795
Freestone Grove Partners LP,500158,2025-09-30,-358008
"BNP PARIBAS ARBITRAGE, SNC",474064,2025-09-30,154758
DANSKE BANK A/S,468269,2025-09-30,-227616
SCHRODER INVESTMENT MANAGEMENT GROUP,445267,2025-09-30,-12635
PRICE T ROWE ASSOCIATES INC /MD/,438818,2025-09-30,2088
Cerity Partners LLC,430889,2025-09-30,74439
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,424591,2025-09-30,0
TD ASSET MANAGEMENT INC,405061,2025-09-30,-150580
CITIGROUP INC,395036,2025-09-30,64158
BNP Paribas Asset Management Holding S.A.,391136,2025-09-30,-130920
"Coho Partners, Ltd.",387851,2025-09-30,-293301
"Holocene Advisors, LP",386864,2025-09-30,-16248
"America First Investment Advisors, LLC",379648,2025-09-30,-5917
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,374759,2025-09-30,-24757
ALLIANCEBERNSTEIN L.P.,356257,2025-09-30,25021
ZACKS INVESTMENT MANAGEMENT,338745,2025-09-30,19038
"Wallington Asset Management, LLC",318468,2025-09-30,-88321
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,317944,2025-09-30,-62315
"Russell Investments Group, Ltd.",313705,2025-09-30,-45921
"STANSBERRY ASSET MANAGEMENT, LLC",312205,2025-09-30,-24017
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,305774,2025-09-30,-53459
"CWM, LLC",305711,2025-09-30,-773
AMERICAN CENTURY COMPANIES INC,301409,2025-09-30,-171401
FMR LLC,288627,2025-09-30,97684
SILVERCREST ASSET MANAGEMENT GROUP LLC,277146,2025-09-30,88133
STATE OF WISCONSIN INVESTMENT BOARD,276130,2025-09-30,-38554
STEPHENS INC /AR/,268998,2025-09-30,-1526
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,268586,2025-09-30,8961
"BARLOW WEALTH PARTNERS, INC.",265705,2025-09-30,4590
GREAT WEST LIFE ASSURANCE CO /CAN/,264103,2025-09-30,3227
FAIRHOLME CAPITAL MANAGEMENT LLC,261450,2025-09-30,0
PhiloSmith Capital Corp,260381,2025-09-30,0
TEACHER RETIREMENT SYSTEM OF TEXAS,256516,2025-09-30,-91447
LPL Financial LLC,255280,2025-09-30,-75731
SEI INVESTMENTS CO,254168,2025-09-30,-26797
Universal- Beteiligungs- und Servicegesellschaft mbH,253102,2025-09-30,9894
NATIONAL BANK OF CANADA /FI/,251182,2025-09-30,-58110
Mitsubishi UFJ Trust & Banking Corp,247971,2025-09-30,-14157
BANK OF MONTREAL /CAN/,246262,2025-09-30,27945
Rockefeller Capital Management L.P.,244267,2025-09-30,-6103
GILDER GAGNON HOWE & CO LLC,242297,2025-09-30,-1019
Zurcher Kantonalbank (Zurich Cantonalbank),241783,2025-09-30,168210
AVIVA PLC,236267,2025-09-30,2033
HUTCHINSON CAPITAL MANAGEMENT/CA,234504,2025-09-30,-1752
TORONTO DOMINION BANK,231955,2025-09-30,13962
Quantinno Capital Management LP,226448,2025-09-30,54268
Pictet Asset Management Holding SA,226178,2025-09-30,-24773
"Brandywine Global Investment Management, LLC",225349,2025-09-30,540
Janney Montgomery Scott LLC,214889,2025-09-30,1791
ROYCE & ASSOCIATES LP,213582,2025-09-30,-4100
Illinois Municipal Retirement Fund,212800,2025-09-30,75122
"RMB Capital Management, LLC",212262,2025-09-30,196
"Gotham Asset Management, LLC",211992,2025-09-30,95786
"ISTHMUS PARTNERS, LLC",211271,2025-09-30,-2533
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,202243,2025-09-30,16450
"Townsend & Associates, Inc",202031,2025-09-30,6136
MERCER GLOBAL ADVISORS INC /ADV,189732,2025-09-30,19781
abrdn plc,189105,2025-09-30,-1508
"NISA INVESTMENT ADVISORS, LLC",188255,2025-09-30,-10857
"GHP Investment Advisors, Inc.",180135,2025-09-30,-3976
"State of Tennessee, Treasury Department",179211,2025-09-30,52245
FRANKLIN RESOURCES INC,171460,2025-09-30,-55303
PRUDENTIAL FINANCIAL INC,168972,2025-09-30,-4073
KLP KAPITALFORVALTNING AS,163079,2025-09-30,53700
NEW YORK STATE COMMON RETIREMENT FUND,159812,2025-09-30,600
Hudson Bay Capital Management LP,153560,2025-09-30,3335
SPEECE THORSON CAPITAL GROUP INC,153169,2025-09-30,-1751
Korea Investment CORP,153033,2025-09-30,-51220
"Chevy Chase Trust Holdings, LLC",152922,2025-09-30,-5516
"Ensign Peak Advisors, Inc",152827,2025-09-30,-34455
FRONTIER CAPITAL MANAGEMENT CO LLC,145453,2025-09-30,-4331
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",143518,2025-09-30,91832
GABELLI FUNDS LLC,141488,2025-09-30,-3860
"Asset Management One Co., Ltd.",138339,2025-09-30,3009
"Resona Asset Management Co.,Ltd.",137565,2025-09-30,-5717
"Moran Wealth Management, LLC",135541,2025-09-30,135541
Treasurer of the State of North Carolina,130465,2025-09-30,-11382
"PineBridge Investments, L.P.",128897,2025-09-30,-82629
CORBYN INVESTMENT MANAGEMENT INC/MD,128223,2025-09-30,-1684
INTECH INVESTMENT MANAGEMENT LLC,127006,2025-09-30,-24413
BENJAMIN EDWARDS INC,126468,2025-09-30,735
"MEANS INVESTMENT CO., INC.",126463,2025-09-30,1
Allianz Asset Management GmbH,125461,2025-09-30,-58305
"HighTower Advisors, LLC",124897,2025-09-30,-1975
"Financial Strategies Group, Inc.",123651,2025-09-30,12058
EAGLE CAPITAL MANAGEMENT LLC,123547,2025-09-30,-66
AMERIPRISE FINANCIAL INC,117827,2025-09-30,1129
BURNEY CO/,115070,2025-09-30,-1342
"ASSETMARK, INC",114108,2025-09-30,9748
Mn Services Vermogensbeheer B.V.,112550,2025-09-30,0
THRIVENT FINANCIAL FOR LUTHERANS,109408,2025-09-30,12616
Creative Planning,109203,2025-09-30,21260
"ADVISOR GROUP HOLDINGS, INC.",108098,2025-09-30,56366
"Dai-Ichi Life Insurance Company, Ltd",107967,2025-09-30,16095
Andra AP-fonden,106000,2025-09-30,-45600
Lansforsakringar Fondforvaltning AB (publ),104659,2025-09-30,11500
Man Group plc,103519,2025-09-30,-20856
Verdence Capital Advisors LLC,101679,2025-09-30,24150
State of New Jersey Common Pension Fund D,101664,2025-09-30,3396
"MATTERN CAPITAL MANAGEMENT, LLC",101601,2025-09-30,20381
BANK OF NOVA SCOTIA,100884,2025-09-30,-72259
NOMURA ASSET MANAGEMENT CO LTD,100650,2025-09-30,829
"EAGLE ROCK INVESTMENT COMPANY, LLC",100056,2025-09-30,23605
"7G CAPITAL MANAGEMENT, LLC",100000,2025-09-30,0
"Rafferty Asset Management, LLC",99718,2025-09-30,70
"Vestmark Advisory Solutions, Inc.",98459,2025-09-30,2858
"NewEdge Wealth, LLC",93772,2025-09-30,-1617
"COMMONWEALTH EQUITY SERVICES, LLC",92499,2025-09-30,-43210
NEW VERNON INVESTMENT MANAGEMENT LLC,92206,2025-09-30,0
GATEWAY INVESTMENT ADVISERS LLC,91104,2025-09-30,486
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,90653,2025-09-30,-6198
"Atria Investments, Inc",90347,2025-09-30,-10284
Arizona State Retirement System,89654,2025-09-30,961
Dakota Wealth Management,89375,2025-09-30,13041
CITADEL ADVISORS LLC,89006,2025-09-30,70805
LOS ANGELES CAPITAL MANAGEMENT LLC,88722,2025-09-30,537
"GAMCO INVESTORS, INC. ET AL",87490,2025-09-30,-4502
DekaBank Deutsche Girozentrale,85269,2025-09-30,0
STATE OF MICHIGAN RETIREMENT SYSTEM,85219,2025-09-30,-500
CREDIT AGRICOLE S A,83085,2025-09-30,83085
"Annandale Capital, LLC",82529,2025-09-30,250
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",81935,2025-09-30,3943
"CBOE Vest Financial, LLC",81647,2025-09-30,11757
MONTAG A & ASSOCIATES INC,80687,2025-09-30,-1855
"Vident Advisory, LLC",80637,2025-09-30,44444
BAXTER BROS INC,80144,2025-09-30,-2817
COMERICA BANK,80133,2025-09-30,4116
Skandinaviska Enskilda Banken AB (publ),79507,2025-09-30,410
"Point72 Asset Management, L.P.",79089,2025-09-30,79089
Erste Asset Management GmbH,77719,2025-09-30,-53939
Cetera Investment Advisers,77099,2025-09-30,15139
