holder,shares,dateReported,change
VANGUARD GROUP INC,70827437,2025-09-30,1335060
"BlackRock, Inc.",50619646,2025-09-30,-534780
MORGAN STANLEY,32225552,2025-09-30,563172
STATE STREET CORP,31362796,2025-09-30,412281
JPMORGAN CHASE & CO,24910397,2025-09-30,6230956
"GEODE CAPITAL MANAGEMENT, LLC",18952881,2025-09-30,2410018
Capital World Investors,16014189,2025-09-30,-4623643
BANK OF AMERICA CORP /DE/,11521335,2025-09-30,84802
ROYAL BANK OF CANADA,9803727,2025-09-30,177006
JANUS HENDERSON GROUP PLC,8232864,2025-09-30,1788875
EDGEWOOD MANAGEMENT LLC,7865500,2025-09-30,-769377
NORTHERN TRUST CORP,7324989,2025-09-30,329379
UBS Group AG,6581790,2025-09-30,-122952
"Aristotle Capital Management, LLC",5721458,2025-09-30,-320055
GOLDMAN SACHS GROUP INC,5441814,2025-09-30,-34815
Capital International Investors,5354683,2025-09-30,-4004831
WELLS FARGO & COMPANY/MN,5154856,2025-09-30,-158419
Legal & General Group Plc,4677997,2025-09-30,145056
FMR LLC,4456804,2025-09-30,1729733
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,4267617,2025-09-30,67423
Invesco Ltd.,4107665,2025-09-30,416933
"CIBC Private Wealth Group, LLC",4063988,2025-09-30,-20716
UBS ASSET MANAGEMENT AMERICAS INC,4058145,2025-09-30,-914612
Bank of New York Mellon Corp,4006688,2025-09-30,-47114
Neuberger Berman Group LLC,3965510,2025-09-30,54374
LAZARD ASSET MANAGEMENT LLC,3612663,2025-09-30,-190681
AMERIPRISE FINANCIAL INC,3274182,2025-09-30,88538
Capital Research Global Investors,3203634,2025-09-30,20361
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",3166990,2025-09-30,2756200
BARCLAYS PLC,2784782,2025-09-30,448202
BECK MACK & OLIVER LLC,2154186,2025-09-30,-62059
"Nuveen, LLC",2005474,2025-09-30,83619
DEUTSCHE BANK AG\,1915016,2025-09-30,-85945
RAYMOND JAMES FINANCIAL INC,1844744,2025-09-30,38168
"HighTower Advisors, LLC",1727810,2025-09-30,23640
"Sumitomo Mitsui Trust Holdings, Inc.",1703303,2025-09-30,18474
HSBC HOLDINGS PLC,1684907,2025-09-30,35400
PRICE T ROWE ASSOCIATES INC /MD/,1642719,2025-09-30,261604
SurgoCap Partners LP,1582815,2025-09-30,-150500
National Pension Service,1502446,2025-09-30,35324
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",1464017,2025-09-30,71592
Amundi,1460076,2025-09-30,-1443954
DIMENSIONAL FUND ADVISORS LP,1434508,2025-09-30,52270
FRANKLIN RESOURCES INC,1406422,2025-09-30,-121985
STIFEL FINANCIAL CORP,1365139,2025-09-30,45762
BLAIR WILLIAM & CO/IL,1361649,2025-09-30,5717
"Evercore Wealth Management, LLC",1333651,2025-09-30,-24617
LPL Financial LLC,1313000,2025-09-30,122984
RHUMBLINE ADVISERS,1307405,2025-09-30,-13704
FAYEZ SAROFIM & CO,1270608,2025-09-30,24237
BROWN ADVISORY INC,1236171,2025-09-30,-17950
MARKEL GROUP INC.,1229000,2025-09-30,0
"BNP PARIBAS ARBITRAGE, SNC",1215677,2025-09-30,204338
"PNC FINANCIAL SERVICES GROUP, INC.",1189098,2025-09-30,-6611
Close Asset Management Ltd,1140264,2025-09-30,1133197
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,1110676,2025-09-30,-1044
Heard Capital LLC,1085430,2025-09-30,-74290
"Ensign Peak Advisors, Inc",1061643,2025-09-30,83877
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",1040610,2025-09-30,379085
CANADA PENSION PLAN INVESTMENT BOARD,1017673,2025-09-30,-71113
"Kovitz Investment Group Partners, LLC",927062,2025-09-30,6527
BANK OF MONTREAL /CAN/,922139,2025-09-30,67163
MACKENZIE FINANCIAL CORP,904237,2025-09-30,18339
NEW YORK STATE COMMON RETIREMENT FUND,886134,2025-09-30,-4000
"NATIXIS ADVISORS, L.P.",840401,2025-09-30,142479
ALLIANCEBERNSTEIN L.P.,838642,2025-09-30,-46814
"Advisors Capital Management, LLC",811913,2025-09-30,12364
John & Kathleen Schreiber Foundation,810823,2025-09-30,-25370
Cryder Capital Partners LLP,810020,2025-09-30,-187297
PRINCIPAL FINANCIAL GROUP INC,802860,2025-09-30,-7901
BESSEMER GROUP INC,737929,2025-09-30,4081
Rockefeller Capital Management L.P.,734112,2025-09-30,12589
CREDIT AGRICOLE S A,723416,2025-09-30,723416
FIRST FINANCIAL BANKSHARES INC,719814,2025-09-30,-9097
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,708979,2025-09-30,-92928
abrdn plc,704400,2025-09-30,55437
"NewEdge Wealth, LLC",676733,2025-09-30,-5674
MACQUARIE GROUP LTD,664688,2025-09-30,-4895
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,664492,2025-09-30,-34514
Janney Montgomery Scott LLC,662466,2025-09-30,14537
"ADAGE CAPITAL PARTNERS GP, L.L.C.",652300,2025-09-30,129981
"COMMONWEALTH EQUITY SERVICES, LLC",649841,2025-09-30,-86796
"Douglas Lane & Associates, LLC",630226,2025-09-30,-17522
BAMCO INC /NY/,616242,2025-09-30,42257
"DARLINGTON PARTNERS CAPITAL MANAGEMENT, LP",599227,2025-09-30,0
NATIONAL BANK OF CANADA /FI/,596368,2025-09-30,-655712
CITIGROUP INC,594042,2025-09-30,-127877
"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",592525,2025-09-30,-51398
AXIOM INVESTORS LLC /DE,571175,2025-09-30,55748
TORONTO DOMINION BANK,563221,2025-09-30,45068
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,554197,2025-09-30,2381
ARGENT CAPITAL MANAGEMENT LLC,548186,2025-09-30,-4219
GREAT WEST LIFE ASSURANCE CO /CAN/,542511,2025-09-30,-17802
SANDERS MORRIS HARRIS LLC,533400,2025-09-30,13965
Universal- Beteiligungs- und Servicegesellschaft mbH,532907,2025-09-30,209609
AVIVA PLC,527626,2025-09-30,26154
BANK OF NOVA SCOTIA,523675,2025-09-30,151720
"Williams Jones Wealth Management, LLC.",520717,2025-09-30,-536
VOYA INVESTMENT MANAGEMENT LLC,511237,2025-09-30,329203
Crestwood Advisors Group LLC,501977,2025-09-30,-4992
BARR E S & CO,500510,2025-09-30,-10884
"Russell Investments Group, Ltd.",499689,2025-09-30,100212
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",463051,2025-09-30,-9101
ENVESTNET ASSET MANAGEMENT INC,462845,2025-09-30,13279
"Mariner, LLC",456804,2025-09-30,55405
CITADEL ADVISORS LLC,452727,2025-09-30,-855301
"ADVISOR GROUP HOLDINGS, INC.",450183,2025-09-30,82189
SEI INVESTMENTS CO,444468,2025-09-30,-8151
BALYASNY ASSET MANAGEMENT L.P.,440212,2025-09-30,380603
Compagnie Lombard Odier SCmA,435153,2025-09-30,-34518
BOWEN HANES & CO INC,434306,2025-09-30,-1825
"CI Private Wealth, LLC",428893,2025-09-30,80321
