holder,shares,dateReported,change
VANGUARD GROUP INC,20714728,2025-09-30,958768
"BlackRock, Inc.",17324046,2025-09-30,-45147
PZENA INVESTMENT MANAGEMENT LLC,12272162,2025-09-30,64519
STATE STREET CORP,6536613,2025-09-30,-164110
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,5764225,2025-09-30,426372
Invesco Ltd.,4381560,2025-09-30,168663
"GEODE CAPITAL MANAGEMENT, LLC",4325235,2025-09-30,210614
FIL Ltd,3447873,2025-09-30,-37713
DIMENSIONAL FUND ADVISORS LP,3141473,2025-09-30,397287
MORGAN STANLEY,2938371,2025-09-30,238114
BANK OF AMERICA CORP /DE/,2235148,2025-09-30,215550
NORTHERN TRUST CORP,2181142,2025-09-30,-123942
Bank of New York Mellon Corp,2056313,2025-09-30,436373
LSV ASSET MANAGEMENT,1909536,2025-09-30,233066
CITADEL ADVISORS LLC,1678024,2025-09-30,184061
"TWO SIGMA ADVISERS, LP",1427600,2025-09-30,99800
VAN ECK ASSOCIATES CORP,1389435,2025-09-30,-94519
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",1388497,2025-09-30,29687
"TWO SIGMA INVESTMENTS, LP",1358259,2025-09-30,652406
"Rafferty Asset Management, LLC",1301243,2025-09-30,-723000
COATUE MANAGEMENT LLC,1272952,2025-09-30,0
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,1251826,2025-09-30,-15814
BARCLAYS PLC,1183150,2025-09-30,-1125071
JPMORGAN CHASE & CO,1163728,2025-09-30,29444
"Pacer Advisors, Inc.",1161476,2025-09-30,-23494
GOLDMAN SACHS GROUP INC,1148235,2025-09-30,-310865
UBS Group AG,1119544,2025-09-30,-157765
FIRST TRUST ADVISORS LP,1014281,2025-09-30,-144862
CITIGROUP INC,953727,2025-09-30,-68803
EARNEST PARTNERS LLC,939765,2025-09-30,-19939
DnB Asset Management AS,889273,2025-09-30,311066
Allianz Asset Management GmbH,811358,2025-09-30,358906
DEUTSCHE BANK AG\,801209,2025-09-30,385618
UBS ASSET MANAGEMENT AMERICAS INC,799189,2025-09-30,-201826
"LETKO, BROSSEAU & ASSOCIATES INC",781697,2025-09-30,12081
RENAISSANCE TECHNOLOGIES LLC,775883,2025-09-30,353100
Quantinno Capital Management LP,765263,2025-09-30,388386
MILLENNIUM MANAGEMENT LLC,728475,2025-09-30,-817433
Robeco Institutional Asset Management B.V.,671970,2025-09-30,142600
FMR LLC,671757,2025-09-30,51791
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",663953,2025-09-30,305599
"Russell Investments Group, Ltd.",653611,2025-09-30,-22643
ALPS ADVISORS INC,612982,2025-09-30,271557
"Gotham Asset Management, LLC",600530,2025-09-30,123145
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,580259,2025-09-30,74271
AQR CAPITAL MANAGEMENT LLC,555073,2025-09-30,-206601
"FEDERATED HERMES, INC.",541957,2025-09-30,76650
"MARSHALL WACE, LLP",537814,2025-09-30,537814
Legal & General Group Plc,487204,2025-09-30,-330750
Assenagon Asset Management S.A.,430282,2025-09-30,367588
FRANKLIN RESOURCES INC,370434,2025-09-30,89792
Man Group plc,365007,2025-09-30,262632
ACADIAN ASSET MANAGEMENT LLC,358469,2025-09-30,352527
"Nuveen, LLC",356085,2025-09-30,-35321
AMERICAN CENTURY COMPANIES INC,355890,2025-09-30,130390
LPL Financial LLC,334885,2025-09-30,255542
"Mirae Asset Global Investments Co., Ltd.",328094,2025-09-30,-62513
Schonfeld Strategic Advisors LLC,323704,2025-09-30,245822
CANADA PENSION PLAN INVESTMENT BOARD,323412,2025-09-30,149120
LAZARD ASSET MANAGEMENT LLC,322085,2025-09-30,266217
RHUMBLINE ADVISERS,317875,2025-09-30,-80047
"Vulcan Value Partners, LLC",311645,2025-09-30,-495140
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,305804,2025-09-30,-4583
"BNP PARIBAS ARBITRAGE, SNC",302366,2025-09-30,-304276
