date,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,interest_coverage,roe,roa,gross_margin,operating_margin,net_margin,asset_turnover,inventory_turnover,working_capital,debt_coverage,price_to_book
1987-10-31,,,,,,,,,1.0,1.0,0.07692307692307693,,,,,
1988-01-31,,,,,,,,,1.0,1.0,0.07142857142857142,,,,,
1988-04-30,,,,,,,,,1.0,1.0,0.07142857142857142,,,,,
1988-07-31,2.6470588235294117,1.9411764705882353,1.3529411764705883,0.0,0.0,,,,1.0,-2.5714285714285716,0.07142857142857142,,,,,
1988-10-31,,,,,,,,,1.0,1.0,0.14634146341463414,,,,,
1989-01-31,,,,,,,,,1.0,1.0,0.14285714285714285,,,,,
1989-04-30,,,,,,,,,1.0,1.0,0.14285714285714285,,,,,
1989-07-31,1.7613636363636365,1.4659090909090908,0.4772727272727273,0.04054054054054054,0.01818181818181818,,,,1.0,-1.0194174757281553,0.1553398058252427,,,,,
1989-10-31,2.0357142857142856,1.7619047619047619,0.44047619047619047,0.03,0.016042780748663103,,,,0.6382978723404256,0.2907801418439716,0.1773049645390071,,,,,
1990-01-31,2.225806451612903,1.946236559139785,0.6559139784946236,0.023076923076923078,0.013333333333333334,,,,0.6645962732919255,0.30434782608695654,0.18012422360248448,,,,,
1990-04-30,6.333333333333333,6.052631578947368,4.298245614035087,0.0,0.0,,,,0.6703910614525139,0.3016759776536313,0.2122905027932961,,,,,
1990-07-31,5.924242424242424,5.643939393939394,2.712121212121212,0.0,0.0,,,,0.6972477064220184,0.3211009174311927,0.21100917431192662,,,,,
1990-10-31,4.378504672897196,4.116822429906542,1.425233644859813,0.0,0.0,,,,0.6798780487804879,0.375,0.24085365853658536,,,,,
1991-01-31,4.299595141700405,3.9554655870445345,1.4898785425101215,0.0,0.0,,,,0.6788154897494305,0.3690205011389522,0.23690205011389523,,,,,
1991-04-30,4.074074074074074,3.872053872053872,1.6464646464646464,0.0,0.0,,,,0.6659959758551308,0.358148893360161,0.23340040241448692,,,,,
1991-07-31,5.361216730038023,5.129277566539924,1.532319391634981,0.0,0.0,,,,0.6778169014084507,0.3503521126760563,0.2323943661971831,,,,,
1991-10-31,4.4005167958656335,4.237726098191215,1.0335917312661498,0.012811867835468645,0.010138740661686232,,,,0.6698113207547169,0.36792452830188677,0.24371069182389937,,,,,
1992-01-31,4.416481069042316,4.285077951002227,0.8975501113585747,0.009809578765147143,0.007780320366132723,,,,0.6918918918918919,0.38513513513513514,0.24864864864864866,,,,,
1992-04-30,3.577319587628866,3.4518900343642613,0.42439862542955326,0.002898550724637681,0.002259036144578313,,,,0.7035010940919038,0.3927789934354486,0.2538293216630197,,,,,
1992-07-31,3.15581098339719,3.0395913154533845,0.5108556832694764,0.0,0.0,,,,0.6964769647696477,0.37669376693766937,0.24661246612466126,,,,,
1992-10-31,3.3139810426540284,3.206161137440758,0.514218009478673,0.0,0.0,,,,0.7033227848101266,0.3987341772151899,0.2626582278481013,,,,,
1993-01-31,3.878260869565217,3.680745341614907,0.7527950310559006,0.0,0.0,,,,0.7029634734665747,0.4114403859407305,0.26671261199172985,,,,,
1993-04-30,2.779891304347826,2.5842391304347827,0.4048913043478261,0.0,0.0,,,,0.6977958236658933,0.41357308584686775,0.2685614849187935,,,,,
1993-07-31,2.2358333333333333,2.04,0.22666666666666666,0.0,0.0,,,,0.6861598440545809,0.40009746588693956,0.2621832358674464,,,,,
1993-10-31,1.7605633802816902,1.5909369259032455,0.01653398652786283,0.0,0.0,,,,0.688933601609658,0.39396378269617705,0.25553319919517103,,,,,
1994-01-31,2.435578809679529,2.194244604316547,0.4224983649444081,0.0,0.0,,,,0.6892786234281932,0.39675711449371276,0.2564526803441429,,,,,
1994-04-30,2.5892857142857144,2.404575892857143,0.53125,0.0,0.0,,,,0.6893115942028986,0.3973429951690821,0.2545289855072464,,,,,
1994-07-31,2.470559610705596,2.3347931873479317,0.2608272506082725,0.0,0.0,,,,0.7012735326688815,0.38399778516057587,0.24806201550387597,,,,,
1994-10-31,2.356204379562044,2.24014598540146,0.5135036496350365,0.0,0.0,,,,0.7032323746500382,0.38610333418172565,0.25146347671163144,,,,,
1995-01-29,2.409536369226832,2.214198625778909,0.33499216203438753,0.0,0.0,,,,0.6742031712673419,0.17216204987063005,0.1175760666700374,,,,,
1995-04-30,2.6852327113823957,2.5185607899764797,0.33738578824241583,0.0,0.0,,,,0.6753897746661176,0.37433272538291074,0.2452001333568669,,,,,
1995-07-31,3.045044628048169,2.834684646459971,0.7312982634790591,0.0,0.0,,,,0.6740788558623532,0.35750437873480323,0.23136944930970535,,,,,
1995-10-29,2.7064084520336187,2.435098508476994,0.3933228598815759,0.0,0.0,,,,0.6699437193656355,0.36353037422327233,0.23760791111123628,,,,,
1996-01-28,2.600804951993006,2.169357304053383,0.2411020092645418,0.0,0.0,,,,0.6641221466408221,0.36286573694284935,0.2375732320849093,,,,,
1996-04-28,2.4931841460055306,2.0155264803955735,0.2870055138637986,0.0,0.0,,,,0.6561102048729783,0.3576978867113233,0.2331428710639123,,,,,
1996-07-31,2.8070859540419026,2.4156037605624467,0.36354573258309253,0.0,0.0,,,,0.6448452439259122,0.31148967689353296,0.20235651799944987,,,,,
1996-10-26,2.138324494340749,1.9312412258437008,0.47092400847250815,0.0,0.0,,,,0.6504942062661256,0.2182564296994897,0.1261072771193162,,,,,
1997-01-25,2.7633807750704555,2.5484305609337397,0.3511515058152969,0.0,0.0,,,,0.653022494045066,0.306806114381205,0.2125495407180586,,,,,
1997-04-26,2.8370879898317622,2.6115623137762816,0.33368586056726945,0.0,0.0,,,,0.6532865740097374,0.3271675998910109,0.22958168448865232,,,,,
1997-07-31,2.768718044404607,2.541349993616693,0.24069800349787387,0.0,0.0,,,,0.6509880193553103,0.162287398369608,0.08552334517593084,,,,,
1997-10-25,2.7099148049283324,2.5285569337295617,0.2844569199653714,0.0,0.0,,,,0.6510006598109827,0.25433439092168586,0.18008879889250218,,,,,
1998-01-24,2.6344328248860864,2.436002835708894,0.35329836354113964,0.0,0.0,,,,0.654431971194977,0.32717754914286706,0.2267909528025135,,,,,
1998-04-25,2.6783626903074143,2.479051637413138,0.7568235245437407,0.0,0.0,,,,0.6566800503352939,0.12489307413465607,0.02957198514852392,,,,,
1998-07-31,2.141493542953397,1.9382369455362156,0.3256597417181359,0.0,0.0,,,,0.657347795324581,0.2914850235712382,0.20572354098700874,,,,,
1998-10-24,2.139111824505083,1.938469769930444,0.5141787051899411,0.0,0.0,,,,0.6545595054095827,0.28129829984544047,0.20015455950540958,,,,,
1999-01-23,2.152193375111907,1.9409131602506715,0.6360787824529991,0.0,0.0,,,,0.6515741068270251,0.16837637071100106,0.10187477891758047,,,,,
1999-05-01,1.7935323383084578,1.5360696517412935,0.2860696517412935,0.0,0.0,,,,0.6498252303781379,0.2780425802351446,0.20527486495074673,,,,,
1999-07-31,1.5671494404213298,1.3505595786701778,0.3005266622778143,0.0,0.0,,,,0.6494988864142539,0.2519487750556793,0.17928730512249444,,,,,
1999-10-30,1.6150544734235721,1.3988114889402443,0.413007593265104,0.0,0.0,,,,0.6481815836987361,0.1766830023213825,0.11297394892958473,,,,,
2000-01-29,2.0439385918475383,1.8599788247750133,0.9843832715722605,0.0,0.0,,,,0.646896551724138,0.24344827586206896,0.1896551724137931,,,,,
2000-04-29,1.7807413218278094,1.608550696214944,0.6946460090213767,0.0,0.0,,,,0.6446432201667005,0.15125025411669038,0.13458019922748526,,,,,
2000-07-31,2.138183217859892,1.901077752117013,0.8148575827559661,0.0,0.0,,,,0.63881636205396,0.134029590948651,0.13246301131418625,,,,,
2000-10-28,2.250775594622544,1.9136504653567736,0.954498448810755,0.0,0.0,,,,0.6352201257861635,0.13836477987421383,0.12241141279337321,,,,,
2001-01-27,2.0382004735595896,1.6383583267561168,0.6304656669297554,0.0,0.0,,,,0.6175163011262597,0.15293420272673386,0.12951985773562538,,,,,
2001-04-28,1.5734201954397393,1.324169381107492,0.664755700325733,0.0,0.0,,,,0.06937394247038917,-0.8039340101522843,-0.569585448392555,,,,,
2001-07-31,1.7457834602829163,1.5167301414581067,0.6628128400435256,0.0,0.0,,,,0.5667752442996743,-0.03187529083294555,0.0016286644951140066,,,,,
2001-10-27,1.779068178712939,1.6013116545976227,0.6130618937013254,0.0,0.0,,,,0.6052158273381295,0.07756294964028777,-0.06025179856115108,,,,,
2002-01-26,1.6464594350573971,1.5145105120598479,0.6883786921191797,0.0,0.0,,,,0.6166943521594684,0.15635382059800665,0.13704318936877077,,,,,
2002-04-27,1.705513784461153,1.5966165413533835,0.8136591478696742,0.0,0.0,,,,0.6362505184570717,0.18125259228535878,0.15118208212360015,,,,,
2002-07-31,2.08155223880597,1.9764776119402985,1.1324179104477612,0.0,0.0,,,,0.6798509008076207,0.1961068544212052,0.15986746738455165,,,,,
2002-10-26,1.91792656587473,1.8127302756955914,0.8875619362215729,0.0,0.0,,,,0.6930856553147575,0.2410732714138287,0.12755417956656348,,,,,
2003-01-25,1.7719494047619047,1.675843253968254,0.6216517857142857,0.0,0.0,,,,0.7037980055166561,0.2681943560364948,0.21026946743051136,,,,,
2003-04-26,1.6191148171905068,1.5209749839640796,0.5054522129570237,0.0,0.0,,,,0.7078822000866176,0.26981377219575575,0.2137288869640537,,,,,
2003-07-31,1.620086809741982,1.5148299975886184,0.4732336628888353,0.0,0.0,,,,0.6994895789025947,0.25606125053168866,0.20884729902169288,,,,,
2003-10-25,1.818146467919637,1.7047310434219054,0.538950097213221,0.0,0.0,,,,0.6873162125073515,0.27249558910017646,0.21289943148402274,,,,,
2004-01-24,1.8516089108910891,1.7361386138613861,0.5228960396039604,0.0,0.0,,,,0.68506854390515,0.28658762504631347,0.1341237495368655,,,,,
2004-05-01,1.7008701957940537,1.5653855450809766,0.4772782209330433,0.0,0.0,,,,0.6880782918149466,0.2765124555160142,0.21548042704626336,,,,,
2004-07-31,1.648052395725612,1.509364586924049,0.4276686200160864,0.0,0.0,,,,0.6842726965912926,0.3039149510631117,0.23287208909888626,,,,,
2004-10-30,1.4463250637607235,1.3060514722930674,0.38360769765824254,0.0,0.0,,,,0.6724166806230112,0.29944732875565233,0.23379668397253392,,,,,
2005-01-29,1.3194444444444444,1.1811067019400352,0.2725970017636684,0.0,0.0,,,,0.6685912240184757,0.29907621247113164,0.23094688221709006,,,,,
2005-04-30,1.1933166430826168,1.053989332752803,0.28747142701643624,0.0,0.0,,,,0.6683368352998222,0.293841926620333,0.22708905770163246,,,,,
2005-07-31,2.3141625486279045,2.177794133109032,0.49858059089475343,0.0,0.0,,,,0.678924175657195,0.30344932381097095,0.23400698981917642,,,,,
2005-10-29,2.13869640537029,1.9959939367691641,0.1844954525768731,0.0,0.0,,,,0.6732824427480916,0.24763358778625955,0.19251908396946565,,,,,
2006-01-28,2.2698245982564855,2.1285579245877533,0.5410145993067955,0.0,0.0,,,,0.6738080869040435,0.2611647555823778,0.20745322872661437,,,,,
2006-04-29,2.4436241610738256,2.3177372962607863,0.4062320230105465,0.25772651585915607,0.14730049672717144,,,,0.6454520622780661,0.2257579896203223,0.19120458891013384,,,,,
2006-07-31,2.269601343587024,2.148413329797578,0.2914346327234155,0.2647378543356468,0.14618492439108854,,,,0.6444138276553106,0.249248496993988,0.1933867735470942,,,,,
2006-10-28,2.415654640546051,2.2847265313358744,0.38232426203350767,0.2527111145910817,0.14373830943261778,,,,0.6394183773216031,0.24327956989247312,0.19648093841642228,,,,,
2007-01-27,2.4815942911844053,2.3386998520581326,0.21181794447828736,0.24129371944339978,0.13871232758247937,,,,0.6384642730181301,0.2523995734091717,0.22763360587747364,,,,,
2007-04-28,2.5509522218509857,2.443284330103575,0.4558135649849649,0.22708311424264732,0.13265076277260163,,,,0.6369275885404918,0.24780058651026393,0.2113692758854049,,,,,
2007-07-31,2.3636771971852073,2.2647102859709536,0.2790836951639467,0.20349317243569387,0.12013498312710912,,,,0.6432736139086187,0.24414290257606275,0.20460086928866744,,,,,
2007-10-27,2.7377250409165304,2.630114566284779,0.3611292962356792,0.19357115548628062,0.11816451832968296,,,,0.6461168097132092,0.24785430186309398,0.23079338496964621,,,,,
2008-01-26,2.660706963011564,2.556794882309522,0.4266382350528992,0.2082813972577752,0.1238878842676311,,,,0.6448987895432815,0.24453260095615909,0.20954124707557725,,,,,
2008-04-26,2.5559547870349575,2.4602140878808294,0.4606632232951568,0.2082768591307491,0.1210545664618455,,,,0.6439587376161782,0.21867020733326525,0.18108466959452557,,,,,
2008-07-31,2.5760571511040555,2.486938952229759,0.37458507721171885,0.2003662577757107,0.11735962134368509,,,,0.6431879583172521,0.24401775376302587,0.19432651485912775,,,,,
2008-10-25,2.6322704458222614,2.543032181871863,0.3097874224977856,0.19598391283265354,0.11668110109192181,,,,0.6466944148678734,0.2402477978898461,0.2130481076372084,,,,,
2009-01-24,2.7929285504263452,2.7115554248750366,0.3068950308732726,0.18608189994837096,0.11160910735531399,,,,0.6296622290681043,0.19507096490262954,0.16547474969743647,,,,,
2009-04-25,3.214058004820776,3.134515200995257,0.5721950081642174,0.2767212938872945,0.15954288188538027,,,,0.6406518010291595,0.19688801764273461,0.16515559911786326,,,,,
2009-07-31,3.2352251922372757,3.1565726839985353,0.4187477114610033,0.26617886599270885,0.15111261155472053,,,,0.6398359695371998,0.17106033977738722,0.12665495020503809,,,,,
2009-10-24,3.395912475307704,3.313174289621638,0.36271083421972344,0.25665817218807774,0.14957775189283634,,,,0.6526992572885489,0.23545061523112737,0.19809333776743154,,,,,
2010-01-23,3.4806664352655328,3.3963207219715374,0.32696980215203053,0.365838389675431,0.19886653665431986,,,,0.6451349974528783,0.2414671421293938,0.18879266428935304,,,,,
2010-05-01,2.698519442486035,2.6307283475242693,0.21481642171484353,0.347669433549211,0.19227664833778943,,,,0.6394675925925926,0.2261766975308642,0.21141975308641975,,,,,
2010-07-31,2.6735818645037175,2.6045858680393073,0.2381843706130089,0.3451281472281811,0.18838900530013558,,,,0.6268918420081211,0.214562569213732,0.17857142857142858,,,,,
2010-10-30,2.7817880794701986,2.6977373068432673,0.20949227373068433,0.3418279449602864,0.19093919890020622,,,,0.6283720930232558,0.21869767441860466,0.17953488372093024,,,,,
2011-01-29,2.813617941097001,2.72704674412321,0.26609024587949204,0.3336032920369479,0.18590893011795415,,,,0.6016142980686077,0.16181416354376862,0.14615162871144421,,,,,
2011-04-30,3.426691495965239,3.337181874612042,0.41185599006828055,0.35480659238232426,0.1962390158172232,,,,0.6128290079145959,0.20090189582182957,0.16629854592306276,,,,,
2011-07-31,3.2692219810350736,3.184336798811836,0.4376785102250657,0.35595336338052014,0.1931454159251392,,,,0.6128628852166146,0.13005806163465833,0.11004912907548013,,,,,
