holder,shares,dateReported,change
VANGUARD GROUP INC,50867267,2025-09-30,3203044
"BlackRock, Inc.",31713883,2025-09-30,-1695960
STATE STREET CORP,18196142,2025-09-30,-167833
"GEODE CAPITAL MANAGEMENT, LLC",10945537,2025-09-30,162777
"Nuveen, LLC",8967577,2025-09-30,618730
Invesco Ltd.,8828110,2025-09-30,1942589
MORGAN STANLEY,7220941,2025-09-30,-124702
FRANKLIN RESOURCES INC,7096122,2025-09-30,98590
"D. E. Shaw & Co., Inc.",6643504,2025-09-30,1280885
GOLDMAN SACHS GROUP INC,5760990,2025-09-30,3246246
PRICE T ROWE ASSOCIATES INC /MD/,4805814,2025-09-30,120164
BANK OF AMERICA CORP /DE/,4688724,2025-09-30,-78662
NORTHERN TRUST CORP,4470761,2025-09-30,-26003
Boston Partners,4007738,2025-09-30,524737
DIMENSIONAL FUND ADVISORS LP,3337753,2025-09-30,121216
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,3206515,2025-09-30,-4832984
Bank of New York Mellon Corp,3169908,2025-09-30,29543
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3145833,2025-09-30,98510
JPMORGAN CHASE & CO,3130674,2025-09-30,1394661
Legal & General Group Plc,3059960,2025-09-30,217727
UBS Group AG,2956322,2025-09-30,638667
FMR LLC,2729246,2025-09-30,17052
UBS ASSET MANAGEMENT AMERICAS INC,2683976,2025-09-30,-317315
Amundi,2334342,2025-09-30,411320
BARROW HANLEY MEWHINNEY & STRAUSS LLC,2188207,2025-09-30,569679
AQR CAPITAL MANAGEMENT LLC,2164485,2025-09-30,372974
MILLENNIUM MANAGEMENT LLC,2133020,2025-09-30,1758475
PRIMECAP MANAGEMENT CO/CA/,2032804,2025-09-30,-177765
BARCLAYS PLC,2001876,2025-09-30,-593187
Mondrian Investment Partners LTD,1777954,2025-09-30,1777954
DEUTSCHE BANK AG\,1756780,2025-09-30,-404009
"Point72 Asset Management, L.P.",1691752,2025-09-30,632079
M&T BANK CORP,1650475,2025-09-30,-12984
MACQUARIE GROUP LTD,1600322,2025-09-30,-582284
WELLS FARGO & COMPANY/MN,1513212,2025-09-30,92673
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,1342362,2025-09-30,515617
Woodline Partners LP,1287932,2025-09-30,-181850
"Merewether Investment Management, LP",1279700,2025-09-30,1279700
Ilex Capital Partners (UK) LLP,1246276,2025-09-30,-797023
Swiss National Bank,1206373,2025-09-30,-60500
ROYAL BANK OF CANADA,1194635,2025-09-30,-148949
Skandinaviska Enskilda Banken AB (publ),1159785,2025-09-30,1065905
VOYA INVESTMENT MANAGEMENT LLC,1152776,2025-09-30,-63221
Zurich Insurance Group Ltd/FI,1065080,2025-09-30,1065080
"GREAT LAKES ADVISORS, LLC",1032350,2025-09-30,743
"Empower Advisory Group, LLC",1023639,2025-09-30,5411
BANK OF MONTREAL /CAN/,989116,2025-09-30,255618
"BNP PARIBAS ARBITRAGE, SNC",970613,2025-09-30,354238
"Sumitomo Mitsui Trust Holdings, Inc.",968779,2025-09-30,18700
RAYMOND JAMES FINANCIAL INC,954165,2025-09-30,33832
Man Group plc,949396,2025-09-30,-129344
"Ensign Peak Advisors, Inc",941773,2025-09-30,-93845
PANAGORA ASSET MANAGEMENT INC,929828,2025-09-30,313362
"PNC FINANCIAL SERVICES GROUP, INC.",919063,2025-09-30,156855
HSBC HOLDINGS PLC,913315,2025-09-30,51023
CANADA PENSION PLAN INVESTMENT BOARD,897038,2025-09-30,30902
"Holocene Advisors, LP",842147,2025-09-30,-1556140
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",836590,2025-09-30,36435
HOMESTEAD ADVISERS CORP,831369,2025-09-30,-16600
PRUDENTIAL FINANCIAL INC,828727,2025-09-30,-499360
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",780794,2025-09-30,18081
TCW GROUP INC,778738,2025-09-30,241140
RHUMBLINE ADVISERS,775588,2025-09-30,-3640
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,770744,2025-09-30,42889
ANCHOR CAPITAL ADVISORS LLC,749998,2025-09-30,89745
STRS OHIO,736009,2025-09-30,-21379
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,699875,2025-09-30,10337
STALEY CAPITAL ADVISERS INC,672855,2025-09-30,-16134
Drummond Knight Asset Management Pty Ltd,650566,2025-09-30,-53923
ENVESTNET ASSET MANAGEMENT INC,643971,2025-09-30,-13217
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,623669,2025-09-30,-1073329
"MARSHALL WACE, LLP",604862,2025-09-30,1033
National Pension Service,601411,2025-09-30,10180
Quantinno Capital Management LP,590432,2025-09-30,215459
GREAT WEST LIFE ASSURANCE CO /CAN/,586930,2025-09-30,16458
JENNISON ASSOCIATES LLC,573007,2025-09-30,85437
CITIGROUP INC,572650,2025-09-30,96062
Robeco Institutional Asset Management B.V.,553891,2025-09-30,-150809
SILVERCREST ASSET MANAGEMENT GROUP LLC,533784,2025-09-30,4259
"Russell Investments Group, Ltd.",522961,2025-09-30,69895
Newport Trust Co,500974,2025-09-30,-66673
abrdn plc,495419,2025-09-30,30189
NOMURA ASSET MANAGEMENT CO LTD,494064,2025-09-30,-30292
ZACKS INVESTMENT MANAGEMENT,482388,2025-09-30,984
"Colony Group, LLC",476213,2025-09-30,39991
ALLIANCEBERNSTEIN L.P.,475294,2025-09-30,4144
"Sequoia Financial Advisors, LLC",468372,2025-09-30,19859
AMERIPRISE FINANCIAL INC,455260,2025-09-30,-8482
PRINCIPAL FINANCIAL GROUP INC,454317,2025-09-30,-5746
Ion Asset Management Ltd.,451000,2025-09-30,451000
Allianz Asset Management GmbH,435323,2025-09-30,-4130
NATIONAL BANK OF CANADA /FI/,422844,2025-09-30,-18070
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,417390,2025-09-30,-27732
Auto-Owners Insurance Co,401127,2025-09-30,0
Troluce Capital Advisors LLC,400000,2025-09-30,400000
SOROS FUND MANAGEMENT LLC,400000,2025-09-30,400000
"SCOPUS ASSET MANAGEMENT, L.P.",385783,2025-09-30,115000
Retirement Systems of Alabama,376984,2025-09-30,-480
Verition Fund Management LLC,343162,2025-09-30,-25093
"ADAGE CAPITAL PARTNERS GP, L.L.C.",336201,2025-09-30,-47100
Pictet Asset Management Holding SA,335149,2025-09-30,2338
AVIVA PLC,331103,2025-09-30,19781
LPL Financial LLC,325877,2025-09-30,10882
DANSKE BANK A/S,322615,2025-09-30,26100
"CI Private Wealth, LLC",319228,2025-09-30,86181
Swedbank AB,315994,2025-09-30,5506
CITADEL ADVISORS LLC,311340,2025-09-30,-2278665
BROWN ADVISORY INC,307505,2025-09-30,-1247
Qube Research & Technologies Ltd,293352,2025-09-30,-436193
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,290196,2025-09-30,-85
HUNTINGTON NATIONAL BANK,284861,2025-09-30,-17481
Mediolanum International Funds Ltd,280989,2025-09-30,-5607
TORONTO DOMINION BANK,271554,2025-09-30,21928
KING LUTHER CAPITAL MANAGEMENT CORP,270019,2025-09-30,30619
"IEQ CAPITAL, LLC",267714,2025-09-30,82697
STIFEL FINANCIAL CORP,256456,2025-09-30,11959
NEW YORK STATE COMMON RETIREMENT FUND,256265,2025-09-30,12200
KLINGENSTEIN FIELDS & CO LP,255249,2025-09-30,-655
"Baird Financial Group, Inc.",254707,2025-09-30,-3103
AXA Investment Managers S.A.,247130,2025-09-30,247130
GABELLI FUNDS LLC,245610,2025-09-30,-4265
Korea Investment CORP,245354,2025-09-30,23703
US BANCORP \DE\,242855,2025-09-30,-8076
Handelsbanken Fonder AB,239125,2025-09-30,-1382
CONNORS INVESTOR SERVICES INC,234509,2025-09-30,-5236
APG Asset Management N.V.,233900,2025-09-30,2800
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,229584,2025-09-30,-5102
"Glenmede Investment Management, LP",228303,2025-09-30,-25073
NATIXIS,227994,2025-09-30,-9802
"CULLEN/FROST BANKERS, INC.",223717,2025-09-30,-15224
STATE OF WISCONSIN INVESTMENT BOARD,220095,2025-09-30,-3421
"Chevy Chase Trust Holdings, LLC",217992,2025-09-30,-7357
"NATIXIS ADVISORS, L.P.",214110,2025-09-30,7352
"COMMONWEALTH EQUITY SERVICES, LLC",213591,2025-09-30,-27393
CLIFFORD SWAN INVESTMENT COUNSEL LLC,210217,2025-09-30,-7531
MACKENZIE FINANCIAL CORP,210078,2025-09-30,-26919
SEI INVESTMENTS CO,207258,2025-09-30,-12175
LOOMIS SAYLES & CO L P,204060,2025-09-30,84067
Universal- Beteiligungs- und Servicegesellschaft mbH,200396,2025-09-30,-14274
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",200143,2025-09-30,-117221
1832 Asset Management L.P.,198383,2025-09-30,-986
JANUS HENDERSON GROUP PLC,195068,2025-09-30,142068
"State of Tennessee, Treasury Department",189915,2025-09-30,-10345
Zurcher Kantonalbank (Zurich Cantonalbank),189440,2025-09-30,-1323
"ADVISOR GROUP HOLDINGS, INC.",188421,2025-09-30,88563
Treasurer of the State of North Carolina,188200,2025-09-30,-7332
Mitsubishi UFJ Trust & Banking Corp,185316,2025-09-30,-2102
BALYASNY ASSET MANAGEMENT L.P.,180396,2025-09-30,84989
"Asset Management One Co., Ltd.",180197,2025-09-30,-1376
"Crossmark Global Holdings, Inc.",179953,2025-09-30,-5190
Cerity Partners LLC,175172,2025-09-30,47276
TD ASSET MANAGEMENT INC,173172,2025-09-30,-14898
"One Capital Management, LLC",170964,2025-09-30,10409
WILKINS INVESTMENT COUNSEL INC,165718,2025-09-30,-4848
"Steigerwald, Gordon & Koch Inc.",163736,2025-09-30,-209
TRUIST FINANCIAL CORP,161871,2025-09-30,-4266
"Bridgewater Associates, LP",161394,2025-09-30,161394
KLP KAPITALFORVALTNING AS,158076,2025-09-30,700
Janney Montgomery Scott LLC,157251,2025-09-30,21133
EASTERLY INVESTMENT PARTNERS LLC,155239,2025-09-30,31528
HERITAGE INVESTORS MANAGEMENT CORP,152342,2025-09-30,-2597
Calamos Advisors LLC,152155,2025-09-30,0
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",150841,2025-09-30,18950
Varma Mutual Pension Insurance Co,150539,2025-09-30,11900
"Gotham Asset Management, LLC",149381,2025-09-30,-38289
Creative Planning,149037,2025-09-30,25388
Walleye Capital LLC,143971,2025-09-30,118921
"NISA INVESTMENT ADVISORS, LLC",143919,2025-09-30,-28975
Lansforsakringar Fondforvaltning AB (publ),140818,2025-09-30,11687
Janney Capital Management LLC,139904,2025-09-30,-2581
State of New Jersey Common Pension Fund D,139453,2025-09-30,3079
ING GROEP NV,139130,2025-09-30,84063
"HighTower Advisors, LLC",138656,2025-09-30,-1053
"Resona Asset Management Co.,Ltd.",137610,2025-09-30,-5311
"Mariner, LLC",135197,2025-09-30,21168
"XPONANCE, INC.",134797,2025-09-30,71695
"Caption Management, LLC",133000,2025-09-30,133000
"GLENVIEW CAPITAL MANAGEMENT, LLC",128480,2025-09-30,128480
ROYAL LONDON ASSET MANAGEMENT LTD,127909,2025-09-30,8914
"Banco Santander, S.A.",127782,2025-09-30,0
CREDIT AGRICOLE S A,127340,2025-09-30,127340
VICTORY CAPITAL MANAGEMENT INC,126939,2025-09-30,-31883
CAPTRUST FINANCIAL ADVISORS,126314,2025-09-30,3051
Haverford Trust Co,126201,2025-09-30,-9259
Arizona State Retirement System,124131,2025-09-30,1811
"GAMCO INVESTORS, INC. ET AL",123072,2025-09-30,-5908
THRIVENT FINANCIAL FOR LUTHERANS,122903,2025-09-30,-326876
Assenagon Asset Management S.A.,122888,2025-09-30,-508155
FIRST TRUST ADVISORS LP,118573,2025-09-30,-81871
STATE OF MICHIGAN RETIREMENT SYSTEM,118294,2025-09-30,-500
Cetera Investment Advisers,114143,2025-09-30,18394
TEACHER RETIREMENT SYSTEM OF TEXAS,112705,2025-09-30,9989
BESSEMER GROUP INC,112255,2025-09-30,38122
COMERICA BANK,111367,2025-09-30,-30244
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,109115,2025-09-30,92421
Hood River Capital Management LLC,108767,2025-09-30,5494
PEAPACK GLADSTONE FINANCIAL CORP,108572,2025-09-30,591
IFM Investors Pty Ltd,107515,2025-09-30,1575
BRYN MAWR TRUST Co,106528,2025-09-30,-15705
Czech National Bank,106346,2025-09-30,4050
"WATERS PARKERSON & CO., LLC",105517,2025-09-30,-23835
OPPENHEIMER & CO INC,104565,2025-09-30,29473
"MetLife Investment Management, LLC",103885,2025-09-30,-2747
OSSIAM,102649,2025-09-30,60434
CUTLER INVESTMENT COUNSEL LLC,101285,2025-09-30,-1153
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,100549,2025-09-30,-2090
ProShare Advisors LLC,100378,2025-09-30,-2121
Hiddenite Capital Partners LP,100000,2025-09-30,100000
"Ancora Advisors, LLC",99829,2025-09-30,83896
INGALLS & SNYDER LLC,96485,2025-09-30,-15848
"CWM, LLC",95551,2025-09-30,27923
AMERICAN CENTURY COMPANIES INC,94616,2025-09-30,3153
"Pathstone Holdings, LLC",92398,2025-09-30,559
Squarepoint Ops LLC,91095,2025-09-30,-323139
Addenda Capital Inc.,90064,2025-09-30,-13
JONES FINANCIAL COMPANIES LLLP,87461,2025-09-30,9204
DnB Asset Management AS,86930,2025-09-30,-405
Prospera Financial Services Inc,86624,2025-09-30,-7810
CORBYN INVESTMENT MANAGEMENT INC/MD,84927,2025-09-30,-1170
WELLINGTON MANAGEMENT GROUP LLP,84731,2025-09-30,5050
MERCER GLOBAL ADVISORS INC /ADV,84525,2025-09-30,26194
FORSTA AP-FONDEN,84500,2025-09-30,1500
Wesleyan Assurance Society,84477,2025-09-30,0
"Rakuten Investment Management, Inc.",83595,2025-09-30,83595
MEYER HANDELMAN CO,83175,2025-09-30,-2604
KEYBANK NATIONAL ASSOCIATION/OH,82328,2025-09-30,-1237
"BOOTHBAY FUND MANAGEMENT, LLC",81918,2025-09-30,81918
VAN ECK ASSOCIATES CORP,81426,2025-09-30,-8227
USS Investment Management Ltd,81366,2025-09-30,0
AMALGAMATED BANK,79702,2025-09-30,-1444
"NICHOLAS COMPANY, INC.",79300,2025-09-30,-6430
"KWMG, LLC",79296,2025-09-30,3018
"MML INVESTORS SERVICES, LLC",78768,2025-09-30,-3378
"ADAMS NATURAL RESOURCES FUND, INC.",78626,2025-09-30,21900
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,78595,2025-09-30,-4413
"Cambridge Investment Research Advisors, Inc.",78463,2025-09-30,8859
WINDWARD CAPITAL MANAGEMENT CO /CA,77587,2025-09-30,-339
OLD NATIONAL BANCORP /IN/,77043,2025-09-30,-2160
BLAIR WILLIAM & CO/IL,76584,2025-09-30,-2292
"Americana Partners, LLC",74061,2025-09-30,193
"NFJ INVESTMENT GROUP, LLC",73969,2025-09-30,-23380
"Vanguard Personalized Indexing Management, LLC",73614,2025-09-30,5770
Trexquant Investment LP,73111,2025-09-30,73111
"Private Advisor Group, LLC",72820,2025-09-30,1193
RNC CAPITAL MANAGEMENT LLC,72364,2025-09-30,-2286
Walleye Trading LLC,71742,2025-09-30,71742
INTACT INVESTMENT MANAGEMENT INC.,71500,2025-09-30,15500
"Hillman Capital Management, Inc.",71174,2025-09-30,-11048
"Bryn Mawr Capital Management, LLC",70918,2025-09-30,78
"QRG CAPITAL MANAGEMENT, INC.",70305,2025-09-30,-9872
AYAL Capital Advisors Ltd,70000,2025-09-30,70000
Utah Retirement Systems,68881,2025-09-30,0
BNP Paribas Asset Management Holding S.A.,68268,2025-09-30,-116402
Police & Firemen's Retirement System of New Jersey,67391,2025-09-30,3956
Rehmann Capital Advisory Group,66609,2025-09-30,175
"Ballentine Partners, LLC",66452,2025-09-30,227
"HANTZ FINANCIAL SERVICES, INC.",66122,2025-09-30,-2984
Rockefeller Capital Management L.P.,65715,2025-09-30,-5586
Daiwa Securities Group Inc.,65546,2025-09-30,2724
"YOUSIF CAPITAL MANAGEMENT, LLC",65344,2025-09-30,-2242
Ilmarinen Mutual Pension Insurance Co,65000,2025-09-30,0
NEEDHAM INVESTMENT MANAGEMENT LLC,65000,2025-09-30,17500
FIL Ltd,64942,2025-09-30,46758
TD Waterhouse Canada Inc.,64914,2025-09-30,5025
BANK OF NOVA SCOTIA,63891,2025-09-30,5133
Cinctive Capital Management LP,63413,2025-09-30,63413
B. Metzler seel. Sohn & Co. AG,63375,2025-09-30,16438
DekaBank Deutsche Girozentrale,62530,2025-09-30,0
Ethic Inc.,62314,2025-09-30,13306
"BUTENSKY & COHEN FINANCIAL SECURITY, INC",61814,2025-09-30,745
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,61291,2025-09-30,-1591
"WILEY BROS.-AINTREE CAPITAL, LLC",60943,2025-09-30,5898
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",60892,2025-09-30,-17703
CIBC Asset Management Inc,60318,2025-09-30,90
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,60147,2025-09-30,-5698
HITE Hedge Asset Management LLC,60000,2025-09-30,60000
"Lighthouse Investment Partners, LLC",59449,2025-09-30,28860
Fisher Funds Management LTD,58733,2025-09-30,0
NEOS Investment Management LLC,57341,2025-09-30,18881
"SRS Capital Advisors, Inc.",56815,2025-09-30,54713
HighPoint Advisor Group LLC,55843,2025-09-30,5863
"Mirae Asset Global Investments Co., Ltd.",55720,2025-09-30,7018
Brevan Howard Capital Management LP,55389,2025-09-30,-13885
PINNACLE ASSOCIATES LTD,55388,2025-09-30,-1591
"Sumitomo Mitsui DS Asset Management Company, Ltd",55135,2025-09-30,632
"Savant Capital, LLC",55025,2025-09-30,2342
"IFP Advisors, Inc",54943,2025-09-30,-706
"Graves Light Lenhart Wealth, Inc.",54851,2025-09-30,-3608
"American Assets Investment Management, LLC",53943,2025-09-30,0
CALIFORNIA FIRST LEASING CORP,53940,2025-09-30,0
"Clearbridge Investments, LLC",53302,2025-09-30,17396
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,52625,2025-09-30,520
Federation des caisses Desjardins du Quebec,52274,2025-09-30,1201
FIFTH THIRD BANCORP,50555,2025-09-30,-780
NOMURA HOLDINGS INC,50382,2025-09-30,50382
WOLVERINE ASSET MANAGEMENT LLC,50000,2025-09-30,2000
AGF MANAGEMENT LTD,48668,2025-09-30,-1904
DoubleLine ETF Adviser LP,48019,2025-09-30,1830
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,47855,2025-09-30,11738
Legacy Trust,47797,2025-09-30,448
UniSuper Management Pty Ltd,47312,2025-09-30,5257
AUXIER ASSET MANAGEMENT,46984,2025-09-30,-174
Boussard & Gavaudan Investment Management LLP,46886,2025-09-30,46886
"CHOREO, LLC",46877,2025-09-30,3834
COMMERCE BANK,46516,2025-09-30,224
SCHRODER INVESTMENT MANAGEMENT GROUP,46322,2025-09-30,-39938
"Toroso Investments, LLC",46184,2025-09-30,4787
Argent Trust Co,46079,2025-09-30,-642
"State of Alaska, Department of Revenue",45792,2025-09-30,-1170
"Vident Advisory, LLC",45722,2025-09-30,-5674
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,45381,2025-09-30,-2605
Brookmont Capital Management,45018,2025-09-30,-1064
"Pacer Advisors, Inc.",44876,2025-09-30,-5491
"Samjo Management, LLC",44838,2025-09-30,27535
MCINTYRE FREEDMAN & FLYNN INVESTMENT ADVISERS INC,43671,2025-09-30,-250
"PineBridge Investments, L.P.",43080,2025-09-30,-1354
ALERUS FINANCIAL  NA,42645,2025-09-30,1032
"Buckley Wealth Management, LLC",42571,2025-09-30,-2721
WESBANCO BANK INC,42126,2025-09-30,384
MERIDIAN INVESTMENT COUNSEL INC.,41993,2025-09-30,451
Avanza Fonder AB,41811,2025-09-30,0
"Summit Trail Advisors, LLC",41300,2025-09-30,6476
"True North Advisors, LLC",41098,2025-09-30,38
Wealthfront Advisers LLC,41033,2025-09-30,3701
"Merit Financial Group, LLC",40823,2025-09-30,3420
"Rafferty Asset Management, LLC",39808,2025-09-30,-269
"TRIGLAV INVESTMENTS, D.O.O.",39728,2025-09-30,15877
Tufton Capital Management,39405,2025-09-30,-2021
AZZAD ASSET MANAGEMENT INC /ADV,39391,2025-09-30,1144
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,38904,2025-09-30,-105
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,38888,2025-09-30,-29149
LOGAN CAPITAL MANAGEMENT INC,38002,2025-09-30,166
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",37980,2025-09-30,2695
Neuberger Berman Group LLC,37851,2025-09-30,158
"Roberts Wealth Advisors, LLC",37832,2025-09-30,-821
"Atria Investments, Inc",37348,2025-09-30,639
"Bell & Brown Wealth Advisors, LLC",36868,2025-09-30,158
CARY STREET PARTNERS FINANCIAL LLC,36612,2025-09-30,-1411
PUBLIC SECTOR PENSION INVESTMENT BOARD,36346,2025-09-30,4582
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",36214,2025-09-30,20514
