holder,shares,dateReported,change
VANGUARD GROUP INC,48626798,2025-09-30,39645
"BlackRock, Inc.",32110777,2025-09-30,-436849
ALLIANCEBERNSTEIN L.P.,16938037,2025-09-30,-2440723
STATE STREET CORP,16006990,2025-09-30,-32593
MORGAN STANLEY,13078837,2025-09-30,-398403
"GEODE CAPITAL MANAGEMENT, LLC",10758589,2025-09-30,85462
JPMORGAN CHASE & CO,7521111,2025-09-30,-14593475
FRANKLIN RESOURCES INC,7419634,2025-09-30,322255
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,7092014,2025-09-30,181739
Fundsmith LLP,5819151,2025-09-30,0
Fiera Capital Corp,5144223,2025-09-30,-194805
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",4778152,2025-09-30,145817
StonePine Asset Management Inc.,4516521,2025-09-30,-122544
BLS CAPITAL FONDSMAEGLERSELSKAB A/S,4452625,2025-09-30,789609
NORTHERN TRUST CORP,4290651,2025-09-30,-102261
Invesco Ltd.,4010945,2025-09-30,-518276
"D. E. Shaw & Co., Inc.",3658298,2025-09-30,1636418
Sarasin & Partners LLP,3610804,2025-09-30,29408
WELLINGTON MANAGEMENT GROUP LLP,3529185,2025-09-30,468184
UBS ASSET MANAGEMENT AMERICAS INC,3258341,2025-09-30,-373593
"T. Rowe Price Investment Management, Inc.",3108654,2025-09-30,3092166
"MARSHALL WACE, LLP",3068281,2025-09-30,223757
Bank of New York Mellon Corp,3000452,2025-09-30,202967
BANK OF AMERICA CORP /DE/,2996214,2025-09-30,24301
Legal & General Group Plc,2903219,2025-09-30,97884
"CIBC Private Wealth Group, LLC",2890482,2025-09-30,1013876
Capital Research Global Investors,2825737,2025-09-30,15589
AQR CAPITAL MANAGEMENT LLC,2596355,2025-09-30,1445904
Canoe Financial LP,2411956,2025-09-30,940862
PRIMECAP MANAGEMENT CO/CA/,2374621,2025-09-30,60260
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2364469,2025-09-30,-2425
SCHRODER INVESTMENT MANAGEMENT GROUP,2358202,2025-09-30,-34830
FMR LLC,2045962,2025-09-30,-718973
Squarepoint Ops LLC,2030095,2025-09-30,1352530
VAN ECK ASSOCIATES CORP,2022770,2025-09-30,1966019
UBS Group AG,1986904,2025-09-30,284589
LONDON CO OF VIRGINIA,1970850,2025-09-30,-97774
GOLDMAN SACHS GROUP INC,1928819,2025-09-30,-321325
Guinness Asset Management LTD,1912155,2025-09-30,-12845
