holder,shares,dateReported,change
VANGUARD GROUP INC,23876498,2025-09-30,445926
"BlackRock, Inc.",20676068,2025-09-30,363426
STATE STREET CORP,10922290,2025-09-30,117639
MORGAN STANLEY,6463878,2025-09-30,-1617058
JPMORGAN CHASE & CO,6060826,2025-09-30,19472
"GEODE CAPITAL MANAGEMENT, LLC",5810745,2025-09-30,82578
JENNISON ASSOCIATES LLC,5705412,2025-09-30,-407688
PRICE T ROWE ASSOCIATES INC /MD/,4217878,2025-09-30,958014
FMR LLC,3128697,2025-09-30,299610
FIRST TRUST ADVISORS LP,2599902,2025-09-30,431382
BANK OF AMERICA CORP /DE/,2517694,2025-09-30,-16009
BANK OF MONTREAL /CAN/,2492028,2025-09-30,-8939
Invesco Ltd.,2466462,2025-09-30,-309518
"Pathstone Holdings, LLC",2454694,2025-09-30,-843963
NORTHERN TRUST CORP,2359569,2025-09-30,-14459
UBS ASSET MANAGEMENT AMERICAS INC,1967617,2025-09-30,-340693
Legal & General Group Plc,1834877,2025-09-30,-73185
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1713767,2025-09-30,70432
GOLDMAN SACHS GROUP INC,1593827,2025-09-30,-710473
UBS Group AG,1547067,2025-09-30,-341746
Bank of New York Mellon Corp,1544766,2025-09-30,1465
WELLS FARGO & COMPANY/MN,1446021,2025-09-30,-8680
Daiwa Securities Group Inc.,1426641,2025-09-30,357865
ROYAL BANK OF CANADA,1391052,2025-09-30,-444880
VOYA INVESTMENT MANAGEMENT LLC,1160496,2025-09-30,103200
"Nuveen, LLC",1111557,2025-09-30,-441625
"Clearbridge Investments, LLC",1082987,2025-09-30,-92545
AMERIPRISE FINANCIAL INC,1069439,2025-09-30,-296880
Amundi,1046920,2025-09-30,33513
Pictet Asset Management Holding SA,1014351,2025-09-30,19091
FRANKLIN RESOURCES INC,1002037,2025-09-30,-265953
BARCLAYS PLC,909588,2025-09-30,-234280
DEUTSCHE BANK AG\,874133,2025-09-30,123511
NORDEA INVESTMENT MANAGEMENT AB,835405,2025-09-30,35337
"Sumitomo Mitsui Trust Holdings, Inc.",783727,2025-09-30,-33710
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,754079,2025-09-30,54813
Capital Research Global Investors,721369,2025-09-30,5684
Swiss National Bank,718500,2025-09-30,-31800
LPL Financial LLC,629525,2025-09-30,-13503
"IEQ CAPITAL, LLC",626654,2025-09-30,92644
CITIGROUP INC,616963,2025-09-30,107515
RAYMOND JAMES FINANCIAL INC,595832,2025-09-30,11931
AGF MANAGEMENT LTD,591700,2025-09-30,4480
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,543917,2025-09-30,57157
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",527229,2025-09-30,20373
AMERICAN CENTURY COMPANIES INC,523961,2025-09-30,-47308
HSBC HOLDINGS PLC,515940,2025-09-30,-4023
"Mariner, LLC",494823,2025-09-30,34724
National Pension Service,485156,2025-09-30,7096
Artisan Partners Limited Partnership,446253,2025-09-30,44889
RHUMBLINE ADVISERS,444879,2025-09-30,-4277
DekaBank Deutsche Girozentrale,439865,2025-09-30,0
Rockefeller Capital Management L.P.,438301,2025-09-30,-32856
Neuberger Berman Group LLC,433600,2025-09-30,56456
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,410856,2025-09-30,14363
"BNP PARIBAS ARBITRAGE, SNC",406481,2025-09-30,-52742
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,387405,2025-09-30,3374
"Vident Advisory, LLC",366058,2025-09-30,23806
CITADEL ADVISORS LLC,364606,2025-09-30,267057
STIFEL FINANCIAL CORP,361757,2025-09-30,-522
TCW GROUP INC,336652,2025-09-30,-48935
ENVESTNET ASSET MANAGEMENT INC,336227,2025-09-30,-4407
AQR CAPITAL MANAGEMENT LLC,335308,2025-09-30,47824
ALLIANCEBERNSTEIN L.P.,329818,2025-09-30,5396
ProShare Advisors LLC,324966,2025-09-30,-67926
DIMENSIONAL FUND ADVISORS LP,311189,2025-09-30,16485
1832 Asset Management L.P.,308200,2025-09-30,247950
"LORD, ABBETT & CO. LLC",304125,2025-09-30,1835
"FEDERATED HERMES, INC.",294134,2025-09-30,105978
NEW YORK STATE COMMON RETIREMENT FUND,293500,2025-09-30,1700
Penserra Capital Management LLC,291929,2025-09-30,31683
GREAT WEST LIFE ASSURANCE CO /CAN/,291763,2025-09-30,5057
Cerity Partners LLC,282207,2025-09-30,-4098
"Chevy Chase Trust Holdings, LLC",279561,2025-09-30,31015
PRINCIPAL FINANCIAL GROUP INC,272369,2025-09-30,-3974
Squarepoint Ops LLC,254367,2025-09-30,147670
Swedbank AB,245456,2025-09-30,1563
ZEVENBERGEN CAPITAL INVESTMENTS LLC,243355,2025-09-30,-19214
"JANE STREET GROUP, LLC",236942,2025-09-30,236188
Robeco Institutional Asset Management B.V.,234927,2025-09-30,198070
BLAIR WILLIAM & CO/IL,225394,2025-09-30,50591
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,224604,2025-09-30,-7052
"Mirae Asset Global Investments Co., Ltd.",217613,2025-09-30,7796
Assenagon Asset Management S.A.,214812,2025-09-30,-2798
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,212786,2025-09-30,5811
NATIONAL BANK OF CANADA /FI/,211825,2025-09-30,-15687
"Toroso Investments, LLC",211502,2025-09-30,97403
Allen Investment Management LLC,211053,2025-09-30,32243
"Ensign Peak Advisors, Inc",207724,2025-09-30,-15804
"ADAGE CAPITAL PARTNERS GP, L.L.C.",207700,2025-09-30,-6400
"HighTower Advisors, LLC",204484,2025-09-30,7917
Korea Investment CORP,202881,2025-09-30,-15142
VICTORY CAPITAL MANAGEMENT INC,201043,2025-09-30,-2050
DANSKE BANK A/S,194764,2025-09-30,3415
AVIVA PLC,194151,2025-09-30,8996
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,193137,2025-09-30,51
Cetera Investment Advisers,190893,2025-09-30,21611
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",183008,2025-09-30,-97627
"Nikko Asset Management Americas, Inc.",176037,2025-09-30,-40147
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",175370,2025-09-30,6566
SCHRODER INVESTMENT MANAGEMENT GROUP,174994,2025-09-30,-26152
"ADVISOR GROUP HOLDINGS, INC.",174445,2025-09-30,-4752
TD ASSET MANAGEMENT INC,170145,2025-09-30,14268
NOMURA HOLDINGS INC,169577,2025-09-30,145825
"PineBridge Investments, L.P.",168120,2025-09-30,57868
PEREGRINE CAPITAL MANAGEMENT LLC,163973,2025-09-30,-3366
"COMMONWEALTH EQUITY SERVICES, LLC",162608,2025-09-30,-32966
Polar Capital Holdings Plc,159476,2025-09-30,-111058
Creative Planning,156251,2025-09-30,-16943
APG Asset Management N.V.,155783,2025-09-30,9600
Universal- Beteiligungs- und Servicegesellschaft mbH,155512,2025-09-30,6140
abrdn plc,155032,2025-09-30,8245
Strategy Capital LLC,154693,2025-09-30,154693
Candriam S.C.A.,152649,2025-09-30,77991
WELLINGTON MANAGEMENT GROUP LLP,152594,2025-09-30,139593
TRUIST FINANCIAL CORP,148854,2025-09-30,-3735
NOMURA ASSET MANAGEMENT CO LTD,148698,2025-09-30,-55298
OSSIAM,147494,2025-09-30,-1857
"Russell Investments Group, Ltd.",146717,2025-09-30,14403
BANK OF NOVA SCOTIA,145246,2025-09-30,69770
Nationale-Nederlanden Powszechne Towarzystwo Emerytalne S.A.,143035,2025-09-30,136175
"Cambridge Investment Research Advisors, Inc.",141005,2025-09-30,-2874
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",140568,2025-09-30,1663
HUNTINGTON NATIONAL BANK,139945,2025-09-30,-19909
STATE OF WISCONSIN INVESTMENT BOARD,138000,2025-09-30,5621
PRUDENTIAL FINANCIAL INC,135798,2025-09-30,-4080
Mitsubishi UFJ Trust & Banking Corp,135447,2025-09-30,7665
"MARSHALL WACE, LLP",133219,2025-09-30,38868
"Asset Management One Co., Ltd.",131615,2025-09-30,-4122
CIBC WORLD MARKET INC.,131538,2025-09-30,-38235
ARK Investment Management LLC,130239,2025-09-30,7848
STRS OHIO,129626,2025-09-30,-25273
ROYAL LONDON ASSET MANAGEMENT LTD,127213,2025-09-30,886
AEGON ASSET MANAGEMENT UK PLC,125358,2025-09-30,11759
"Rafferty Asset Management, LLC",122832,2025-09-30,2496
"Steward Partners Investment Advisory, LLC",122105,2025-09-30,81135
"PNC FINANCIAL SERVICES GROUP, INC.",117477,2025-09-30,4083
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",114289,2025-09-30,-484
Lansforsakringar Fondforvaltning AB (publ),113870,2025-09-30,37083
SEI INVESTMENTS CO,112831,2025-09-30,2694
Treasurer of the State of North Carolina,109816,2025-09-30,-4272
"NATIXIS ADVISORS, L.P.",108474,2025-09-30,7034
Walleye Trading LLC,106367,2025-09-30,35390
"Pacer Advisors, Inc.",105978,2025-09-30,-38796
PRIMECAP MANAGEMENT CO/CA/,105816,2025-09-30,-1900
TORONTO DOMINION BANK,104775,2025-09-30,-12783
Erste Asset Management GmbH,103036,2025-09-30,6358
"Colony Group, LLC",102847,2025-09-30,60447
NEOS Investment Management LLC,101127,2025-09-30,42244
Capula Management Ltd,101065,2025-09-30,101065
Handelsbanken Fonder AB,100765,2025-09-30,-1764
Hudson Bay Capital Management LP,100000,2025-09-30,-10000
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,99288,2025-09-30,-2037
Mn Services Vermogensbeheer B.V.,93700,2025-09-30,1000
"Parallax Volatility Advisers, L.P.",93680,2025-09-30,57561
