holder,shares,dateReported,change
VANGUARD GROUP INC,14604074,2025-09-30,-123543
Capital World Investors,8260364,2025-09-30,20461
"BlackRock, Inc.",8208649,2025-09-30,-6792
STATE STREET CORP,5617176,2025-09-30,-1020338
FRANKLIN RESOURCES INC,3301634,2025-09-30,-2469456
PRIMECAP MANAGEMENT CO/CA/,3255909,2025-09-30,-49930
MORGAN STANLEY,3166800,2025-09-30,789410
BANK OF AMERICA CORP /DE/,3029119,2025-09-30,671936
"GEODE CAPITAL MANAGEMENT, LLC",2998513,2025-09-30,44182
Invesco Ltd.,2759826,2025-09-30,-197254
UBS Group AG,2110077,2025-09-30,-272685
ProShare Advisors LLC,2013304,2025-09-30,-856806
"TWO SIGMA INVESTMENTS, LP",1732981,2025-09-30,1346097
MANNING & NAPIER ADVISORS LLC,1596717,2025-09-30,1596717
DIMENSIONAL FUND ADVISORS LP,1475832,2025-09-30,52698
EARNEST PARTNERS LLC,1422624,2025-09-30,-21
NORTHERN TRUST CORP,1263734,2025-09-30,22856
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,1247551,2025-09-30,67840
BARCLAYS PLC,1239953,2025-09-30,419598
PGGM Investments,1185005,2025-09-30,115081
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1141492,2025-09-30,19413
VAN ECK ASSOCIATES CORP,1016388,2025-09-30,493521
"Empower Advisory Group, LLC",886771,2025-09-30,20196
Squarepoint Ops LLC,874823,2025-09-30,-855265
"TWO SIGMA ADVISERS, LP",821702,2025-09-30,527802
GOLDMAN SACHS GROUP INC,787225,2025-09-30,-249085
Bank of New York Mellon Corp,731614,2025-09-30,101081
"Grantham, Mayo, Van Otterloo & Co. LLC",731489,2025-09-30,-104317
BNP Paribas Asset Management Holding S.A.,709874,2025-09-30,566172
LPL Financial LLC,667514,2025-09-30,-92436
THRIVENT FINANCIAL FOR LUTHERANS,657281,2025-09-30,476
"CBOE Vest Financial, LLC",651369,2025-09-30,-308609
Amundi,631902,2025-09-30,-133361
DEUTSCHE BANK AG\,609374,2025-09-30,133524
JPMORGAN CHASE & CO,583395,2025-09-30,116517
"SAMLYN CAPITAL, LLC",580759,2025-09-30,580759
Pictet Asset Management Holding SA,575820,2025-09-30,-13330
SEI INVESTMENTS CO,558555,2025-09-30,23153
AQR CAPITAL MANAGEMENT LLC,557033,2025-09-30,-156779
"JANE STREET GROUP, LLC",528743,2025-09-30,408341
CITADEL ADVISORS LLC,524273,2025-09-30,-64930
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,508619,2025-09-30,508619
NOMURA ASSET MANAGEMENT CO LTD,463538,2025-09-30,-195319
HIMENSION CAPITAL (SINGAPORE) PTE. LTD.,463376,2025-09-30,89380
"HB Wealth Management, LLC",440608,2025-09-30,408652
WELLS FARGO & COMPANY/MN,428642,2025-09-30,215262
BALYASNY ASSET MANAGEMENT L.P.,403259,2025-09-30,254939
Aquatic Capital Management LLC,388540,2025-09-30,256103
"D. E. Shaw & Co., Inc.",385533,2025-09-30,-261972
Allianz Asset Management GmbH,369481,2025-09-30,145634
ROYAL BANK OF CANADA,367795,2025-09-30,18176
BAILLIE GIFFORD & CO,360629,2025-09-30,-29529
Robeco Schweiz AG,352210,2025-09-30,-35500
CAPITAL FUND MANAGEMENT S.A.,341798,2025-09-30,254424
"BNP PARIBAS ARBITRAGE, SNC",324266,2025-09-30,-35169
FengHe Fund Management Pte. Ltd.,317785,2025-09-30,-207231
UBS ASSET MANAGEMENT AMERICAS INC,298061,2025-09-30,-141946
"Jump Financial, LLC",276632,2025-09-30,-252060
FIRST TRUST ADVISORS LP,255472,2025-09-30,-43295
Legal & General Group Plc,251517,2025-09-30,1473
"GRANDFIELD & DODD, LLC",251355,2025-09-30,-2828
"Nuveen, LLC",246881,2025-09-30,-43522
RHUMBLINE ADVISERS,234982,2025-09-30,-1225
ENVESTNET ASSET MANAGEMENT INC,230048,2025-09-30,94465
Swiss National Bank,228106,2025-09-30,3700
STIFEL FINANCIAL CORP,221921,2025-09-30,-27369
CITIGROUP INC,215930,2025-09-30,-242599
Saudi Central Bank,200840,2025-09-30,0
PACIFIC HEIGHTS ASSET MANAGEMENT LLC,200000,2025-09-30,70000
ALGERT GLOBAL LLC,197817,2025-09-30,-95186
"Mariner, LLC",196800,2025-09-30,-132118
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,189749,2025-09-30,-28915
RENAISSANCE TECHNOLOGIES LLC,188208,2025-09-30,-352700
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",187002,2025-09-30,-24281
Covalis Capital LLP,172606,2025-09-30,-76854
Woodline Partners LP,170476,2025-09-30,157765
PRICE T ROWE ASSOCIATES INC /MD/,166982,2025-09-30,1457
"CWM, LLC",165074,2025-09-30,21257
JANUS HENDERSON GROUP PLC,159662,2025-09-30,110632
HSBC HOLDINGS PLC,156488,2025-09-30,-34497
ALLIANCEBERNSTEIN L.P.,154194,2025-09-30,1474
BANK OF MONTREAL /CAN/,148015,2025-09-30,-67484
Schonfeld Strategic Advisors LLC,147634,2025-09-30,-5519
"NATIXIS ADVISORS, L.P.",146511,2025-09-30,25384
Kailix Advisors LLC,144500,2025-09-30,144500
DAVENPORT & Co LLC,143277,2025-09-30,401
MILLENNIUM MANAGEMENT LLC,140567,2025-09-30,-435542
ALPS ADVISORS INC,139682,2025-09-30,7763
RAYMOND JAMES FINANCIAL INC,135126,2025-09-30,25579
Walleye Trading LLC,134876,2025-09-30,123433
PRINCIPAL FINANCIAL GROUP INC,126698,2025-09-30,-1600
US BANCORP \DE\,124664,2025-09-30,-31576
Man Group plc,121238,2025-09-30,11768
"Connor, Clark & Lunn Investment Management Ltd.",120284,2025-09-30,111896
"Susquehanna Portfolio Strategies, LLC",119970,2025-09-30,0
CLIFFORD SWAN INVESTMENT COUNSEL LLC,119039,2025-09-30,-427
Janney Montgomery Scott LLC,116981,2025-09-30,2418
OLD NATIONAL BANCORP /IN/,115011,2025-09-30,-2984
STEADFAST CAPITAL MANAGEMENT LP,114900,2025-09-30,114900
Mediolanum International Funds Ltd,114833,2025-09-30,114833
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,112905,2025-09-30,-1863
"Russell Investments Group, Ltd.",111433,2025-09-30,-67047
WELLINGTON MANAGEMENT GROUP LLP,110659,2025-09-30,92954
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,109727,2025-09-30,-1331
Universal- Beteiligungs- und Servicegesellschaft mbH,108636,2025-09-30,16685
Hardman Johnston Global Advisors LLC,105332,2025-09-30,-9222
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,101520,2025-09-30,-26
Quantbot Technologies LP,97007,2025-09-30,-146544
Quantinno Capital Management LP,96724,2025-09-30,36065
Trexquant Investment LP,89910,2025-09-30,-228593
"Horizon Investments, LLC",88873,2025-09-30,87012
NEW YORK STATE COMMON RETIREMENT FUND,88040,2025-09-30,-3200
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",87734,2025-09-30,3450
"YOUSIF CAPITAL MANAGEMENT, LLC",85270,2025-09-30,-9646
"ADVISOR GROUP HOLDINGS, INC.",84808,2025-09-30,11781
FRONTIER CAPITAL MANAGEMENT CO LLC,84679,2025-09-30,-2538
Covalis (Gibraltar) Ltd,83042,2025-09-30,83042
Walleye Capital LLC,82723,2025-09-30,25942
Handelsbanken Fonder AB,80920,2025-09-30,49920
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",79662,2025-09-30,-529979
STATE OF WISCONSIN INVESTMENT BOARD,78621,2025-09-30,50
WINTON GROUP Ltd,77797,2025-09-30,77797
"Kovitz Investment Group Partners, LLC",77297,2025-09-30,1376
"Sumitomo Mitsui Trust Holdings, Inc.",77230,2025-09-30,-24901
PEREGRINE INVESTMENT MANAGEMENT INC,75000,2025-09-30,75000
Candriam S.C.A.,74170,2025-09-30,74170
"PDT Partners, LLC",72202,2025-09-30,72202
Vontobel Holding Ltd.,70860,2025-09-30,29814
Verition Fund Management LLC,70578,2025-09-30,8533
"WealthPlan Investment Management, LLC",67499,2025-09-30,-1066
ING GROEP NV,66920,2025-09-30,58938
PRUDENTIAL FINANCIAL INC,66244,2025-09-30,-1728
"Greenline Partners, LLC",65258,2025-09-30,11967
AMERIPRISE FINANCIAL INC,62391,2025-09-30,-27236
"WOLVERINE TRADING, LLC",62156,2025-09-30,62156
"Chevy Chase Trust Holdings, LLC",60059,2025-09-30,-2089
"Summit Financial, LLC",59992,2025-09-30,-8172
