holder,shares,dateReported,change
VANGUARD GROUP INC,149730338,2025-09-30,3594127
"BlackRock, Inc.",100377947,2025-09-30,6734710
STATE STREET CORP,63028892,2025-09-30,1295936
"GEODE CAPITAL MANAGEMENT, LLC",28413096,2025-09-30,1433962
"PARNASSUS INVESTMENTS, LLC",18066603,2025-09-30,-319512
BANK OF AMERICA CORP /DE/,16880383,2025-09-30,-893346
MORGAN STANLEY,15039203,2025-09-30,376676
"COHEN & STEERS, INC.",12690369,2025-09-30,-1648111
DIMENSIONAL FUND ADVISORS LP,12671171,2025-09-30,433602
JPMORGAN CHASE & CO,12403791,2025-09-30,-450183
RAYMOND JAMES FINANCIAL INC,12186943,2025-09-30,175102
NORTHERN TRUST CORP,11716184,2025-09-30,-135856
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,11135868,2025-09-30,257125
Legal & General Group Plc,9876020,2025-09-30,-96729
APG Asset Management US Inc.,8445467,2025-09-30,-193095
Invesco Ltd.,8083204,2025-09-30,-163911
GOLDMAN SACHS GROUP INC,6205770,2025-09-30,360333
ROYAL BANK OF CANADA,5897497,2025-09-30,592763
Bank of New York Mellon Corp,5643854,2025-09-30,-169320
WELLS FARGO & COMPANY/MN,5448976,2025-09-30,85099
UBS Group AG,4237021,2025-09-30,1430394
"Sumitomo Mitsui Trust Holdings, Inc.",4158564,2025-09-30,-379904
CENTERSQUARE INVESTMENT MANAGEMENT LLC,4081551,2025-09-30,-524411
Daiwa Securities Group Inc.,3970350,2025-09-30,16855
"Nuveen, LLC",3784005,2025-09-30,-154510
FMR LLC,3773986,2025-09-30,1126859
HSBC HOLDINGS PLC,3600109,2025-09-30,1011236
AMERICAN CENTURY COMPANIES INC,3539897,2025-09-30,-166483
DEUTSCHE BANK AG\,3444237,2025-09-30,1296110
ProShare Advisors LLC,3067894,2025-09-30,155677
PRICE T ROWE ASSOCIATES INC /MD/,2944596,2025-09-30,20965
CBRE INVESTMENT MANAGEMENT LISTED REAL ASSETS LLC,2835625,2025-09-30,-1318192
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,2827696,2025-09-30,-512998
BARCLAYS PLC,2741766,2025-09-30,946815
National Pension Service,2736773,2025-09-30,39235
"FEDERATED HERMES, INC.",2690664,2025-09-30,21633
Swiss National Bank,2603194,2025-09-30,-96200
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",2589347,2025-09-30,144095
LPL Financial LLC,2576953,2025-09-30,106214
NOMURA ASSET MANAGEMENT CO LTD,2307374,2025-09-30,90956
Amundi,2246085,2025-09-30,64702
GREAT WEST LIFE ASSURANCE CO /CAN/,2216485,2025-09-30,157195
ENVESTNET ASSET MANAGEMENT INC,2198075,2025-09-30,-73139
AEW CAPITAL MANAGEMENT L P,2139078,2025-09-30,658910
PRINCIPAL FINANCIAL GROUP INC,2125962,2025-09-30,-42913
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,2096194,2025-09-30,890169
"RUSH ISLAND MANAGEMENT, LP",2085394,2025-09-30,-289100
"Russell Investments Group, Ltd.",2043391,2025-09-30,568944
SEI INVESTMENTS CO,1991113,2025-09-30,-134825
abrdn plc,1944954,2025-09-30,184305
"Nan Shan Life Insurance Co., Ltd.",1895302,2025-09-30,0
CITIGROUP INC,1826701,2025-09-30,375349
"Asset Management One Co., Ltd.",1811255,2025-09-30,4596
SCHRODER INVESTMENT MANAGEMENT GROUP,1778353,2025-09-30,-361197
RHUMBLINE ADVISERS,1767187,2025-09-30,-96406
ALLIANCEBERNSTEIN L.P.,1623619,2025-09-30,11964
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,1581150,2025-09-30,11332
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,1535025,2025-09-30,38369
PRUDENTIAL FINANCIAL INC,1512216,2025-09-30,513821
LASALLE INVESTMENT MANAGEMENT SECURITIES LLC,1451542,2025-09-30,-601774
STIFEL FINANCIAL CORP,1317502,2025-09-30,64867
"BNP PARIBAS ARBITRAGE, SNC",1296802,2025-09-30,-508059
TRUIST FINANCIAL CORP,1237540,2025-09-30,82928
ABN AMRO INVESTMENT SOLUTIONS,1203268,2025-09-30,-28106
MACQUARIE GROUP LTD,1198477,2025-09-30,31615
AMERIPRISE FINANCIAL INC,1185941,2025-09-30,-1672790
BAHL & GAYNOR INC,1184919,2025-09-30,-618318
Cetera Investment Advisers,1180873,2025-09-30,160903
JONES FINANCIAL COMPANIES LLLP,1148585,2025-09-30,164839
Adelante Capital Management LLC,1135259,2025-09-30,53853
CANADA PENSION PLAN INVESTMENT BOARD,1078738,2025-09-30,207237
FIRST TRUST ADVISORS LP,1004532,2025-09-30,-195857
Allianz Asset Management GmbH,946229,2025-09-30,-40762
"CBOE Vest Financial, LLC",945055,2025-09-30,24884
BANK OF MONTREAL /CAN/,927469,2025-09-30,111245
Zurcher Kantonalbank (Zurich Cantonalbank),866150,2025-09-30,-318474
"Susquehanna Portfolio Strategies, LLC",863956,2025-09-30,112244
"Epoch Investment Partners, Inc.",854965,2025-09-30,46522
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,826945,2025-09-30,-11271
Universal- Beteiligungs- und Servicegesellschaft mbH,826441,2025-09-30,61005
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,793329,2025-09-30,35643
Rockefeller Capital Management L.P.,778913,2025-09-30,71339
"ADAGE CAPITAL PARTNERS GP, L.L.C.",761400,2025-09-30,-65700
Retirement Systems of Alabama,709060,2025-09-30,1254
HEITMAN REAL ESTATE SECURITIES LLC,684612,2025-09-30,94515
AVIVA PLC,679970,2025-09-30,13460
CAPITAL ADVISORS INC/OK,674603,2025-09-30,133856
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",668820,2025-09-30,394050
"COMMONWEALTH EQUITY SERVICES, LLC",621649,2025-09-30,-40589
AXA Investment Managers S.A.,614697,2025-09-30,614697
"Resona Asset Management Co.,Ltd.",607169,2025-09-30,38303
Korea Investment CORP,599920,2025-09-30,35042
CITADEL ADVISORS LLC,581152,2025-09-30,-359132
Janney Montgomery Scott LLC,576821,2025-09-30,576821
"Cambridge Investment Research Advisors, Inc.",565906,2025-09-30,778
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",564186,2025-09-30,-15813
PRIVATE MANAGEMENT GROUP INC,556508,2025-09-30,-4014
MILLENNIUM MANAGEMENT LLC,548214,2025-09-30,253868
"State of Alaska, Department of Revenue",540950,2025-09-30,2413
TORONTO DOMINION BANK,540865,2025-09-30,1522
FRANKLIN RESOURCES INC,532203,2025-09-30,-13939
AQR CAPITAL MANAGEMENT LLC,527264,2025-09-30,-27698
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,516277,2025-09-30,5437
DekaBank Deutsche Girozentrale,513413,2025-09-30,0
"ADVISOR GROUP HOLDINGS, INC.",506364,2025-09-30,41743
Handelsbanken Fonder AB,504446,2025-09-30,15756
STATE OF WISCONSIN INVESTMENT BOARD,497097,2025-09-30,-2632
WELLINGTON MANAGEMENT GROUP LLP,496419,2025-09-30,286764
VAN ECK ASSOCIATES CORP,495881,2025-09-30,49278
VIRGINIA RETIREMENT SYSTEMS ET AL,487582,2025-09-30,9900
NATIONAL BANK OF CANADA /FI/,486632,2025-09-30,81871
CIBC WORLD MARKET INC.,486557,2025-09-30,155947
Neuberger Berman Group LLC,485166,2025-09-30,31147
NEW YORK STATE COMMON RETIREMENT FUND,478003,2025-09-30,4000
"NATIXIS ADVISORS, L.P.",474460,2025-09-30,27112
DANSKE BANK A/S,472348,2025-09-30,10800
"Chevy Chase Trust Holdings, LLC",466915,2025-09-30,-10388
VICTORY CAPITAL MANAGEMENT INC,446954,2025-09-30,35980
TD ASSET MANAGEMENT INC,442280,2025-09-30,17054
J. Safra Sarasin Holding AG,430576,2025-09-30,430576
Mitsubishi UFJ Trust & Banking Corp,430517,2025-09-30,-4784
"Callodine Capital Management, LP",428239,2025-09-30,93239
"WATERS PARKERSON & CO., LLC",421550,2025-09-30,5583
Treasurer of the State of North Carolina,406648,2025-09-30,-10554
Pictet Asset Management Holding SA,396733,2025-09-30,-7567
CIBC Asset Management Inc,394316,2025-09-30,1867
BNP Paribas Asset Management Holding S.A.,389859,2025-09-30,67122
ROYAL LONDON ASSET MANAGEMENT LTD,389520,2025-09-30,-12695
"HighTower Advisors, LLC",386118,2025-09-30,16617
Creative Planning,359920,2025-09-30,67570
UniSuper Management Pty Ltd,340950,2025-09-30,16817
KLP KAPITALFORVALTNING AS,330808,2025-09-30,0
STRS OHIO,326150,2025-09-30,-91137
"Sound Income Strategies, LLC",326028,2025-09-30,11544
"Sumitomo Mitsui DS Asset Management Company, Ltd",325556,2025-09-30,17637
"Mirae Asset Global Investments Co., Ltd.",321812,2025-09-30,60497
LMR Partners LLP,315138,2025-09-30,308801
IFM Investors Pty Ltd,311168,2025-09-30,799
Allworth Financial LP,305142,2025-09-30,-10124
"State of Tennessee, Treasury Department",302871,2025-09-30,0
HUNTINGTON NATIONAL BANK,300008,2025-09-30,18826
"Mariner, LLC",298074,2025-09-30,-23055
State of New Jersey Common Pension Fund D,297504,2025-09-30,20863
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,295823,2025-09-30,-163909
Lansforsakringar Fondforvaltning AB (publ),291950,2025-09-30,22886
BRADLEY FOSTER & SARGENT INC/CT,289193,2025-09-30,15611
Calamos Advisors LLC,288117,2025-09-30,0
Meiji Yasuda Asset Management Co Ltd.,287768,2025-09-30,-28283
CREDIT AGRICOLE S A,274629,2025-09-30,274629
D.A. DAVIDSON & CO.,270654,2025-09-30,17663
TRUST CO OF VERMONT,270399,2025-09-30,7699
MAI Capital Management,267899,2025-09-30,30998
"YOUSIF CAPITAL MANAGEMENT, LLC",264544,2025-09-30,-5182
Arizona State Retirement System,263818,2025-09-30,3116
STATE OF MICHIGAN RETIREMENT SYSTEM,259648,2025-09-30,1700
Wealthfront Advisers LLC,256298,2025-09-30,8816
FIL Ltd,252650,2025-09-30,62897
"MetLife Investment Management, LLC",252281,2025-09-30,-3276
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,251097,2025-09-30,2422
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,248600,2025-09-30,0
"NISA INVESTMENT ADVISORS, LLC",244186,2025-09-30,-79300
BENJAMIN EDWARDS INC,241015,2025-09-30,5558
"Metis Global Partners, LLC",234151,2025-09-30,51947
Czech National Bank,232214,2025-09-30,11470
WORLDQUANT MILLENNIUM ADVISORS LLC,226635,2025-09-30,0
Varma Mutual Pension Insurance Co,225818,2025-09-30,17900
Brookstone Capital Management,224320,2025-09-30,1451
"D. E. Shaw & Co., Inc.",223671,2025-09-30,126770
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,221637,2025-09-30,1223
"Uniplan Investment Counsel, Inc.",221391,2025-09-30,80864
ANCHOR CAPITAL ADVISORS LLC,220113,2025-09-30,-4176
"Synergy Asset Management, LLC",217820,2025-09-30,152972
OMERS ADMINISTRATION Corp,210569,2025-09-30,0
FORSTA AP-FONDEN,210300,2025-09-30,16300
BECKER CAPITAL MANAGEMENT INC,210217,2025-09-30,-20851
"Steward Partners Investment Advisory, LLC",210120,2025-09-30,-49544
THRIVENT FINANCIAL FOR LUTHERANS,209385,2025-09-30,6479
Quantinno Capital Management LP,202942,2025-09-30,55132
"New Age Alpha Advisors, LLC",200318,2025-09-30,-17639
LGT Group Foundation,198970,2025-09-30,43083
KCM INVESTMENT ADVISORS LLC,197690,2025-09-30,-3121
PUBLIC SECTOR PENSION INVESTMENT BOARD,197130,2025-09-30,11294
Weiss Asset Management LP,194172,2025-09-30,194172
FIRST FINANCIAL BANKSHARES INC,194014,2025-09-30,2986
"Edgemoor Investment Advisors, Inc.",193718,2025-09-30,12722
VOYA INVESTMENT MANAGEMENT LLC,193585,2025-09-30,-55785
"Gilman Hill Asset Management, LLC",191456,2025-09-30,136
"Capital Investment Advisors, LLC",190238,2025-09-30,14006
"Kestra Advisory Services, LLC",190048,2025-09-30,35640
DUFF & PHELPS INVESTMENT MANAGEMENT CO,185746,2025-09-30,-3000
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",183083,2025-09-30,-60072
TECTONIC ADVISORS LLC,181194,2025-09-30,20249
"Allied Investment Advisors, LLC",178812,2025-09-30,178812
Vestcor Inc,176139,2025-09-30,43481
Knights of Columbus Asset Advisors LLC,175918,2025-09-30,32826
AMALGAMATED BANK,173584,2025-09-30,-322
NEOS Investment Management LLC,169839,2025-09-30,71646
DnB Asset Management AS,168722,2025-09-30,5055
"PNC FINANCIAL SERVICES GROUP, INC.",167450,2025-09-30,21577
"CULLEN INVESTMENT GROUP, LTD.",165842,2025-09-30,71708
USS Investment Management Ltd,165513,2025-09-30,0
Skandinaviska Enskilda Banken AB (publ),164620,2025-09-30,-5768
"BLB&B Advisors, LLC",164479,2025-09-30,11136
"NewEdge Advisors, LLC",162134,2025-09-30,28498
Soltis Investment Advisors LLC,156652,2025-09-30,8339
EVERGREEN CAPITAL MANAGEMENT LLC,154895,2025-09-30,4842
NOVARE CAPITAL MANAGEMENT LLC,154534,2025-09-30,2468
Geneos Wealth Management Inc.,152808,2025-09-30,-3528
"CWM, LLC",150660,2025-09-30,-195
TEACHER RETIREMENT SYSTEM OF TEXAS,149436,2025-09-30,-22528
Utah Retirement Systems,149358,2025-09-30,4639
Police & Firemen's Retirement System of New Jersey,147848,2025-09-30,12481
MGO ONE SEVEN LLC,147533,2025-09-30,100645
"WealthPlan Investment Management, LLC",147244,2025-09-30,-2078
RENAISSANCE TECHNOLOGIES LLC,144744,2025-09-30,-91400
"KESTRA PRIVATE WEALTH SERVICES, LLC",144464,2025-09-30,3117
Community Bank of Raymore,142298,2025-09-30,-378
"XPONANCE, INC.",139188,2025-09-30,-10622
"Parallel Advisors, LLC",138369,2025-09-30,-39968
Venture Visionary Partners LLC,136456,2025-09-30,5440
MACKENZIE FINANCIAL CORP,136123,2025-09-30,6452
BANK OF NOVA SCOTIA,136030,2025-09-30,33787
"MATTERN CAPITAL MANAGEMENT, LLC",134759,2025-09-30,-864
"United Asset Strategies, Inc.",133623,2025-09-30,5829
ADVISORS MANAGEMENT GROUP INC /ADV,133181,2025-09-30,-18500
"MML INVESTORS SERVICES, LLC",132857,2025-09-30,9462
"Pensionmark Financial Group, LLC",130813,2025-09-30,70
DAVENPORT & Co LLC,129844,2025-09-30,350
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,129802,2025-09-30,-10512
PARK NATIONAL CORP /OH/,128442,2025-09-30,-3953
"Foster Victor Wealth Advisors, LLC",127167,2025-09-30,5830
MERCER GLOBAL ADVISORS INC /ADV,126828,2025-09-30,10678
"Windle Wealth, LLC",126176,2025-09-30,-1792
CAPTRUST FINANCIAL ADVISORS,124989,2025-09-30,424
"Vanguard Personalized Indexing Management, LLC",124482,2025-09-30,7536
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,124148,2025-09-30,1288
"Dupree Financial Group, LLC",123385,2025-09-30,3743
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",122832,2025-09-30,-16066
MANNING & NAPIER ADVISORS LLC,121540,2025-09-30,46540
SKBA CAPITAL MANAGEMENT LLC,121011,2025-09-30,-695
Woodline Partners LP,120835,2025-09-30,23151
US BANCORP \DE\,119457,2025-09-30,-9228
GUGGENHEIM CAPITAL LLC,118174,2025-09-30,-818
Swedbank AB,117599,2025-09-30,-662
OPPENHEIMER & CO INC,116625,2025-09-30,6130
"LIBERTY ONE INVESTMENT MANAGEMENT, LLC",115865,2025-09-30,26441
"CI Private Wealth, LLC",115505,2025-09-30,-31005
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,115368,2025-09-30,-44
MARATHON CAPITAL MANAGEMENT,114389,2025-09-30,4879
"Rafferty Asset Management, LLC",114379,2025-09-30,-71
"U.S. Capital Wealth Advisors, LLC",113557,2025-09-30,4176
Cerity Partners LLC,113373,2025-09-30,-1096
Sterling Capital Management LLC,110572,2025-09-30,1507
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,110400,2025-09-30,17653
"Stratos Wealth Partners, LTD.",110242,2025-09-30,5740
"Kovitz Investment Group Partners, LLC",110096,2025-09-30,2884
"J.W. COLE ADVISORS, INC.",109988,2025-09-30,-1530
"Rakuten Investment Management, Inc.",109538,2025-09-30,109538
"Kingsview Wealth Management, LLC",108476,2025-09-30,4243
"Martin Capital Partners, LLC",107877,2025-09-30,-590
COUNTRY CLUB BANK /GFN,107640,2025-09-30,-1138
