holder,shares,dateReported,change
Global Wealth Strategies & Associates,0,2025-12-31,-11
Capital World Investors,25910587,2025-09-30,-2821556
VANGUARD GROUP INC,24216865,2025-09-30,243088
"BlackRock, Inc.",22253047,2025-09-30,381102
Capital Research Global Investors,16553281,2025-09-30,444990
STATE STREET CORP,11606000,2025-09-30,-169227
JPMORGAN CHASE & CO,6434778,2025-09-30,565417
"GEODE CAPITAL MANAGEMENT, LLC",5973745,2025-09-30,44998
WELLINGTON MANAGEMENT GROUP LLP,4772042,2025-09-30,-41344
Capital International Investors,4689059,2025-09-30,2053156
ALLIANCEBERNSTEIN L.P.,4522586,2025-09-30,144266
LOOMIS SAYLES & CO L P,4122128,2025-09-30,308750
JENNISON ASSOCIATES LLC,3454947,2025-09-30,-2696558
FMR LLC,3303768,2025-09-30,-3102604
MORGAN STANLEY,3108405,2025-09-30,-223034
PRICE T ROWE ASSOCIATES INC /MD/,3043805,2025-09-30,-116065
UBS ASSET MANAGEMENT AMERICAS INC,2887117,2025-09-30,-180356
BANK OF AMERICA CORP /DE/,2840424,2025-09-30,32807
"Clearbridge Investments, LLC",2645764,2025-09-30,1117900
NORTHERN TRUST CORP,2627887,2025-09-30,-30694
AMERIPRISE FINANCIAL INC,2276927,2025-09-30,95565
VICTORY CAPITAL MANAGEMENT INC,2247566,2025-09-30,92402
JANUS HENDERSON GROUP PLC,2119107,2025-09-30,-500427
Invesco Ltd.,2096797,2025-09-30,112751
Legal & General Group Plc,1952297,2025-09-30,62520
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1829931,2025-09-30,56306
"PARNASSUS INVESTMENTS, LLC",1648433,2025-09-30,-63007
DEUTSCHE BANK AG\,1600456,2025-09-30,192822
Bank of New York Mellon Corp,1569165,2025-09-30,-31308
EDGEWOOD MANAGEMENT LLC,1487542,2025-09-30,-967405
GOLDMAN SACHS GROUP INC,1484658,2025-09-30,-447102
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",1341470,2025-09-30,135674
ROYAL BANK OF CANADA,1193709,2025-09-30,-190659
"WCM INVESTMENT MANAGEMENT, LLC",1150132,2025-09-30,-13538
Amundi,1118971,2025-09-30,-14255
"Nuveen, LLC",1077710,2025-09-30,15475
Pictet Asset Management Holding SA,791458,2025-09-30,55636
DIMENSIONAL FUND ADVISORS LP,783586,2025-09-30,187359
UBS Group AG,773048,2025-09-30,73046
Assenagon Asset Management S.A.,763703,2025-09-30,520949
BARCLAYS PLC,742487,2025-09-30,-80450
Swiss National Bank,740300,2025-09-30,-38000
RENAISSANCE TECHNOLOGIES LLC,735888,2025-09-30,-269000
WELLS FARGO & COMPANY/MN,717326,2025-09-30,15274
"Sumitomo Mitsui Trust Holdings, Inc.",700673,2025-09-30,45623
HSBC HOLDINGS PLC,637332,2025-09-30,-4629
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,612507,2025-09-30,-112548
Squarepoint Ops LLC,607836,2025-09-30,432149
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",544978,2025-09-30,20053
LAZARD ASSET MANAGEMENT LLC,544823,2025-09-30,64513
CITIGROUP INC,539995,2025-09-30,-59084
"NATIXIS ADVISORS, L.P.",537194,2025-09-30,-3336
RAYMOND JAMES FINANCIAL INC,535685,2025-09-30,35908
Neuberger Berman Group LLC,527491,2025-09-30,68341
National Pension Service,512113,2025-09-30,14313
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",510165,2025-09-30,-36791
DekaBank Deutsche Girozentrale,506457,2025-09-30,0
Bellevue Group AG,505805,2025-09-30,64195
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,503160,2025-09-30,-781194
"ADAGE CAPITAL PARTNERS GP, L.L.C.",482495,2025-09-30,304303
MANNING & NAPIER ADVISORS LLC,474822,2025-09-30,241242
ENVESTNET ASSET MANAGEMENT INC,470755,2025-09-30,21767
FRANKLIN RESOURCES INC,462954,2025-09-30,-60879
BNP Paribas Asset Management Holding S.A.,456333,2025-09-30,11874
HARDING LOEVNER LP,455988,2025-09-30,-255623
AMERICAN CENTURY COMPANIES INC,449193,2025-09-30,-88939
RHUMBLINE ADVISERS,447928,2025-09-30,-6444
VOYA INVESTMENT MANAGEMENT LLC,432257,2025-09-30,-267387
