date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2024-12-31,CHTR,2024,FY,0.00875345651656381,-0.10727141828653708,0.19058812467678998,0.18025679820374793,0,0,0,0,0.3782087849401027,-0.006199377686990808,0.007902852737085582,-0.0026448942042318307,0.032114958048027775,0.02315878209206894,0.059091636014712935,0.049901370374454565,-0.016100495399858458,0.09454333236066531,0.08504543414337275,0.03515379786566227,0.11542681588764538,0.10574770178825123,0.16339227242960058,0.166055351783928,-0.041197522921023,-0.0434439282471079
2023-12-31,CHTR,2023,FY,0.010828921550479435,0.08948297274331656,-0.09191427595628415,-0.10164251868391436,0,0,0,0,-0.21608085144441463,0.00770722133129084,0.13871817383669885,-0.023250589688868922,-0.00874719181683476,-0.01936639612630161,0.021481662991096953,0.010538619527159733,-0.1821794603639406,-0.08147949611364246,-0.09131952509776683,-0.012399256044637322,-0.09851632047477744,-0.10817383659332253,-0.02428115015974446,-0.024398178269355888,-0.07611717574504183,-0.07582373475072066
2022-12-31,CHTR,2022,FY,0.045276885569443905,-0.015381644999356417,0.13675628457730757,0.08751690604097338,0,0,0,0,0.14665162547431032,0.023317902368530628,0.1285608124845182,-0.0472980203317282,0.05821952453211937,0.012382019568379934,0.12786734223859972,0.07901299419934096,-0.07029326169688829,0.16812773951158422,0.1175294844151416,0.5102996254681648,0.08616244091104426,0.03911457002798079,0.23520126282557224,0.25623212096444625,-0.120695381365391,-0.1482001419372886
2021-12-31,CHTR,2021,FY,0.07453687340166747,0.010273081924577373,0.18855626694353117,0.10611026615572844,0,0,0,0,0.0988280369619112,0.03010041883231569,0.04911642411642412,-0.03699505358615004,0.10731488742018595,0.030504317532105217,0.282642089093702,0.19366968302543672,-0.07354001441961067,0.4848907484890749,0.3818890585542303,0.7060702875399361,0.4444444444444444,0.34424837376795514,0.5987381703470032,0.5889610389610388,-0.09663282771646108,-0.077554199538402
2020-12-31,CHTR,2020,FY,0.05097893540774408,-0.0032081402508182377,0.16316672257631668,0.1067459902742267,0,0,0,0,0.07031721143408515,0.012362707535121328,0.013431656570977087,-0.02236550473503929,0.10523709298006685,0.05162630381445495,0.2795585122467493,0.21749206276387145,0.005259383217786278,0.769642122583299,0.6838036079750262,0.42596810933940776,0.9316546762589928,0.8379575582742878,1.0855263157894737,1.0671140939597314,-0.07376074567098088,-0.06485213552232937
2019-12-31,CHTR,2019,FY,0.04881514415364165,-0.0038735917879854096,0.17779533781114185,0.12297705121506618,0,0,0,0,0.15168773440755662,0.02545968882602546,0.07259887005649718,-0.037991858887381276,0.03924343798250129,-0.009126209140836221,0.2122434017595308,0.15582179491477285,-0.10954907161803713,0.44187425860023727,0.3747649101790488,1.4388888888888889,0.35609756097560974,0.29298052853325,0.4366729678638941,0.4272030651340997,-0.05530146940265303,-0.04984275442325656
2018-12-31,CHTR,2018,FY,0.04937351194054977,-0.0015792187701430965,0.19918506585804985,0.14276285033646868,0,0,0,0,0.1799704966398951,0.02825284817797409,0.14563106796116504,-0.02550056667925954,0.05698354413164695,0.007251976632046863,0.22551662174303683,0.16785549395047308,-0.10105140186915888,0.6400778210116731,0.562911399856281,1.0198085176625948,-0.8756947953511874,-0.8815434130802929,-0.8627756160830091,-0.8468759166911118,-0.0949048852563378,-0.2061945207093902
2017-12-31,CHTR,2017,FY,0.43367927455780436,0.5076041008697342,0.2530277843742579,-0.12600551122981654,0,0,0,0,0.2248544468982132,0.4525076285110711,0.23649459783913565,0.532937599536702,0.43809896342655974,0.0030827599549993093,0.2938099389712293,-0.09755971067429828,-0.3063716138878291,0.25365853658536586,-0.12556555982600365,-2.1066666666666665,1.8094832481544576,0.9596316268195682,1.2609970674486801,1.138644918444166,0.24296423776418122,0.263691543710842
2016-12-31,CHTR,2016,FY,1.973446791060078,1.9642805703586346,1.9960868018498754,0.0076140629663213385,0,0,0,0,2.2428385416666665,2.0147423045170423,0.9134762633996937,2.2503529411764704,2.298709677419355,0.10938917337319642,1.6988235294117646,-0.09235855965012306,-0.6320049813200498,3.4773413897280965,1.8331547742323246,-47.75,13.99630996309963,5.3707894888333145,7.361940298507462,6.947761194029851,1.042526912886609,1.3211596362985898
2015-12-31,CHTR,2015,FY,0.07092665788317962,0.04186674669867947,0.15016366612111293,0.07398920135246866,0,0,0,0,0.0885896527285613,0.05003095975232198,0.433589462129528,0.010941960038058992,0.011089367253750815,-0.05587431258253777,0.23426911907066797,0.1525244142342558,-0.6387755102040816,-7.245283018867925,-6.831662645456049,-1.2542372881355932,-0.4808743169398907,-0.38279713608246896,-0.4255319148936172,-0.43315508021390375,0.03882172264267823,0.032255018181857144
