holder,shares,dateReported,change
VANGUARD GROUP INC,27173705,2025-09-30,176040
"BlackRock, Inc.",19618113,2025-09-30,-171143
PRICE T ROWE ASSOCIATES INC /MD/,9829481,2025-09-30,-768943
STATE STREET CORP,9763684,2025-09-30,126381
"GEODE CAPITAL MANAGEMENT, LLC",5853585,2025-09-30,59349
Invesco Ltd.,4463518,2025-09-30,209043
JPMORGAN CHASE & CO,4202542,2025-09-30,-545379
FMR LLC,4081537,2025-09-30,-411016
MORGAN STANLEY,3853025,2025-09-30,87752
FLOSSBACH VON STORCH AG,3783841,2025-09-30,-1835
GOLDMAN SACHS GROUP INC,3061312,2025-09-30,-121665
EdgePoint Investment Group Inc.,2931374,2025-09-30,4844
LAZARD ASSET MANAGEMENT LLC,2645977,2025-09-30,695419
Bank of New York Mellon Corp,2463249,2025-09-30,-1199895
NORTHERN TRUST CORP,2436237,2025-09-30,10510
PRINCIPAL FINANCIAL GROUP INC,2043029,2025-09-30,94645
DIMENSIONAL FUND ADVISORS LP,2034786,2025-09-30,-115097
Capital World Investors,1794479,2025-09-30,-1041777
FRANKLIN RESOURCES INC,1769070,2025-09-30,343525
Alecta Tjanstepension Omsesidigt,1721965,2025-09-30,-502000
BANK OF AMERICA CORP /DE/,1686536,2025-09-30,127274
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,1529768,2025-09-30,9898
UBS ASSET MANAGEMENT AMERICAS INC,1506553,2025-09-30,-213158
Amundi,1505220,2025-09-30,-7746
ROYAL BANK OF CANADA,1416755,2025-09-30,-143559
Legal & General Group Plc,1403746,2025-09-30,46625
DEUTSCHE BANK AG\,1393623,2025-09-30,112742
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1373416,2025-09-30,9184
Boston Partners,1342125,2025-09-30,-176422
HSBC HOLDINGS PLC,1315842,2025-09-30,617795
CITADEL ADVISORS LLC,1243248,2025-09-30,640756
UBS Group AG,1228775,2025-09-30,177541
Qube Research & Technologies Ltd,1221651,2025-09-30,-3447
Giverny Capital Inc.,996676,2025-09-30,332
GABELLI FUNDS LLC,953677,2025-09-30,-15500
Veritas Investment Partners (UK) Ltd.,918684,2025-09-30,109825
AQR CAPITAL MANAGEMENT LLC,904034,2025-09-30,247922
AMERIPRISE FINANCIAL INC,899359,2025-09-30,-258086
"BNP PARIBAS ARBITRAGE, SNC",887216,2025-09-30,338371
"Champlain Investment Partners, LLC",882265,2025-09-30,-262195
"D. E. Shaw & Co., Inc.",871870,2025-09-30,291980
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,865393,2025-09-30,-873674
Maren Capital LLC,863983,2025-09-30,59510
DekaBank Deutsche Girozentrale,852057,2025-09-30,0
MILLENNIUM MANAGEMENT LLC,845346,2025-09-30,441365
"Bank Julius Baer & Co. Ltd, Zurich",830952,2025-09-30,-542660
Neuberger Berman Group LLC,821369,2025-09-30,-6333
PRIMECAP MANAGEMENT CO/CA/,819154,2025-09-30,40400
BARCLAYS PLC,807020,2025-09-30,143714
SNYDER CAPITAL MANAGEMENT L P,787675,2025-09-30,161615
Man Group plc,785020,2025-09-30,631649
PANAGORA ASSET MANAGEMENT INC,765847,2025-09-30,218284
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",708013,2025-09-30,-71084
WELLINGTON MANAGEMENT GROUP LLP,696846,2025-09-30,-199533
"TWO SIGMA INVESTMENTS, LP",677756,2025-09-30,169523
Swiss National Bank,665525,2025-09-30,-32900
