holder,shares,dateReported,change
VANGUARD GROUP INC,21701533,2025-09-30,932659
"BlackRock, Inc.",17848354,2025-09-30,784935
PUBLIC INVESTMENT FUND,11414680,2025-09-30,0
STATE STREET CORP,11012647,2025-09-30,429083
JPMORGAN CHASE & CO,10104226,2025-09-30,5108
TIGER GLOBAL MANAGEMENT LLC,5839256,2025-09-30,0
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,4936406,2025-09-30,-588770
"GEODE CAPITAL MANAGEMENT, LLC",4808219,2025-09-30,160760
Invesco Ltd.,2872386,2025-09-30,-618290
MORGAN STANLEY,2398715,2025-09-30,104351
Capital World Investors,2190104,2025-09-30,-338084
UBS ASSET MANAGEMENT AMERICAS INC,2187158,2025-09-30,-554545
"D. E. Shaw & Co., Inc.",2088762,2025-09-30,30434
AMERIPRISE FINANCIAL INC,2073474,2025-09-30,-893030
FMR LLC,2010283,2025-09-30,-63512
FIRST MANHATTAN CO. LLC.,1905109,2025-09-30,-98944
Ninety One UK Ltd,1873863,2025-09-30,72281
BANK OF AMERICA CORP /DE/,1761380,2025-09-30,112876
NORTHERN TRUST CORP,1612323,2025-09-30,27862
VOYA INVESTMENT MANAGEMENT LLC,1439664,2025-09-30,410097
Amundi,1333469,2025-09-30,422510
PRICE T ROWE ASSOCIATES INC /MD/,1279619,2025-09-30,-204505
"Alyeska Investment Group, L.P.",1274664,2025-09-30,69702
GOLDMAN SACHS GROUP INC,1260337,2025-09-30,427346
"Nuveen, LLC",1246385,2025-09-30,-88150
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1236462,2025-09-30,69056
ROYAL BANK OF CANADA,1215530,2025-09-30,4390
Capital International Investors,1178144,2025-09-30,-336338
DEUTSCHE BANK AG\,1171580,2025-09-30,106759
Bank of New York Mellon Corp,1024509,2025-09-30,18959
Legal & General Group Plc,962979,2025-09-30,47181
"MARSHALL WACE, LLP",959261,2025-09-30,-182136
UBS Group AG,954275,2025-09-30,-175546
BESSEMER GROUP INC,951186,2025-09-30,-10601
BARCLAYS PLC,881868,2025-09-30,-343792
Contour Asset Management LLC,876429,2025-09-30,32987
CITIGROUP INC,771509,2025-09-30,68079
MACQUARIE GROUP LTD,648670,2025-09-30,-1133
BALYASNY ASSET MANAGEMENT L.P.,622281,2025-09-30,572112
NORDEA INVESTMENT MANAGEMENT AB,603705,2025-09-30,-123514
DIMENSIONAL FUND ADVISORS LP,574934,2025-09-30,-71738
