holder,shares,dateReported,change
FMR LLC,20451735,2025-09-30,-1963570
VANGUARD GROUP INC,17146658,2025-09-30,-421813
"BlackRock, Inc.",14591900,2025-09-30,-504601
Lombard Odier Asset Management (Europe) Ltd,10474000,2025-09-30,10443000
STATE STREET CORP,6379948,2025-09-30,-28740
"GEODE CAPITAL MANAGEMENT, LLC",4029839,2025-09-30,-397800
Invesco Ltd.,2740422,2025-09-30,-40796
MORGAN STANLEY,2114809,2025-09-30,-208586
VIKING GLOBAL INVESTORS LP,1726926,2025-09-30,1726926
NORTHERN TRUST CORP,1721542,2025-09-30,60029
WELLINGTON MANAGEMENT GROUP LLP,1445580,2025-09-30,165384
"JACOBS LEVY EQUITY MANAGEMENT, INC",1442771,2025-09-30,331794
TD ASSET MANAGEMENT INC,1378343,2025-09-30,116310
"Epoch Investment Partners, Inc.",1267646,2025-09-30,117328
"Atreides Management, LP",1250516,2025-09-30,398396
UBS ASSET MANAGEMENT AMERICAS INC,1247737,2025-09-30,-233149
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,1246526,2025-09-30,104293
DIMENSIONAL FUND ADVISORS LP,1227754,2025-09-30,-39998
AMERICAN CENTURY COMPANIES INC,1157559,2025-09-30,205748
JPMORGAN CHASE & CO,1129607,2025-09-30,54514
MILLENNIUM MANAGEMENT LLC,1123856,2025-09-30,301243
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1097450,2025-09-30,25850
AMF Tjanstepension AB,1091975,2025-09-30,0
Amundi,1059450,2025-09-30,-139895
"JANE STREET GROUP, LLC",1000813,2025-09-30,763135
Robeco Institutional Asset Management B.V.,980723,2025-09-30,107441
GOLDMAN SACHS GROUP INC,945908,2025-09-30,150289
Tredje AP-fonden,927609,2025-09-30,-362889
DEUTSCHE BANK AG\,902157,2025-09-30,-159117
RAYMOND JAMES FINANCIAL INC,874108,2025-09-30,110320
Man Group plc,862318,2025-09-30,443843
Bank of New York Mellon Corp,845828,2025-09-30,-40554
"SAMLYN CAPITAL, LLC",843933,2025-09-30,291216
Legal & General Group Plc,817814,2025-09-30,-74197
ENVESTNET ASSET MANAGEMENT INC,801898,2025-09-30,78761
"Nuveen, LLC",782259,2025-09-30,-62127
ROYAL BANK OF CANADA,769000,2025-09-30,-103349
BARCLAYS PLC,668159,2025-09-30,237568
"FEDERATED HERMES, INC.",664381,2025-09-30,-1041253
PRICE T ROWE ASSOCIATES INC /MD/,663105,2025-09-30,-1092304
UBS Group AG,659998,2025-09-30,-776713
VICTORY CAPITAL MANAGEMENT INC,625879,2025-09-30,-84868
AMERIPRISE FINANCIAL INC,608175,2025-09-30,80537
AQR CAPITAL MANAGEMENT LLC,597836,2025-09-30,-275269
"Russell Investments Group, Ltd.",590820,2025-09-30,159677
Pictet Asset Management Holding SA,585839,2025-09-30,-177557
AustralianSuper Pty Ltd,564153,2025-09-30,-97581
HSBC HOLDINGS PLC,535490,2025-09-30,-74620
LONDON CO OF VIRGINIA,532260,2025-09-30,187698
"Pacer Advisors, Inc.",517033,2025-09-30,-140125
BANK OF AMERICA CORP /DE/,505361,2025-09-30,-607262
FRANKLIN RESOURCES INC,503902,2025-09-30,294148
DnB Asset Management AS,492227,2025-09-30,909
Qube Research & Technologies Ltd,470225,2025-09-30,-27309
Swiss National Bank,430700,2025-09-30,-28700
CITADEL ADVISORS LLC,413694,2025-09-30,147417
"TWO SIGMA INVESTMENTS, LP",404942,2025-09-30,-792590
WELLS FARGO & COMPANY/MN,404920,2025-09-30,234703
SEMPER AUGUSTUS INVESTMENTS GROUP LLC,374841,2025-09-30,164318
OFI INVEST ASSET MANAGEMENT,370214,2025-09-30,8671
"Sumitomo Mitsui Trust Holdings, Inc.",367217,2025-09-30,4038
PRINCIPAL FINANCIAL GROUP INC,366920,2025-09-30,-63012
"SCOPUS ASSET MANAGEMENT, L.P.",365000,2025-09-30,365000
NORDEA INVESTMENT MANAGEMENT AB,359343,2025-09-30,326086
LOS ANGELES CAPITAL MANAGEMENT LLC,346831,2025-09-30,231103
EDMOND DE ROTHSCHILD HOLDING S.A.,343657,2025-09-30,15389
Walleye Capital LLC,338875,2025-09-30,150147
"HighTower Advisors, LLC",335864,2025-09-30,276459
ArrowMark Colorado Holdings LLC,330754,2025-09-30,66932
Handelsbanken Fonder AB,330664,2025-09-30,291500
BNP Paribas Asset Management Holding S.A.,327427,2025-09-30,-77741
"Allspring Global Investments Holdings, LLC",326353,2025-09-30,205975
Aware Super Pty Ltd as trustee of Aware Super,322421,2025-09-30,29208
SHAPIRO CAPITAL MANAGEMENT LLC,317770,2025-09-30,317770
