holder,shares,dateReported,change
VANGUARD GROUP INC,6631180,2025-09-30,-148943
"BlackRock, Inc.",3605295,2025-09-30,-134255
STATE STREET CORP,2173197,2025-09-30,-16730
VICTORY CAPITAL MANAGEMENT INC,2138139,2025-09-30,324809
Boston Partners,1947332,2025-09-30,128439
Invesco Ltd.,1617541,2025-09-30,-374906
"GEODE CAPITAL MANAGEMENT, LLC",1484544,2025-09-30,-16732
"ARIEL INVESTMENTS, LLC",1467231,2025-09-30,-337364
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1104362,2025-09-30,189457
BROWN ADVISORY INC,1060675,2025-09-30,153326
MORGAN STANLEY,1038606,2025-09-30,16216
DIMENSIONAL FUND ADVISORS LP,953216,2025-09-30,-14826
UBS Group AG,768111,2025-09-30,-329895
BANK OF AMERICA CORP /DE/,700270,2025-09-30,108481
Burgundy Asset Management Ltd.,648364,2025-09-30,-3315
MACQUARIE GROUP LTD,644242,2025-09-30,-139506
ROYAL BANK OF CANADA,621307,2025-09-30,25770
DISCIPLINED GROWTH INVESTORS INC /MN,618214,2025-09-30,-22305
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,598253,2025-09-30,11963
ENVESTNET ASSET MANAGEMENT INC,597559,2025-09-30,15280
MACKENZIE FINANCIAL CORP,533354,2025-09-30,-23584
NORTHERN TRUST CORP,530341,2025-09-30,-21804
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",481799,2025-09-30,444045
KING LUTHER CAPITAL MANAGEMENT CORP,478456,2025-09-30,-706
"FEDERATED HERMES, INC.",464588,2025-09-30,-284759
Impax Asset Management Group plc,463101,2025-09-30,-330541
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,422605,2025-09-30,422605
"Evercore Wealth Management, LLC",403504,2025-09-30,-28641
DAVENPORT & Co LLC,370853,2025-09-30,-62971
VOYA INVESTMENT MANAGEMENT LLC,366955,2025-09-30,40146
Qube Research & Technologies Ltd,347989,2025-09-30,91630
Bank of New York Mellon Corp,332337,2025-09-30,-2834
WELLS FARGO & COMPANY/MN,329040,2025-09-30,-6983
RAYMOND JAMES FINANCIAL INC,325340,2025-09-30,36573
"Holocene Advisors, LP",312652,2025-09-30,-43971
PARK PRESIDIO CAPITAL LLC,310208,2025-09-30,-51167
Orbis Allan Gray Ltd,307858,2025-09-30,484
JPMORGAN CHASE & CO,299479,2025-09-30,-61710
ALLIANCEBERNSTEIN L.P.,297957,2025-09-30,-204417
Stephens Investment Management Group LLC,290854,2025-09-30,56427
JENNISON ASSOCIATES LLC,288149,2025-09-30,-290417
AQR CAPITAL MANAGEMENT LLC,284363,2025-09-30,130110
Ninety One UK Ltd,280228,2025-09-30,280228
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",279218,2025-09-30,-73389
BLAIR WILLIAM & CO/IL,242150,2025-09-30,16182
"Gotham Asset Management, LLC",239173,2025-09-30,3353
GOLDMAN SACHS GROUP INC,238541,2025-09-30,14583
Capital International Investors,207989,2025-09-30,0
"Energy Income Partners, LLC",200458,2025-09-30,-101850
CITADEL ADVISORS LLC,198605,2025-09-30,-527069
"TWO SIGMA INVESTMENTS, LP",197851,2025-09-30,182975
"Annex Advisory Services, LLC",194519,2025-09-30,16386
Squarepoint Ops LLC,186891,2025-09-30,185302
Paradice Investment Management LLC,181283,2025-09-30,38945
"Allspring Global Investments Holdings, LLC",180909,2025-09-30,-2043
Legal & General Group Plc,172517,2025-09-30,-6316
"Nuveen, LLC",172334,2025-09-30,-10224
UBS ASSET MANAGEMENT AMERICAS INC,171682,2025-09-30,-86165
"Minneapolis Portfolio Management Group, LLC",169690,2025-09-30,169
"Blue Grotto Capital, LLC",160000,2025-09-30,160000
LOOMIS SAYLES & CO L P,156659,2025-09-30,-5927
