holder,shares,dateReported,change
First Financial Bank - Trust Division,0,2025-12-31,-1590
VANGUARD GROUP INC,53405531,2025-09-30,512974
"BlackRock, Inc.",37942685,2025-09-30,587968
"COHEN & STEERS, INC.",23725267,2025-09-30,-143671
STATE STREET CORP,20417120,2025-09-30,11360
"GEODE CAPITAL MANAGEMENT, LLC",9036893,2025-09-30,186075
BANK OF AMERICA CORP /DE/,8930551,2025-09-30,405507
APG Asset Management US Inc.,8638801,2025-09-30,23430
CANADA PENSION PLAN INVESTMENT BOARD,7462186,2025-09-30,105757
NORTHERN TRUST CORP,5647534,2025-09-30,471384
UBS ASSET MANAGEMENT AMERICAS INC,4807512,2025-09-30,4195862
FMR LLC,4771468,2025-09-30,-658903
JPMORGAN CHASE & CO,4695272,2025-09-30,-666969
DIMENSIONAL FUND ADVISORS LP,4662906,2025-09-30,-18380
MORGAN STANLEY,4120889,2025-09-30,135186
Daiwa Securities Group Inc.,4116711,2025-09-30,-14216
Invesco Ltd.,4087315,2025-09-30,109310
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3964517,2025-09-30,80261
Legal & General Group Plc,3782523,2025-09-30,-110878
PRINCIPAL FINANCIAL GROUP INC,3708714,2025-09-30,-77225
CENTERSQUARE INVESTMENT MANAGEMENT LLC,3118869,2025-09-30,149770
GOLDMAN SACHS GROUP INC,3017929,2025-09-30,241104
Pictet Asset Management Holding SA,2976336,2025-09-30,117177
Resolution Capital Ltd,2939121,2025-09-30,-28497
DEUTSCHE BANK AG\,2709016,2025-09-30,-95986
UBS Group AG,2569864,2025-09-30,422206
"Nuveen, LLC",2391823,2025-09-30,-49428
ROYAL BANK OF CANADA,2193084,2025-09-30,-194900
Amundi,2192187,2025-09-30,17223
Bank of New York Mellon Corp,2007598,2025-09-30,-67241
"Russell Investments Group, Ltd.",1993974,2025-09-30,-14686
ALLIANCEBERNSTEIN L.P.,1962195,2025-09-30,11363
PRICE T ROWE ASSOCIATES INC /MD/,1785006,2025-09-30,899729
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,1517381,2025-09-30,133424
SEI INVESTMENTS CO,1424209,2025-09-30,-126359
"Sumitomo Mitsui Trust Holdings, Inc.",1406459,2025-09-30,-666
PRUDENTIAL FINANCIAL INC,1395707,2025-09-30,-60878
DUFF & PHELPS INVESTMENT MANAGEMENT CO,1385254,2025-09-30,13550
Capital Research Global Investors,1257134,2025-09-30,3917
HSBC HOLDINGS PLC,1183735,2025-09-30,206307
BARCLAYS PLC,1047177,2025-09-30,496534
Swiss National Bank,970849,2025-09-30,-48500
"Alyeska Investment Group, L.P.",961121,2025-09-30,819982
