holder,shares,dateReported,change
VANGUARD GROUP INC,12424724,2025-09-30,-130599
FMR LLC,11405266,2025-09-30,-221712
"BlackRock, Inc.",8707871,2025-09-30,69269
STATE STREET CORP,4992263,2025-09-30,-34290
Capital International Investors,3543420,2025-09-30,3543420
WELLINGTON MANAGEMENT GROUP LLP,3242962,2025-09-30,-140841
"GEODE CAPITAL MANAGEMENT, LLC",2803538,2025-09-30,-78767
"SANDS CAPITAL MANAGEMENT, LLC",2430902,2025-09-30,1414129
DIMENSIONAL FUND ADVISORS LP,1915904,2025-09-30,-278358
VICTORY CAPITAL MANAGEMENT INC,1893483,2025-09-30,1328363
FRANKLIN RESOURCES INC,1854525,2025-09-30,1783164
Boston Partners,1852292,2025-09-30,781506
"Brave Warrior Advisors, LLC",1805381,2025-09-30,-21880
MORGAN STANLEY,1779563,2025-09-30,30480
DIAMOND HILL CAPITAL MANAGEMENT INC,1651067,2025-09-30,-884965
VOYA INVESTMENT MANAGEMENT LLC,1616576,2025-09-30,-141402
Invesco Ltd.,1545870,2025-09-30,-229477
BAILLIE GIFFORD & CO,1469801,2025-09-30,-54481
FRONTIER CAPITAL MANAGEMENT CO LLC,1290648,2025-09-30,689451
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,1101986,2025-09-30,-454165
NORTHERN TRUST CORP,983918,2025-09-30,-34363
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,982472,2025-09-30,58176
ENVESTNET ASSET MANAGEMENT INC,912144,2025-09-30,596409
GOLDMAN SACHS GROUP INC,896223,2025-09-30,505824
"Clearbridge Investments, LLC",889501,2025-09-30,38696
PUBLIC SECTOR PENSION INVESTMENT BOARD,881439,2025-09-30,873439
"Evercore Wealth Management, LLC",870088,2025-09-30,-3868
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,779092,2025-09-30,12225
Capital World Investors,768520,2025-09-30,8292
Bank of New York Mellon Corp,764574,2025-09-30,62450
JPMORGAN CHASE & CO,747375,2025-09-30,231211
Neuberger Berman Group LLC,713569,2025-09-30,274583
BANK OF AMERICA CORP /DE/,698794,2025-09-30,100659
"Kovitz Investment Group Partners, LLC",685587,2025-09-30,12107
JANUS HENDERSON GROUP PLC,674266,2025-09-30,-184992
"ASSETMARK, INC",667387,2025-09-30,-236041
WESTFIELD CAPITAL MANAGEMENT CO LP,616032,2025-09-30,616032
ALLIANCEBERNSTEIN L.P.,600461,2025-09-30,-24431
Legal & General Group Plc,596024,2025-09-30,-12994
LOOMIS SAYLES & CO L P,589907,2025-09-30,-6221
UBS Group AG,555970,2025-09-30,-14804
DEUTSCHE BANK AG\,543950,2025-09-30,-62472
"Pacer Advisors, Inc.",534626,2025-09-30,525499
UBS ASSET MANAGEMENT AMERICAS INC,521326,2025-09-30,-212380
Fiera Capital Corp,480609,2025-09-30,54487
BESSEMER GROUP INC,461934,2025-09-30,265428
AMERICAN CENTURY COMPANIES INC,449012,2025-09-30,109909
ROYAL BANK OF CANADA,426292,2025-09-30,271380
ROBOTTI ROBERT,413979,2025-09-30,-1824
COMMERCE BANK,369965,2025-09-30,29403
FIRST TRUST ADVISORS LP,365944,2025-09-30,49099
BARCLAYS PLC,363009,2025-09-30,-7517
"LORD, ABBETT & CO. LLC",349931,2025-09-30,247714
Amundi,333499,2025-09-30,-114817
"Lodge Hill Capital, LLC",328000,2025-09-30,40000
Swiss National Bank,318487,2025-09-30,-25800
"Sumitomo Mitsui Trust Holdings, Inc.",309102,2025-09-30,-4114
"SEIZERT CAPITAL PARTNERS, LLC",301836,2025-09-30,846
AMERIPRISE FINANCIAL INC,293960,2025-09-30,-99500
RAYMOND JAMES FINANCIAL INC,293406,2025-09-30,-3122
JB CAPITAL PARTNERS LP,292265,2025-09-30,0
Pictet Asset Management Holding SA,288854,2025-09-30,-46631
CITIGROUP INC,278025,2025-09-30,-130473
SILVERCREST ASSET MANAGEMENT GROUP LLC,275865,2025-09-30,39537
CITADEL ADVISORS LLC,270427,2025-09-30,159883
WELLS FARGO & COMPANY/MN,267661,2025-09-30,5203
"RBF Capital, LLC",258702,2025-09-30,0
"Nuveen, LLC",253401,2025-09-30,-38960
"Hill City Capital, LP",240000,2025-09-30,0
COMERICA BANK,232212,2025-09-30,195159
STIFEL FINANCIAL CORP,227309,2025-09-30,15981
"Oakworth Capital, Inc.",226386,2025-09-30,3975
RHUMBLINE ADVISERS,224767,2025-09-30,-8857
