holder,shares,dateReported,change
VANGUARD GROUP INC,75725594,2025-09-30,9396652
"BlackRock, Inc.",60843957,2025-09-30,-3072149
Capital International Investors,54071206,2025-09-30,4572312
WELLINGTON MANAGEMENT GROUP LLP,50405763,2025-09-30,-2059029
STATE STREET CORP,34986169,2025-09-30,606101
MORGAN STANLEY,19079308,2025-09-30,-94707
FMR LLC,19056303,2025-09-30,873680
"GEODE CAPITAL MANAGEMENT, LLC",14182291,2025-09-30,145719
Newport Trust Co,12207882,2025-09-30,-620492
"Clearbridge Investments, LLC",10926600,2025-09-30,-1334744
JPMORGAN CHASE & CO,10428007,2025-09-30,5374277
Invesco Ltd.,10419115,2025-09-30,2984409
PRICE T ROWE ASSOCIATES INC /MD/,10147456,2025-09-30,1986559
BANK OF AMERICA CORP /DE/,10031322,2025-09-30,-220693
FRANKLIN RESOURCES INC,9463947,2025-09-30,1014779
DEUTSCHE BANK AG\,9398552,2025-09-30,3439226
NORTHERN TRUST CORP,6739419,2025-09-30,65358
Legal & General Group Plc,6303950,2025-09-30,374619
GOLDMAN SACHS GROUP INC,5198013,2025-09-30,1291954
UBS ASSET MANAGEMENT AMERICAS INC,5172604,2025-09-30,-937306
Bank of New York Mellon Corp,5159207,2025-09-30,60247
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,4635854,2025-09-30,-40217
Pictet Asset Management Holding SA,4496349,2025-09-30,-422925
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,4008065,2025-09-30,48962
MILLENNIUM MANAGEMENT LLC,3707402,2025-09-30,1535118
UBS Group AG,3703220,2025-09-30,1563405
BAHL & GAYNOR INC,3499794,2025-09-30,-115036
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,3494152,2025-09-30,44526
"COHEN & STEERS, INC.",3403101,2025-09-30,937652
Perpetual Ltd,3235107,2025-09-30,1200559
"Nuveen, LLC",3083812,2025-09-30,-217095
Mitsubishi UFJ Trust & Banking Corp,2714876,2025-09-30,-36015
Neuberger Berman Group LLC,2488155,2025-09-30,-43410
DekaBank Deutsche Girozentrale,2332884,2025-09-30,0
HSBC HOLDINGS PLC,2248579,2025-09-30,163963
Magellan Asset Management Ltd,2238316,2025-09-30,-19680
JENNISON ASSOCIATES LLC,2196844,2025-09-30,515599
ROYAL BANK OF CANADA,2159386,2025-09-30,399652
DUFF & PHELPS INVESTMENT MANAGEMENT CO,2143205,2025-09-30,106380
MACQUARIE GROUP LTD,2088117,2025-09-30,377897
DIMENSIONAL FUND ADVISORS LP,2028635,2025-09-30,81483
"Merewether Investment Management, LP",1949432,2025-09-30,272500
BESSEMER GROUP INC,1898675,2025-09-30,1889515
Swiss National Bank,1880000,2025-09-30,-93400
PRINCIPAL FINANCIAL GROUP INC,1808289,2025-09-30,-26315
"Russell Investments Group, Ltd.",1795323,2025-09-30,186374
CITIGROUP INC,1790030,2025-09-30,-69023
WELLS FARGO & COMPANY/MN,1771036,2025-09-30,-304029
BROOKFIELD Corp /ON/,1752910,2025-09-30,1752910
BARCLAYS PLC,1750490,2025-09-30,-4657
ANTIPODES PARTNERS Ltd,1677951,2025-09-30,1677951
"ADAGE CAPITAL PARTNERS GP, L.L.C.",1643370,2025-09-30,1046000
REAVES W H & CO INC,1595828,2025-09-30,53079
"Sumitomo Mitsui Trust Holdings, Inc.",1543070,2025-09-30,10544
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",1515949,2025-09-30,83273
"TORTOISE CAPITAL ADVISORS, L.L.C.",1514941,2025-09-30,90640
ENVESTNET ASSET MANAGEMENT INC,1430820,2025-09-30,-84685
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,1353554,2025-09-30,-457848
"BNP PARIBAS ARBITRAGE, SNC",1328061,2025-09-30,11847
AMERIPRISE FINANCIAL INC,1324015,2025-09-30,-1193779
"HighTower Advisors, LLC",1318918,2025-09-30,-18354
RAYMOND JAMES FINANCIAL INC,1283875,2025-09-30,-124984
RHUMBLINE ADVISERS,1283035,2025-09-30,6978
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,1231047,2025-09-30,-25500
"Empower Advisory Group, LLC",1176217,2025-09-30,30684
AVIVA PLC,1043217,2025-09-30,64578
Amundi,983635,2025-09-30,-919989
Blackstone Inc.,977941,2025-09-30,-6985
KAYNE ANDERSON CAPITAL ADVISORS LP,969238,2025-09-30,342170
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",962906,2025-09-30,118355
GREAT WEST LIFE ASSURANCE CO /CAN/,957097,2025-09-30,49852
ALLIANCEBERNSTEIN L.P.,952379,2025-09-30,72460
"MARSHALL WACE, LLP",952184,2025-09-30,-2005215
FIRST TRUST ADVISORS LP,935780,2025-09-30,-548982
abrdn plc,927758,2025-09-30,293214
"Brandywine Global Investment Management, LLC",871743,2025-09-30,205635
"Zimmer Partners, LP",855800,2025-09-30,-860116
BANK OF MONTREAL /CAN/,848311,2025-09-30,28442
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,840421,2025-09-30,-14133
M&G Plc,828251,2025-09-30,-52745
National Pension Service,816146,2025-09-30,13712
LPL Financial LLC,812543,2025-09-30,31104
"Capital International, Inc./CA/",809472,2025-09-30,167619
"Energy Income Partners, LLC",804520,2025-09-30,-12687
Capital Research Global Investors,800000,2025-09-30,-14
NEW YORK STATE COMMON RETIREMENT FUND,773497,2025-09-30,-42300
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,758327,2025-09-30,-8845
Maryland State Retirement & Pension System,637124,2025-09-30,17671
RNC CAPITAL MANAGEMENT LLC,596612,2025-09-30,2186
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,595546,2025-09-30,-8496
CAMBIAR INVESTORS LLC,555540,2025-09-30,-49885
FIL Ltd,541484,2025-09-30,-9328
CI INVESTMENTS INC.,536620,2025-09-30,1674
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,520592,2025-09-30,-8436
DANSKE BANK A/S,503561,2025-09-30,9200
GROUPAMA ASSET MANAGMENT,498889,2025-09-30,-14827
KLP KAPITALFORVALTNING AS,498724,2025-09-30,-14300
TD ASSET MANAGEMENT INC,496033,2025-09-30,2027
"NATIXIS ADVISORS, L.P.",495504,2025-09-30,-208160
AMF Tjanstepension AB,493066,2025-09-30,0
TD Waterhouse Canada Inc.,488839,2025-09-30,5400
Hudson Bay Capital Management LP,477525,2025-09-30,249314
ROYAL LONDON ASSET MANAGEMENT LTD,470893,2025-09-30,-13130
SEI INVESTMENTS CO,467411,2025-09-30,44131
"Ensign Peak Advisors, Inc",461593,2025-09-30,104690
"JACOBS LEVY EQUITY MANAGEMENT, INC",456969,2025-09-30,-68095
"CI Private Wealth, LLC",446883,2025-09-30,-108199
DAVIDSON INVESTMENT ADVISORS,439147,2025-09-30,373
1832 Asset Management L.P.,430983,2025-09-30,201480
CANADA PENSION PLAN INVESTMENT BOARD,429493,2025-09-30,0
STIFEL FINANCIAL CORP,421237,2025-09-30,-26385
Korea Investment CORP,419330,2025-09-30,31738
"ASSETMARK, INC",415716,2025-09-30,-25900
WOODLEY FARRA MANION PORTFOLIO MANAGEMENT INC,406096,2025-09-30,-1215
Compagnie Lombard Odier SCmA,397933,2025-09-30,-77518
"Aventail Capital Group, LP",394498,2025-09-30,132302
PRUDENTIAL FINANCIAL INC,387741,2025-09-30,-67795
Partners Group Holding AG,376042,2025-09-30,-88664
Zurich Insurance Group Ltd/FI,373406,2025-09-30,-18221
Freestone Grove Partners LP,369222,2025-09-30,357267
Swedbank AB,368080,2025-09-30,0
APG Asset Management N.V.,366400,2025-09-30,3200
TODD ASSET MANAGEMENT LLC,361467,2025-09-30,108627
Rockefeller Capital Management L.P.,353343,2025-09-30,23478
STATE OF WISCONSIN INVESTMENT BOARD,351543,2025-09-30,-7940
"Chevy Chase Trust Holdings, LLC",332987,2025-09-30,-11486
