holder,shares,dateReported,change
Global Wealth Strategies & Associates,0,2025-12-31,-25
VANGUARD GROUP INC,59242848,2025-09-30,585893
"BlackRock, Inc.",48128653,2025-09-30,-531799
Capital International Investors,31337227,2025-09-30,-435757
STATE STREET CORP,28106309,2025-09-30,432412
WELLINGTON MANAGEMENT GROUP LLP,24064520,2025-09-30,318870
FMR LLC,20839156,2025-09-30,4428383
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,19506838,2025-09-30,-340379
PRINCIPAL FINANCIAL GROUP INC,19049804,2025-09-30,-310412
"GEODE CAPITAL MANAGEMENT, LLC",14849457,2025-09-30,313998
Invesco Ltd.,12542249,2025-09-30,1757971
Capital World Investors,10697131,2025-09-30,-1239790
BANK OF AMERICA CORP /DE/,10618907,2025-09-30,432008
AKRE CAPITAL MANAGEMENT LLC,8713264,2025-09-30,-134300
FIRST MANHATTAN CO. LLC.,8529603,2025-09-30,-190608
MORGAN STANLEY,7790654,2025-09-30,1004762
BROWN ADVISORY INC,7678170,2025-09-30,-2004132
"Nuveen, LLC",6629580,2025-09-30,-345482
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",6340294,2025-09-30,-452803
NORTHERN TRUST CORP,6060773,2025-09-30,-11260
Capital Research Global Investors,5578779,2025-09-30,-1918939
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",5242519,2025-09-30,3861177
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,4736482,2025-09-30,909583
Legal & General Group Plc,4642005,2025-09-30,65695
JPMORGAN CHASE & CO,4225307,2025-09-30,-2240429
LONE PINE CAPITAL LLC,4080561,2025-09-30,-1141208
GOLDMAN SACHS GROUP INC,4050866,2025-09-30,46794
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,3798345,2025-09-30,163
Bank of New York Mellon Corp,3601057,2025-09-30,-21776
UBS ASSET MANAGEMENT AMERICAS INC,3326913,2025-09-30,-980946
PRICE T ROWE ASSOCIATES INC /MD/,3106852,2025-09-30,108331
VIKING GLOBAL INVESTORS LP,2709024,2025-09-30,2709024
BARCLAYS PLC,2698331,2025-09-30,-103559
VICTORY CAPITAL MANAGEMENT INC,2288685,2025-09-30,-1289105
COATUE MANAGEMENT LLC,2230946,2025-09-30,-1524086
UBS Group AG,2147471,2025-09-30,-103921
ROYAL BANK OF CANADA,2128604,2025-09-30,300066
WELLS FARGO & COMPANY/MN,2110928,2025-09-30,-113543
"Ensign Peak Advisors, Inc",2058773,2025-09-30,595925
DEUTSCHE BANK AG\,2033107,2025-09-30,677495
JENNISON ASSOCIATES LLC,2019954,2025-09-30,-554064
AMERIPRISE FINANCIAL INC,1874360,2025-09-30,402422
CI INVESTMENTS INC.,1745345,2025-09-30,179793
DIMENSIONAL FUND ADVISORS LP,1645509,2025-09-30,51239
Amundi,1616303,2025-09-30,-1439369
Close Asset Management Ltd,1515299,2025-09-30,1479688
MARKEL GROUP INC.,1451800,2025-09-30,0
"Sumitomo Mitsui Trust Holdings, Inc.",1439650,2025-09-30,21853
National Pension Service,1430212,2025-09-30,43070
Hudson Way Capital Management LLC,1402895,2025-09-30,226727
Unisphere Establishment,1346900,2025-09-30,190500
FRANKLIN RESOURCES INC,1336478,2025-09-30,298473
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",1313857,2025-09-30,65178
HSBC HOLDINGS PLC,1243320,2025-09-30,40256
GREAT WEST LIFE ASSURANCE CO /CAN/,1238537,2025-09-30,267886
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,1204842,2025-09-30,59451
ENVESTNET ASSET MANAGEMENT INC,1204121,2025-09-30,-114281
