holder,shares,dateReported,change
VANGUARD GROUP INC,25463196,2025-09-30,151984
"BlackRock, Inc.",22488461,2025-09-30,-1426002
FMR LLC,10729609,2025-09-30,483164
PRINCIPAL FINANCIAL GROUP INC,10486308,2025-09-30,-102305
JPMORGAN CHASE & CO,10100718,2025-09-30,1136380
STATE STREET CORP,9552601,2025-09-30,-43108
"GEODE CAPITAL MANAGEMENT, LLC",6417614,2025-09-30,135772
FRANKLIN RESOURCES INC,6010313,2025-09-30,567651
BANK OF AMERICA CORP /DE/,5982089,2025-09-30,-176986
JENNISON ASSOCIATES LLC,4750891,2025-09-30,119172
Capital International Investors,4689430,2025-09-30,-2284098
PRICE T ROWE ASSOCIATES INC /MD/,4616451,2025-09-30,1203656
"T. Rowe Price Investment Management, Inc.",4535244,2025-09-30,-1652410
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,4067494,2025-09-30,366987
"Pershing Square Capital Management, L.P.",3030578,2025-09-30,0
MORGAN STANLEY,2768403,2025-09-30,-422342
Capital Research Global Investors,2452623,2025-09-30,-120472
NORTHERN TRUST CORP,2385868,2025-09-30,23077
Invesco Ltd.,2378965,2025-09-30,-166126
Capital World Investors,2252152,2025-09-30,5524
WELLINGTON MANAGEMENT GROUP LLP,2201180,2025-09-30,-124205
JANUS HENDERSON GROUP PLC,2026880,2025-09-30,-36890
"Grantham, Mayo, Van Otterloo & Co. LLC",2016751,2025-09-30,20702
GOLDMAN SACHS GROUP INC,2004681,2025-09-30,370592
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1993891,2025-09-30,-107078
EAGLE CAPITAL MANAGEMENT LLC,1852065,2025-09-30,-8091
"Holocene Advisors, LP",1795659,2025-09-30,261097
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1716835,2025-09-30,49720
TD ASSET MANAGEMENT INC,1616059,2025-09-30,297018
AMERIPRISE FINANCIAL INC,1566667,2025-09-30,-96452
ROYAL BANK OF CANADA,1394250,2025-09-30,141589
"Nuveen, LLC",1392411,2025-09-30,-46397
Bank of New York Mellon Corp,1370093,2025-09-30,-29044
Legal & General Group Plc,1318123,2025-09-30,16961
UBS ASSET MANAGEMENT AMERICAS INC,1303645,2025-09-30,-701152
"Foxhaven Asset Management, LP",1178182,2025-09-30,-32719
RAYMOND JAMES FINANCIAL INC,1124198,2025-09-30,-14096
"Winslow Capital Management, LLC",1123887,2025-09-30,-770428
