holder,shares,dateReported,change
VANGUARD GROUP INC,47419652,2025-09-30,1377545
"BlackRock, Inc.",33834281,2025-09-30,29765
Capital World Investors,28219600,2025-09-30,-1054763
FMR LLC,24717099,2025-09-30,6837877
STATE STREET CORP,19185795,2025-09-30,431299
Capital International Investors,10704493,2025-09-30,101124
JPMORGAN CHASE & CO,10299256,2025-09-30,4737062
"GEODE CAPITAL MANAGEMENT, LLC",9998525,2025-09-30,279860
Capital Research Global Investors,9277951,2025-09-30,275999
FRANKLIN RESOURCES INC,8785693,2025-09-30,116587
MORGAN STANLEY,8116826,2025-09-30,300679
TIGER GLOBAL MANAGEMENT LLC,6209496,2025-09-30,0
PRICE T ROWE ASSOCIATES INC /MD/,5898720,2025-09-30,3382811
UBS ASSET MANAGEMENT AMERICAS INC,5308753,2025-09-30,-733285
UBS Group AG,5223612,2025-09-30,1181476
NORTHERN TRUST CORP,4385787,2025-09-30,299698
GOLDMAN SACHS GROUP INC,3669357,2025-09-30,277221
Legal & General Group Plc,3455982,2025-09-30,186292
VICTORY CAPITAL MANAGEMENT INC,3452906,2025-09-30,1088589
"Clearbridge Investments, LLC",3273187,2025-09-30,11070
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3189155,2025-09-30,138991
BANK OF AMERICA CORP /DE/,2915999,2025-09-30,484226
Neuberger Berman Group LLC,2780301,2025-09-30,12678
BECK MACK & OLIVER LLC,2757452,2025-09-30,-46310
Allen Investment Management LLC,2601260,2025-09-30,-257326
Bank of New York Mellon Corp,2451537,2025-09-30,48053
Curated Wealth Partners LLC,2228836,2025-09-30,-642
Invesco Ltd.,2187895,2025-09-30,-1339959
"Mariner, LLC",2099592,2025-09-30,-42513
BESSEMER GROUP INC,1617228,2025-09-30,383198
Boston Partners,1586330,2025-09-30,53562
ROYAL BANK OF CANADA,1535841,2025-09-30,143083
Heard Capital LLC,1458695,2025-09-30,183725
WELLS FARGO & COMPANY/MN,1390775,2025-09-30,270064
DIMENSIONAL FUND ADVISORS LP,1387029,2025-09-30,33402
"Nuveen, LLC",1380786,2025-09-30,-155377
DEUTSCHE BANK AG\,1350274,2025-09-30,173631
COOPERMAN LEON G,1337000,2025-09-30,0
"Kovitz Investment Group Partners, LLC",1296857,2025-09-30,47808
Swiss National Bank,1257314,2025-09-30,48400
Amundi,1198968,2025-09-30,-112134
BARCLAYS PLC,1195591,2025-09-30,-250728
D1 Capital Partners L.P.,1159000,2025-09-30,-256000
BANK OF MONTREAL /CAN/,1149775,2025-09-30,109958
JANUS HENDERSON GROUP PLC,1123392,2025-09-30,39484
MENORA MIVTACHIM HOLDINGS LTD.,1096396,2025-09-30,0
"Sumitomo Mitsui Trust Holdings, Inc.",1051306,2025-09-30,88792
MARKEL GROUP INC.,1012500,2025-09-30,0
RAYMOND JAMES FINANCIAL INC,1004534,2025-09-30,24791
BAHL & GAYNOR INC,996727,2025-09-30,381479
"Williams Jones Wealth Management, LLC.",965988,2025-09-30,69483
ALLIANCEBERNSTEIN L.P.,932160,2025-09-30,-372827
"JANE STREET GROUP, LLC",929103,2025-09-30,929103
"MSA Advisors, LLC",916202,2025-09-30,0
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",900554,2025-09-30,89439
HSBC HOLDINGS PLC,834866,2025-09-30,-7525
RHUMBLINE ADVISERS,769914,2025-09-30,4529
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,769784,2025-09-30,17602
National Pension Service,767442,2025-09-30,13937
"Select Equity Group, L.P.",697358,2025-09-30,8146
Blue Whale Capital LLP,689428,2025-09-30,7895
CITIGROUP INC,669227,2025-09-30,-22605
Partners Group Holding AG,659563,2025-09-30,30793
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,659013,2025-09-30,43643
Third Point LLC,650000,2025-09-30,-625000
Regal Partners Ltd,634639,2025-09-30,155028
"BNP PARIBAS ARBITRAGE, SNC",631256,2025-09-30,-205949
"Cornerstone Investment Partners, LLC",630520,2025-09-30,120558
TCW GROUP INC,628552,2025-09-30,245112
AMERICAN CENTURY COMPANIES INC,584470,2025-09-30,1861
"FEDERATED HERMES, INC.",545675,2025-09-30,-114
FIL Ltd,544263,2025-09-30,48699
CITADEL ADVISORS LLC,529231,2025-09-30,407650
"Ensign Peak Advisors, Inc",525282,2025-09-30,-789121
PRINCIPAL FINANCIAL GROUP INC,495243,2025-09-30,1277
ENVESTNET ASSET MANAGEMENT INC,494573,2025-09-30,25768
Rockefeller Capital Management L.P.,490484,2025-09-30,177754
NEW YORK STATE COMMON RETIREMENT FUND,486936,2025-09-30,4600
VAUGHAN DAVID INVESTMENTS LLC/IL,458021,2025-09-30,-12288
JOHNSON INVESTMENT COUNSEL INC,433964,2025-09-30,103458
"SUVRETTA CAPITAL MANAGEMENT, LLC",431260,2025-09-30,2800
TOCQUEVILLE ASSET MANAGEMENT L.P.,426472,2025-09-30,-2467
"OCO Capital Partners, L.P.",425000,2025-09-30,15000
Newbrook Capital Advisors LP,408041,2025-09-30,86937
"LOCUST WOOD CAPITAL ADVISERS, LLC",400974,2025-09-30,-46262
MHR FUND MANAGEMENT LLC,399505,2025-09-30,-75495
"ADAGE CAPITAL PARTNERS GP, L.L.C.",393400,2025-09-30,25900
"Lodge Hill Capital, LLC",392930,2025-09-30,110000
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,391896,2025-09-30,-53822
BROWN ADVISORY INC,388536,2025-09-30,-1830
GLUSKIN SHEFF & ASSOC INC,379431,2025-09-30,46335
iA Global Asset Management Inc.,376243,2025-09-30,28126
AVIVA PLC,372973,2025-09-30,-228165
NOMURA ASSET MANAGEMENT CO LTD,367163,2025-09-30,7894
LPL Financial LLC,364334,2025-09-30,28372
DnB Asset Management AS,363131,2025-09-30,39032
abrdn plc,351629,2025-09-30,-74305
"GUARDIAN POINT CAPITAL, LP",350000,2025-09-30,0
BNP Paribas Asset Management Holding S.A.,339930,2025-09-30,206799
PANAGORA ASSET MANAGEMENT INC,337782,2025-09-30,324807
Senator Investment Group LP,337272,2025-09-30,-203324
"Callodine Capital Management, LP",326380,2025-09-30,56380
ARGENT CAPITAL MANAGEMENT LLC,314922,2025-09-30,-6629
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,307393,2025-09-30,-2269
AMERIPRISE FINANCIAL INC,299942,2025-09-30,3326
"NFC Investments, LLC",294762,2025-09-30,-13385
ROYAL LONDON ASSET MANAGEMENT LTD,293051,2025-09-30,-5703
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",291994,2025-09-30,10201
"Russell Investments Group, Ltd.",290160,2025-09-30,-64569
STIFEL FINANCIAL CORP,281619,2025-09-30,38061
"Brandywine Global Investment Management, LLC",276854,2025-09-30,550
"CI Private Wealth, LLC",275446,2025-09-30,66767
"Gotham Asset Management, LLC",274303,2025-09-30,166233
NATIONAL BANK OF CANADA /FI/,273917,2025-09-30,-132171
"GOODNOW INVESTMENT GROUP, LLC",261580,2025-09-30,-8150
PRUDENTIAL FINANCIAL INC,251682,2025-09-30,-535
TODD ASSET MANAGEMENT LLC,243654,2025-09-30,-235363
ASR Vermogensbeheer N.V.,243525,2025-09-30,6677
Cerity Partners LLC,240292,2025-09-30,-371
FLPUTNAM INVESTMENT MANAGEMENT CO,239770,2025-09-30,7632
APG Asset Management N.V.,239700,2025-09-30,1800
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,236107,2025-09-30,-217140
"Chevy Chase Trust Holdings, LLC",235370,2025-09-30,-3790
STATE OF WISCONSIN INVESTMENT BOARD,229257,2025-09-30,15985
Maestria Partners LLC,228967,2025-09-30,35000
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",226850,2025-09-30,-79737
Knott David M Jr,225000,2025-09-30,0
NOMURA HOLDINGS INC,222875,2025-09-30,267
RENAISSANCE GROUP LLC,219029,2025-09-30,5888
Main Street Research LLC,217067,2025-09-30,217067
Zurcher Kantonalbank (Zurich Cantonalbank),215935,2025-09-30,10661
TORONTO DOMINION BANK,214878,2025-09-30,-9347
TRUIST FINANCIAL CORP,212561,2025-09-30,2495
CIBC WORLD MARKET INC.,211434,2025-09-30,21305
FIRST TRUST ADVISORS LP,210759,2025-09-30,-28405
STEPHENS INC /AR/,205233,2025-09-30,18828
"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",202518,2025-09-30,-5735
"EverSource Wealth Advisors, LLC",200767,2025-09-30,200029
FACTORY MUTUAL INSURANCE CO,199400,2025-09-30,0
Janney Montgomery Scott LLC,195992,2025-09-30,7799
"Capital International, Inc./CA/",194643,2025-09-30,39491
LOS ANGELES CAPITAL MANAGEMENT LLC,193701,2025-09-30,178856
Pictet Asset Management Holding SA,192996,2025-09-30,14468
"NATIXIS ADVISORS, L.P.",190212,2025-09-30,4930
Universal- Beteiligungs- und Servicegesellschaft mbH,188961,2025-09-30,12481
"Northern Right Capital Management, L.P.",186204,2025-09-30,13213
Treasurer of the State of North Carolina,185364,2025-09-30,-7225
DANSKE BANK A/S,185190,2025-09-30,6000
MACKENZIE FINANCIAL CORP,185004,2025-09-30,-2776
Border to Coast Pensions Partnership Ltd,185000,2025-09-30,15000
Aquatic Capital Management LLC,182845,2025-09-30,13482
Mitsubishi UFJ Trust & Banking Corp,180502,2025-09-30,11049
"Asset Management One Co., Ltd.",178868,2025-09-30,6727
TD ASSET MANAGEMENT INC,178628,2025-09-30,-187233
"Summit Trail Advisors, LLC",174122,2025-09-30,8108
"Aureus Asset Management, LLC",173445,2025-09-30,22137
"TWO SIGMA INVESTMENTS, LP",167486,2025-09-30,-525912
Sterling Capital Management LLC,166679,2025-09-30,-674
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,166440,2025-09-30,-3655
"PB INVESTMENT PARTNERS, L.P.",163726,2025-09-30,0
GATEWAY INVESTMENT ADVISERS LLC,162322,2025-09-30,162322
"Segment Wealth Management, LLC",161613,2025-09-30,1464
"State of Tennessee, Treasury Department",159588,2025-09-30,11753
KLP KAPITALFORVALTNING AS,156490,2025-09-30,12200
Skandinaviska Enskilda Banken AB (publ),156470,2025-09-30,-1023
"Rafferty Asset Management, LLC",155946,2025-09-30,2520
Mn Services Vermogensbeheer B.V.,151100,2025-09-30,1800
PICTON MAHONEY ASSET MANAGEMENT,148713,2025-09-30,-4270
Cercano Management LLC,147599,2025-09-30,-124450
RDST Capital LLC,147055,2025-09-30,-935
Korea Investment CORP,142823,2025-09-30,40600
Access Investment Management LLC,142812,2025-09-30,145
State of New Jersey Common Pension Fund D,139748,2025-09-30,6098
"ADVISOR GROUP HOLDINGS, INC.",139458,2025-09-30,23218
Handelsbanken Fonder AB,137709,2025-09-30,-1943
"Resona Asset Management Co.,Ltd.",136834,2025-09-30,5892
Lansforsakringar Fondforvaltning AB (publ),136260,2025-09-30,12468
AXA Investment Managers S.A.,135907,2025-09-30,135907
HRT FINANCIAL LP,133776,2025-09-30,-135496
JENNISON ASSOCIATES LLC,131022,2025-09-30,-278994
BAMCO INC /NY/,127330,2025-09-30,-500
Arizona State Retirement System,127324,2025-09-30,10582
"MetLife Investment Management, LLC",126964,2025-09-30,-489
FULTON BREAKEFIELD BROENNIMAN LLC,126914,2025-09-30,-372
STRS OHIO,125684,2025-09-30,-114392
STOCK YARDS BANK & TRUST CO,124708,2025-09-30,119710
STATE OF MICHIGAN RETIREMENT SYSTEM,124400,2025-09-30,1600
"Livforsakringsbolaget Skandia, Omsesidigt",124379,2025-09-30,3300
Quantinno Capital Management LP,123929,2025-09-30,39337
FRONTIER CAPITAL MANAGEMENT CO LLC,120732,2025-09-30,-135686
Mediolanum International Funds Ltd,119718,2025-09-30,-17149
"HighTower Advisors, LLC",119097,2025-09-30,12234
Liontrust Investment Partners LLP,116956,2025-09-30,45948
Czech National Bank,116868,2025-09-30,6511
"TCG Advisory Services, LLC",114875,2025-09-30,-16537
Incline Global Management LLC,113728,2025-09-30,35247
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,110499,2025-09-30,-229
"UMB Bank, n.a.",109672,2025-09-30,41142
SOL Capital Management CO,107536,2025-09-30,10393
MAI Capital Management,107342,2025-09-30,9942
ProShare Advisors LLC,105876,2025-09-30,5983
SEI INVESTMENTS CO,105277,2025-09-30,5602
PINNACLE FINANCIAL PARTNERS INC,102053,2025-09-30,-3655
JUPITER ASSET MANAGEMENT LTD,101478,2025-09-30,56048
CREDIT AGRICOLE S A,101294,2025-09-30,101294
PUBLIC SECTOR PENSION INVESTMENT BOARD,99228,2025-09-30,6316
Retirement Systems of Alabama,98159,2025-09-30,1280
SMITHBRIDGE ASSET MANAGEMENT INC/DE,97472,2025-09-30,-1188
BI Asset Management Fondsmaeglerselskab A/S,96805,2025-09-30,-44484
"Alyeska Investment Group, L.P.",95398,2025-09-30,-1247945
TB Capital Gestao de Recursos Ltda.,95253,2025-09-30,30025
Varma Mutual Pension Insurance Co,94401,2025-09-30,16900
AMALGAMATED BANK,93966,2025-09-30,1646
MOTCO,91695,2025-09-30,921
"COBALT CAPITAL MANAGEMENT, INC.",90000,2025-09-30,90000
"Nippon Life Global Investors Americas, Inc.",89270,2025-09-30,40360
VAN ECK ASSOCIATES CORP,88947,2025-09-30,54570
FORSTA AP-FONDEN,88400,2025-09-30,4700
Cetera Investment Advisers,88337,2025-09-30,14535
DekaBank Deutsche Girozentrale,88021,2025-09-30,0
"XPONANCE, INC.",87989,2025-09-30,-1222
IFM Investors Pty Ltd,86325,2025-09-30,6059
VOYA INVESTMENT MANAGEMENT LLC,85933,2025-09-30,-17178
CANADA PENSION PLAN INVESTMENT BOARD,85483,2025-09-30,-26777
"Mirae Asset Global Investments Co., Ltd.",85291,2025-09-30,12048
"Steamboat Capital Partners, LLC",83131,2025-09-30,-5118
Swedbank AB,80847,2025-09-30,716
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,80465,2025-09-30,16450
"Joel Isaacson & Co., LLC",79967,2025-09-30,15
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",78945,2025-09-30,6712
MILLENNIUM MANAGEMENT LLC,78614,2025-09-30,-221040
"PineBridge Investments, L.P.",76956,2025-09-30,39399
Temasek Holdings (Private) Ltd,76938,2025-09-30,76938
Overbrook Management Corp,76763,2025-09-30,-10058
COMERICA BANK,76348,2025-09-30,-478
"Sequoia Financial Advisors, LLC",74843,2025-09-30,58
"LAKEWOOD CAPITAL MANAGEMENT, LP",73197,2025-09-30,0
S&CO INC,72880,2025-09-30,0
Calamos Wealth Management LLC,71930,2025-09-30,71930
"Wellington Shields Capital Management, LLC",71731,2025-09-30,6810
Creative Planning,71096,2025-09-30,6082
Parkwood LLC,70112,2025-09-30,20600
Platform Technology Partners,69962,2025-09-30,891
CI INVESTMENTS INC.,69930,2025-09-30,-13839
"Jackson Hole Capital Partners, LLC",69699,2025-09-30,-1592
"NewEdge Wealth, LLC",69366,2025-09-30,1924
AQR CAPITAL MANAGEMENT LLC,68591,2025-09-30,12681
"Great Lakes Retirement, Inc.",68427,2025-09-30,722
Utah Retirement Systems,68128,2025-09-30,-12126
Daiwa Securities Group Inc.,67765,2025-09-30,4131
"Steward Partners Investment Advisory, LLC",67479,2025-09-30,-11818
"LEVIN CAPITAL STRATEGIES, L.P.",67072,2025-09-30,-2033
USS Investment Management Ltd,66955,2025-09-30,0
"PUNCH & ASSOCIATES INVESTMENT MANAGEMENT, INC.",66756,2025-09-30,66756
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,66513,2025-09-30,-420
Police & Firemen's Retirement System of New Jersey,66367,2025-09-30,3669
AM INVESTMENT STRATEGIES LLC,66210,2025-09-30,241
CIBC Asset Management Inc,66172,2025-09-30,1039
"Northside Capital Management, LLC",66145,2025-09-30,0
ArrowMark Colorado Holdings LLC,65954,2025-09-30,-48701
"IEQ CAPITAL, LLC",64479,2025-09-30,18063
"BEACON INVESTMENT ADVISORY SERVICES, INC.",64382,2025-09-30,8224
OPPENHEIMER & CO INC,62919,2025-09-30,3234
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,62791,2025-09-30,-49
"MARSHALL WACE, LLP",61409,2025-09-30,-333611
Woodline Partners LP,60806,2025-09-30,11977
"ExodusPoint Capital Management, LP",59891,2025-09-30,59891
MERCER GLOBAL ADVISORS INC /ADV,59684,2025-09-30,564
"PNC FINANCIAL SERVICES GROUP, INC.",59509,2025-09-30,292
MACQUARIE GROUP LTD,59163,2025-09-30,-778
Elo Mutual Pension Insurance Co,56309,2025-09-30,13475
Kranot Hishtalmut Le Morim Ve Gananot Havera Menahelet LTD,55650,2025-09-30,0
BANK OF NOVA SCOTIA,54618,2025-09-30,10341
"Hilton Capital Management, LLC",54323,2025-09-30,-3198
"YOUSIF CAPITAL MANAGEMENT, LLC",54277,2025-09-30,-2945
Verdence Capital Advisors LLC,54051,2025-09-30,5334
"NISA INVESTMENT ADVISORS, LLC",53836,2025-09-30,1676
BLAIR WILLIAM & CO/IL,53245,2025-09-30,38649
"HANTZ FINANCIAL SERVICES, INC.",52947,2025-09-30,-1815
"Colony Group, LLC",52798,2025-09-30,1015
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,52636,2025-09-30,13612
NEOS Investment Management LLC,52506,2025-09-30,17204
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,52320,2025-09-30,-1823
"Sumitomo Mitsui DS Asset Management Company, Ltd",52179,2025-09-30,3336
GUGGENHEIM CAPITAL LLC,51019,2025-09-30,5494
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,50099,2025-09-30,597
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,49879,2025-09-30,-1898
Ethic Inc.,49527,2025-09-30,-6435
"State of Alaska, Department of Revenue",49512,2025-09-30,-1323
Kapitalo Investimentos Ltda,47951,2025-09-30,47951
"Pathstone Holdings, LLC",47611,2025-09-30,11020
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,47402,2025-09-30,3880
US BANCORP \DE\,47380,2025-09-30,-838
"COMMONWEALTH EQUITY SERVICES, LLC",46587,2025-09-30,-9170
"Knollwood Investment Advisory, LLC",46536,2025-09-30,-75
ROTHSCHILD INVESTMENT LLC,45928,2025-09-30,-428
"Guardian Wealth Management, Inc.",45159,2025-09-30,1631
"Pacer Advisors, Inc.",44843,2025-09-30,-4164
Chicago Partners Investment Group LLC,44101,2025-09-30,1839
Wealthfront Advisers LLC,43973,2025-09-30,4904
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,43959,2025-09-30,-1846
"Advisory Services Network, LLC",43651,2025-09-30,-692
Diversified Trust Co,42238,2025-09-30,40702
"EAGLE ROCK INVESTMENT COMPANY, LLC",41367,2025-09-30,325
SPINNAKER TRUST,41332,2025-09-30,3663
"Cambridge Investment Research Advisors, Inc.",41000,2025-09-30,4661
Stelac Advisory Services LLC,40892,2025-09-30,854
"MOORE CAPITAL MANAGEMENT, LP",40500,2025-09-30,22000
UniSuper Management Pty Ltd,40324,2025-09-30,7580
"Clark Capital Management Group, Inc.",40136,2025-09-30,11905
