holder,shares,dateReported,change
VANGUARD GROUP INC,30265817,2025-09-30,192288
"BlackRock, Inc.",19427995,2025-09-30,-1099524
MORGAN STANLEY,12948719,2025-09-30,-608656
STATE STREET CORP,10951409,2025-09-30,43285
GENERATION INVESTMENT MANAGEMENT LLP,8358112,2025-09-30,-661551
"Select Equity Group, L.P.",7644739,2025-09-30,-999847
"GEODE CAPITAL MANAGEMENT, LLC",6254002,2025-09-30,45625
VICTORY CAPITAL MANAGEMENT INC,5125866,2025-09-30,-422693
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,5014686,2025-09-30,4537974
UBS ASSET MANAGEMENT AMERICAS INC,4737439,2025-09-30,-865154
KING LUTHER CAPITAL MANAGEMENT CORP,4174268,2025-09-30,-41269
Invesco Ltd.,4156972,2025-09-30,67671
PRIMECAP MANAGEMENT CO/CA/,4089601,2025-09-30,-142940
FIL Ltd,3637529,2025-09-30,-532129
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,3542608,2025-09-30,3542608
"Sumitomo Mitsui Trust Holdings, Inc.",3455001,2025-09-30,-161415
Contour Asset Management LLC,3099003,2025-09-30,-690046
Boston Partners,2963035,2025-09-30,-1207144
WELLINGTON MANAGEMENT GROUP LLP,2743757,2025-09-30,2721305
NORTHERN TRUST CORP,2562424,2025-09-30,-331462
DIMENSIONAL FUND ADVISORS LP,2362112,2025-09-30,1723
THRIVENT FINANCIAL FOR LUTHERANS,2263736,2025-09-30,-489415
Legal & General Group Plc,2190303,2025-09-30,-25299
HSBC HOLDINGS PLC,2128804,2025-09-30,1227300
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2092915,2025-09-30,-6444
DEUTSCHE BANK AG\,1913891,2025-09-30,204923
Impax Asset Management Group plc,1910478,2025-09-30,-213818
"JANA Partners Management, LP",1881399,2025-09-30,-1727498
JPMORGAN CHASE & CO,1810174,2025-09-30,-126265
LAZARD ASSET MANAGEMENT LLC,1795638,2025-09-30,-110235
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,1722441,2025-09-30,2309
Saturna Capital CORP,1688938,2025-09-30,-1624
RAYMOND JAMES FINANCIAL INC,1646161,2025-09-30,362402
UBS Group AG,1590549,2025-09-30,323696
"Nuveen, LLC",1551632,2025-09-30,-298386
ArrowMark Colorado Holdings LLC,1550758,2025-09-30,42929
Bank of New York Mellon Corp,1518034,2025-09-30,-191324
BANK OF AMERICA CORP /DE/,1453768,2025-09-30,32295
Amundi,1323943,2025-09-30,152187
Altshuler Shaham Ltd,1260000,2025-09-30,1260000
"Nikko Asset Management Americas, Inc.",1166717,2025-09-30,-135530
AXA Investment Managers S.A.,1067661,2025-09-30,1067661
WELLS FARGO & COMPANY/MN,1018004,2025-09-30,611775
ARK Investment Management LLC,918438,2025-09-30,111450
Candriam S.C.A.,886977,2025-09-30,17073
GOLDMAN SACHS GROUP INC,863920,2025-09-30,441661
AQR CAPITAL MANAGEMENT LLC,863823,2025-09-30,-508956
BARCLAYS PLC,839625,2025-09-30,124772
CITADEL ADVISORS LLC,727426,2025-09-30,-363210
No Street GP LP,725000,2025-09-30,0
"TimesSquare Capital Management, LLC",724985,2025-09-30,-33070
"ADAGE CAPITAL PARTNERS GP, L.L.C.",721634,2025-09-30,59112
AMERIPRISE FINANCIAL INC,701525,2025-09-30,-292850
Swiss National Bank,687700,2025-09-30,-56300
FMR LLC,578087,2025-09-30,9751
Vontobel Holding Ltd.,549589,2025-09-30,6065
FIRST TRUST ADVISORS LP,545508,2025-09-30,-106894
Tredje AP-fonden,526082,2025-09-30,151167
RHUMBLINE ADVISERS,491372,2025-09-30,-7146
