holder,shares,dateReported,change
"BlackRock, Inc.",3977588,2025-09-30,96388
VANGUARD GROUP INC,3684559,2025-09-30,-87859
FMR LLC,1892021,2025-09-30,321531
Capital World Investors,1799310,2025-09-30,-427843
Invesco Ltd.,1064560,2025-09-30,73727
STATE STREET CORP,1053556,2025-09-30,-20221
"GEODE CAPITAL MANAGEMENT, LLC",853468,2025-09-30,31571
AQR CAPITAL MANAGEMENT LLC,835560,2025-09-30,53125
WESTFIELD CAPITAL MANAGEMENT CO LP,833195,2025-09-30,-103217
JPMORGAN CHASE & CO,734519,2025-09-30,197613
FIRST TRUST ADVISORS LP,513257,2025-09-30,117892
BAILLIE GIFFORD & CO,412784,2025-09-30,-19758
"FULLER & THALER ASSET MANAGEMENT, INC.",370623,2025-09-30,-162508
MILLENNIUM MANAGEMENT LLC,358685,2025-09-30,203136
MORGAN STANLEY,345660,2025-09-30,13590
AMF Tjanstepension AB,324974,2025-09-30,324974
"FEDERATED HERMES, INC.",324279,2025-09-30,26335
NORTHERN TRUST CORP,309323,2025-09-30,-26537
DIMENSIONAL FUND ADVISORS LP,304671,2025-09-30,-20912
Castle Hook Partners LP,278932,2025-09-30,278932
GOLDMAN SACHS GROUP INC,275470,2025-09-30,23356
"LORD, ABBETT & CO. LLC",273747,2025-09-30,141407
"JACOBS LEVY EQUITY MANAGEMENT, INC",272441,2025-09-30,-28113
Bank of New York Mellon Corp,271377,2025-09-30,-4747
Hood River Capital Management LLC,241191,2025-09-30,-2194
ROYAL LONDON ASSET MANAGEMENT LTD,240548,2025-09-30,-101497
DEUTSCHE BANK AG\,238412,2025-09-30,24659
Artisan Partners Limited Partnership,234223,2025-09-30,20592
VOYA INVESTMENT MANAGEMENT LLC,217122,2025-09-30,-79671
Qube Research & Technologies Ltd,216715,2025-09-30,116578
ALLIANCEBERNSTEIN L.P.,211153,2025-09-30,-60230
"Clearbridge Investments, LLC",208191,2025-09-30,-1715
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,207729,2025-09-30,-94461
PRICE T ROWE ASSOCIATES INC /MD/,200832,2025-09-30,10839
Third Point LLC,200000,2025-09-30,15000
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",190203,2025-09-30,40596
"D. E. Shaw & Co., Inc.",187594,2025-09-30,-7408
"GW&K Investment Management, LLC",174817,2025-09-30,-28248
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",166522,2025-09-30,18210
PRINCIPAL FINANCIAL GROUP INC,160698,2025-09-30,-12686
"Evercore Wealth Management, LLC",159280,2025-09-30,610
COMERICA BANK,158406,2025-09-30,7127
"Nuveen, LLC",154840,2025-09-30,-58951
Capital Research Global Investors,152607,2025-09-30,-23053
Zurcher Kantonalbank (Zurich Cantonalbank),152141,2025-09-30,27752
FRANKLIN RESOURCES INC,150130,2025-09-30,-40607
LAZARD ASSET MANAGEMENT LLC,145471,2025-09-30,14142
AMERIPRISE FINANCIAL INC,144262,2025-09-30,-35159
Capital International Investors,140428,2025-09-30,-66514
BANK OF AMERICA CORP /DE/,133121,2025-09-30,-47993
UBS Group AG,127129,2025-09-30,26268
"Bain Capital Public Equity Management II, LLC",121581,2025-09-30,121581
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,120933,2025-09-30,-58091
EULAV Asset Management,120608,2025-09-30,-12002
Handelsbanken Fonder AB,114458,2025-09-30,-20679
UBS ASSET MANAGEMENT AMERICAS INC,113657,2025-09-30,-63571
AMERICAN CENTURY COMPANIES INC,106328,2025-09-30,7293
"Russell Investments Group, Ltd.",105999,2025-09-30,-19730
RAYMOND JAMES FINANCIAL INC,101343,2025-09-30,-7960
RHUMBLINE ADVISERS,96663,2025-09-30,-1732
CONGRESS ASSET MANAGEMENT CO /MA,95877,2025-09-30,-15568
"Blue Grotto Capital, LLC",95607,2025-09-30,-38210
ROYAL BANK OF CANADA,95425,2025-09-30,21452
Artemis Investment Management LLP,93331,2025-09-30,-131999
"Granahan Investment Management, LLC",92772,2025-09-30,24160
"JANE STREET GROUP, LLC",86501,2025-09-30,54322
JANUS HENDERSON GROUP PLC,86181,2025-09-30,-17306
VICTORY CAPITAL MANAGEMENT INC,85870,2025-09-30,-12260
ENVESTNET ASSET MANAGEMENT INC,85830,2025-09-30,4765
"WCM INVESTMENT MANAGEMENT, LLC",80823,2025-09-30,31231
Allianz Asset Management GmbH,77673,2025-09-30,-16222
Retirement Systems of Alabama,77369,2025-09-30,-456
CITADEL ADVISORS LLC,69204,2025-09-30,4881
