date,symbol,calendarYear,period,growthCashAndCashEquivalents,growthShortTermInvestments,growthCashAndShortTermInvestments,growthNetReceivables,growthInventory,growthOtherCurrentAssets,growthTotalCurrentAssets,growthPropertyPlantEquipmentNet,growthGoodwill,growthIntangibleAssets,growthGoodwillAndIntangibleAssets,growthLongTermInvestments,growthTaxAssets,growthOtherNonCurrentAssets,growthTotalNonCurrentAssets,growthOtherAssets,growthTotalAssets,growthAccountPayables,growthShortTermDebt,growthTaxPayables,growthDeferredRevenue,growthOtherCurrentLiabilities,growthTotalCurrentLiabilities,growthLongTermDebt,growthDeferredRevenueNonCurrent,growthDeferrredTaxLiabilitiesNonCurrent,growthOtherNonCurrentLiabilities,growthTotalNonCurrentLiabilities,growthOtherLiabilities,growthTotalLiabilities,growthCommonStock,growthRetainedEarnings,growthAccumulatedOtherComprehensiveIncomeLoss,growthOthertotalStockholdersEquity,growthTotalStockholdersEquity,growthTotalLiabilitiesAndStockholdersEquity,growthTotalInvestments,growthTotalDebt,growthNetDebt
2024-12-31,PAYC,2024,FY,0.3673469387755102,0,0.3673469387755102,0.46839080459770116,0,0.5562234216552175,0.5301059216606242,0.12237762237762238,0,-0.07784431137724551,-0.03823529411764706,0,0,0.14772567244050133,0.12354598656166461,0,0.3960452650387135,0.7194244604316546,0,0,0.3157894736842105,0.5745457669344101,0.5413872011362739,0,0.06406685236768803,0.04102920723226704,-0.03481624758220503,0.04806890803000834,0,0.4800483675937122,0,0.28401360544217685,0.4,0,0.20943975441289334,0.3960452650387135,0,0.09881422924901186,-0.4607977991746905
2023-12-31,PAYC,2023,FY,-0.26633893145010357,0,-0.26633893145010357,0.2242313375079153,-0.12881144990665838,0.06360354412741323,0.017809311432139534,0.4213016339999205,0.00021199098074736457,-0.07251420848991984,-0.036881763072913715,0,0,0.1271661161262058,0.21589225021324893,0,0.07558898586628668,-0.13417216892986172,0,0,0.15006305170239598,0.054533529373929315,0.06628546379379034,-1,0.10358537160188952,0.01961952167223274,-0.3129111568875008,0.04967203217555393,0,0.06419118896020672,-0.04,0.22810300693084526,0.7299486902511477,0,0.1018030503793737,0.07558898586628668,0,1.6172413793103448,0.4132838350415624
2022-12-31,PAYC,2022,FY,0.4415889027189202,0,0.4415889027189202,0.09740184534609891,0.4208664898320071,0.19552674391942587,0.22740912897562118,0.15330144747286883,0,-0.06912180326738816,-0.0364911706105516,0,0,0.2493866971285328,0.18194655422502382,0,0.21379066885008297,1.7813582813582813,-1,0,0.21797628555630644,0.1955693059521611,0.19424490431619615,0.0591672753834916,0.14612033024463,-0.03072767758961953,0.030922891434208365,0.03579229112352388,0,0.17165058965784466,0.0032102728731942215,0.30733448451744744,0,0,0.3232499434942275,0.21379066885008297,0,-0.005316412279197393,-0.4939535332344679
2021-12-31,PAYC,2021,FY,0.8322984641750708,0,0.8322984641750708,0.32313429023854523,-0.01737619461337967,0.14870815671860638,0.20778288162908498,0.22346065115104938,0,180.90595611285266,1.1053669935642048,0,0,0.2423271845688761,0.29570554293178997,0,0.2328425959158131,-0.1495506114630912,0,0,0.19974939190683275,0.14445606863118177,0.158542051070121,-0.05972045743329098,0.16230087770785842,0.2922432014778238,2.789025593105954,0.4131762857594167,0,0.18909381852603305,0.008090614886731391,0.2723107644461861,0,0,0.36311071726534105,0.2328425959158131,0,-0.05628924710299735,-1.0595202622169249
2020-12-31,PAYC,2020,FY,0.13498470078628233,0,0.13498470078628233,0.46996546027932123,-0.006044905008635579,-0.020523623548902654,-0.0034712201378868045,0.19609323235118972,0,-0.40037593984962405,-0.004063257091623586,0,0,0.24706117307278705,0.20702578850535142,0,0.04865260883254246,0.34369431795684025,0,0,0.22170193606483565,-0.029639555009748745,-0.020240407591122323,-0.05635491606714628,0.12465650378421529,0.23439709703235143,-0.014831483659796451,0.13286452867237034,0,-0.0040912334864910225,0.008156606851549755,0.24897859297494124,0,0,0.24498317598000866,0.04865260883254246,0,-0.05328961480709711,-0.19579547479066453
2019-12-31,PAYC,2019,FY,1.9237280720941423,0,1.9237280720941423,0.80558568329718,0.45294855708908405,0.7041591190272293,0.7575252061294995,0.34750963483685765,0,-0.2859060402684564,-0.004046813846563058,0,0,0.42933054613803645,0.3466250021867292,0,0.6340590804020695,-0.1967239185750636,0,0,0.2366369710467706,0.718123926029178,0.7046298078512115,-0.05384190838290305,0.17007059330710783,0.2992764151212147,0,0.3045977374109571,0,0.6512243792606469,0.009884678747940691,0.45647261053110544,0,0,0.5731838101525603,0.6340590804020695,0,-0.05106283986158364,-7.9181745961691234
2018-12-31,PAYC,2018,FY,-0.007791305857586214,0,-0.007791305857586214,-0.1446132436507016,-0.18590398365679264,-0.10087002197912522,-0.09491313607052833,0.19807724856978437,0,-0.22233820459290188,-0.004030503150604575,0,-1,0.3392461197339246,0.2231533167679934,0,0.12305669276928843,-0.031124807395993836,0.9988738738738738,0,0.28616442280148957,-0.11147070191819508,-0.09776766606557723,-0.05230429476375893,0.2470543434433941,0.4290134136660628,-1,0.9908428589373194,0,-0.026717507185828056,0.009983361064891847,0.5301808335750895,0,0,0.19024558484179388,-0.018199669964867646,0,-0.02586255736218911,-0.051415313225058004
2017-12-31,PAYC,2017,FY,-0.23406695701319857,0,-0.23406695701319857,3.245691777449532,0.45037037037037037,0.29986810277729875,0.27083686714211475,0.5251218404097142,0,-0.4879743452699091,-0.016982886904761903,0,1.7290803645401822,138.93991769547324,1.4431353329412533,0,0.25639501841717094,0.7366871822317367,-0.20215633423180593,0,0.3349904397705545,0.269104124235066,0.2683942711821416,0.1986346696388144,0.2946840288854732,2.4248136654969406,0,0.25981136852766173,0,0.2678305265849415,0.02735042735042735,2.6697280263456733,0,0,1.4135779690543822,0.4371586472627346,0,0.18367757510729613,0.6447880266367773
2016-12-31,PAYC,2016,FY,0.18622076744094332,0,0.18622076744094332,-0.7767395844783995,-0.38243366880146384,0.23186494101503796,0.21605149131957674,0.6454517652655544,0,-0.4629735935706085,-0.029129720260776912,0,0,-0.0552099533437014,0.3247400815464391,0,0.2302078188995327,-0.237191263523168,0.2562076749435666,0,0.40365002683843265,0.23186494101503796,0.23553538391332915,0.15509333762471839,0.36234689845910706,-54.79251170046802,0,0.24088365243004417,0,0.23588525535705798,0.024518388791593695,1.6476247745039085,0,0,0.18525337184938057,0.23037340801113323,0,0.15857353740968066,-0.21472048694537882
2015-12-31,PAYC,2015,FY,1.0169424117085586,0,1.0169424117085586,1.4395280235988202,4.605128205128205,0.054128437590781446,0.09999306306254227,0.2282810576180638,0,-0.3163265306122449,-0.02828814600333421,0,0,0.993798449612403,0.09443954940359454,0,0.0974175847558396,0.6104536489151874,0.03625730994152047,0,0.46982248520710057,0.05472048589296609,0.07183855550906637,-0.04850132067526701,0.5063682894893465,-0.793691663984551,0,0.1062956204379562,0,0.07402690934376742,0.06133828996282528,3.6985696627229383,0,0,0.3260945803771345,0.09925805363531148,0,-0.04581510860701312,-14.616139585605234
