holder,shares,dateReported,change
VANGUARD GROUP INC,67569606,2025-09-30,-109503
"BlackRock, Inc.",50460882,2025-09-30,-1383058
WELLINGTON MANAGEMENT GROUP LLP,25931699,2025-09-30,420731
Capital International Investors,23376387,2025-09-30,-456058
STATE STREET CORP,22889002,2025-09-30,-113118
"GEODE CAPITAL MANAGEMENT, LLC",15689057,2025-09-30,321282
Capital World Investors,14821007,2025-09-30,-3379803
Invesco Ltd.,14726792,2025-09-30,-352521
ALLIANCEBERNSTEIN L.P.,13124496,2025-09-30,-789110
"Select Equity Group, L.P.",12134768,2025-09-30,-578641
MORGAN STANLEY,9125205,2025-09-30,824732
STIFEL FINANCIAL CORP,7851800,2025-09-30,-225453
BANK OF AMERICA CORP /DE/,6747281,2025-09-30,2439307
WELLS FARGO & COMPANY/MN,5893698,2025-09-30,-142097
NORTHERN TRUST CORP,5699603,2025-09-30,-8718
FRANKLIN RESOURCES INC,5619107,2025-09-30,174641
DIMENSIONAL FUND ADVISORS LP,5294288,2025-09-30,-337428
Veritas Investment Partners (UK) Ltd.,5285477,2025-09-30,-81854
JPMORGAN CHASE & CO,5231965,2025-09-30,-2931050
RAYMOND JAMES FINANCIAL INC,4842373,2025-09-30,-49140
UBS ASSET MANAGEMENT AMERICAS INC,4794323,2025-09-30,-744502
ENVESTNET ASSET MANAGEMENT INC,4629713,2025-09-30,60035
VICTORY CAPITAL MANAGEMENT INC,4508661,2025-09-30,3958205
APG Asset Management N.V.,4329556,2025-09-30,3614097
Legal & General Group Plc,4109406,2025-09-30,-17742
ROYAL BANK OF CANADA,3796202,2025-09-30,690418
"MARSHALL WACE, LLP",3710290,2025-09-30,598979
"Clearbridge Investments, LLC",3692179,2025-09-30,167888
Amundi,3583485,2025-09-30,258697
Bank of New York Mellon Corp,3489460,2025-09-30,-54662
PRICE T ROWE ASSOCIATES INC /MD/,3451174,2025-09-30,-8443406
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3351684,2025-09-30,35896
PROVIDENT TRUST CO,3351514,2025-09-30,4315
AMERICAN CENTURY COMPANIES INC,3052936,2025-09-30,-225621
GOLDMAN SACHS GROUP INC,2937380,2025-09-30,646401
"D. E. Shaw & Co., Inc.",2892583,2025-09-30,2435961
Neuberger Berman Group LLC,2682998,2025-09-30,-113932
Alecta Tjanstepension Omsesidigt,2602500,2025-09-30,-531900
MACQUARIE GROUP LTD,2473855,2025-09-30,-150228
"Holocene Advisors, LP",2421674,2025-09-30,2143627
UBS Group AG,2397830,2025-09-30,-549997
KING LUTHER CAPITAL MANAGEMENT CORP,2350945,2025-09-30,10128
DEUTSCHE BANK AG\,2159040,2025-09-30,182556
"Douglass Winthrop Advisors, LLC",1638932,2025-09-30,4696
Swiss National Bank,1528400,2025-09-30,-79700
HSBC HOLDINGS PLC,1464772,2025-09-30,-1140604
"Nuveen, LLC",1358579,2025-09-30,-16820
"TimesSquare Capital Management, LLC",1283150,2025-09-30,-77645
"Sumitomo Mitsui Trust Holdings, Inc.",1253683,2025-09-30,3213
LPL Financial LLC,1218151,2025-09-30,65512
RHUMBLINE ADVISERS,1148183,2025-09-30,-80659
Swedbank AB,1092687,2025-09-30,242812
BARCLAYS PLC,1082517,2025-09-30,-390981
CONGRESS ASSET MANAGEMENT CO /MA,1079186,2025-09-30,54716
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,1078638,2025-09-30,143502
Stephens Investment Management Group LLC,1065899,2025-09-30,-12393
FMR LLC,1062945,2025-09-30,-1816
"FEDERATED HERMES, INC.",1058837,2025-09-30,54663
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",1057385,2025-09-30,57961
"CIBC Private Wealth Group, LLC",1029700,2025-09-30,-16957
BENJAMIN EDWARDS INC,1025318,2025-09-30,-11945
PRINCIPAL FINANCIAL GROUP INC,1017605,2025-09-30,-37388
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",1001642,2025-09-30,799323
MONTRUSCO BOLTON INVESTMENTS INC.,1000530,2025-09-30,69498
FRONTIER CAPITAL MANAGEMENT CO LLC,972791,2025-09-30,369449
BI Asset Management Fondsmaeglerselskab A/S,971595,2025-09-30,932043
"Baird Financial Group, Inc.",955076,2025-09-30,22060
CITIGROUP INC,954238,2025-09-30,-793920
AXA Investment Managers S.A.,926430,2025-09-30,926430
Candlestick Capital Management LP,919039,2025-09-30,919039
"CI Private Wealth, LLC",852822,2025-09-30,10491
"NewEdge Advisors, LLC",850654,2025-09-30,1815
National Pension Service,849408,2025-09-30,17770
DAVIS R M INC,840511,2025-09-30,7332
VOYA INVESTMENT MANAGEMENT LLC,840311,2025-09-30,-207186
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,836012,2025-09-30,-2627
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,808501,2025-09-30,-4317
FIRST TRUST ADVISORS LP,762803,2025-09-30,-77422
"BNP PARIBAS ARBITRAGE, SNC",701222,2025-09-30,-417735
Man Group plc,683348,2025-09-30,-224428
DEARBORN PARTNERS LLC,682517,2025-09-30,-19367
CLIFFORD SWAN INVESTMENT COUNSEL LLC,655245,2025-09-30,-14145
Willis Investment Counsel,644903,2025-09-30,1258
Pictet Asset Management Holding SA,644089,2025-09-30,71562
GREAT WEST LIFE ASSURANCE CO /CAN/,640798,2025-09-30,13327
BALYASNY ASSET MANAGEMENT L.P.,633615,2025-09-30,633615
AMERIPRISE FINANCIAL INC,604841,2025-09-30,76445
Vontobel Holding Ltd.,568449,2025-09-30,-2817
JONES FINANCIAL COMPANIES LLLP,564921,2025-09-30,59151
"Norinchukin Bank, The",563458,2025-09-30,-47645
Cerity Partners LLC,540264,2025-09-30,10040
"ADVISOR GROUP HOLDINGS, INC.",523646,2025-09-30,420969
NOMURA ASSET MANAGEMENT CO LTD,504375,2025-09-30,-414993
Lansforsakringar Fondforvaltning AB (publ),496084,2025-09-30,-17954
WEDGEWOOD PARTNERS INC,489910,2025-09-30,17144
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,487180,2025-09-30,-4711
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,485617,2025-09-30,-23324
WELCH & FORBES LLC,483759,2025-09-30,-4429
abrdn plc,473412,2025-09-30,16055
KEYBANK NATIONAL ASSOCIATION/OH,472613,2025-09-30,-34934
AVIVA PLC,448307,2025-09-30,50333
CITADEL ADVISORS LLC,443075,2025-09-30,-1954422
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,433281,2025-09-30,-7329
Assenagon Asset Management S.A.,431438,2025-09-30,400706
"Capital International, Inc./CA/",420604,2025-09-30,52302
Allianz Asset Management GmbH,407440,2025-09-30,-410985
Quantinno Capital Management LP,403134,2025-09-30,59210
Universal- Beteiligungs- und Servicegesellschaft mbH,400407,2025-09-30,25058
SCHWARTZ INVESTMENT COUNSEL INC,397500,2025-09-30,0
TRUIST FINANCIAL CORP,386387,2025-09-30,-8567
"Russell Investments Group, Ltd.",383979,2025-09-30,-516895
ROYAL LONDON ASSET MANAGEMENT LTD,375834,2025-09-30,9948
"SG Americas Securities, LLC",372104,2025-09-30,-152022
BANK OF MONTREAL /CAN/,366768,2025-09-30,-384159
"NATIXIS ADVISORS, L.P.",365903,2025-09-30,9441
"Toroso Investments, LLC",360174,2025-09-30,289949
PATTEN & PATTEN INC/TN,358610,2025-09-30,-2004
Squarepoint Ops LLC,358388,2025-09-30,-1868005
"Empowered Funds, LLC",357151,2025-09-30,-9823
Zurcher Kantonalbank (Zurich Cantonalbank),351220,2025-09-30,-21633
STATE OF WISCONSIN INVESTMENT BOARD,340088,2025-09-30,39227
"Glenmede Investment Management, LP",325420,2025-09-30,-21655
ARGENT CAPITAL MANAGEMENT LLC,306352,2025-09-30,-142271
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",306001,2025-09-30,-181
Illinois Municipal Retirement Fund,300205,2025-09-30,42118
FORSTA AP-FONDEN,298400,2025-09-30,60200
PRUDENTIAL FINANCIAL INC,292830,2025-09-30,-3380
"HighTower Advisors, LLC",289610,2025-09-30,24312
NEW YORK STATE COMMON RETIREMENT FUND,289542,2025-09-30,-17151
Running Oak Capital LLC,286768,2025-09-30,-17645
BNP Paribas Asset Management Holding S.A.,286411,2025-09-30,-21326
"ADAGE CAPITAL PARTNERS GP, L.L.C.",286400,2025-09-30,22000
Mitsubishi UFJ Trust & Banking Corp,282910,2025-09-30,-7372
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,280141,2025-09-30,7682
"Chevy Chase Trust Holdings, LLC",275390,2025-09-30,-9626
THOMAS STORY & SON LLC,266834,2025-09-30,-6491
"JGP Wealth Management, LLC",266332,2025-09-30,2745
TD ASSET MANAGEMENT INC,262976,2025-09-30,-10809
"HFR Wealth Management, LLC",261406,2025-09-30,93
"COMMONWEALTH EQUITY SERVICES, LLC",256666,2025-09-30,-9354
PRUDENTIAL PLC,251889,2025-09-30,-6213
SPEECE THORSON CAPITAL GROUP INC,251866,2025-09-30,-2923
CANADA PENSION PLAN INVESTMENT BOARD,242523,2025-09-30,-452138
"GAMCO INVESTORS, INC. ET AL",242400,2025-09-30,-2000
Treasurer of the State of North Carolina,239015,2025-09-30,-9313
SHEETS SMITH WEALTH MANAGEMENT,238653,2025-09-30,-5842
