holder,shares,dateReported,change
VANGUARD GROUP INC,17121198,2025-09-30,867837
Independent Franchise Partners LLP,12899240,2025-09-30,2758174
"BlackRock, Inc.",10232690,2025-09-30,586140
"TRIAN FUND MANAGEMENT, L.P.",8462819,2025-09-30,0
STATE STREET CORP,6220271,2025-09-30,112261
DAVIS SELECTED ADVISERS,5517611,2025-09-30,24950
Boston Partners,4630300,2025-09-30,959543
"GEODE CAPITAL MANAGEMENT, LLC",3825420,2025-09-30,261628
Invesco Ltd.,2833774,2025-09-30,168515
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,2069279,2025-09-30,0
"Madison Avenue Partners, LP",1988376,2025-09-30,-255968
FMR LLC,1908965,2025-09-30,528032
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,1776048,2025-09-30,-27996
NORTHERN TRUST CORP,1596490,2025-09-30,56146
CITADEL ADVISORS LLC,1555643,2025-09-30,803417
MORGAN STANLEY,1467752,2025-09-30,139657
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1399205,2025-09-30,145595
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1173791,2025-09-30,-146009
BANK OF AMERICA CORP /DE/,1057919,2025-09-30,133968
Assenagon Asset Management S.A.,928830,2025-09-30,349463
Bank of New York Mellon Corp,866077,2025-09-30,8599
DIAMOND HILL CAPITAL MANAGEMENT INC,836106,2025-09-30,115145
UBS ASSET MANAGEMENT AMERICAS INC,775152,2025-09-30,-286498
NORDEA INVESTMENT MANAGEMENT AB,758847,2025-09-30,25987
ROYAL BANK OF CANADA,729664,2025-09-30,-95626
RAYMOND JAMES FINANCIAL INC,702411,2025-09-30,378024
"NUANCE INVESTMENTS, LLC",696967,2025-09-30,-186425
JPMORGAN CHASE & CO,686397,2025-09-30,61507
MILLENNIUM MANAGEMENT LLC,677851,2025-09-30,76507
DEUTSCHE BANK AG\,639664,2025-09-30,-27007
ANCHOR CAPITAL ADVISORS LLC,597911,2025-09-30,-13376
UBS Group AG,593436,2025-09-30,-21440
BALYASNY ASSET MANAGEMENT L.P.,580722,2025-09-30,580722
JENNISON ASSOCIATES LLC,558537,2025-09-30,517983
DIMENSIONAL FUND ADVISORS LP,544285,2025-09-30,18516
Legal & General Group Plc,532498,2025-09-30,4101
QVIDTVM Management LLC,496687,2025-09-30,-16702
Amundi,459790,2025-09-30,206834
Swiss National Bank,448909,2025-09-30,3800
PZENA INVESTMENT MANAGEMENT LLC,434264,2025-09-30,434264
US BANCORP \DE\,425140,2025-09-30,-25962
"Nuveen, LLC",414771,2025-09-30,12281
GOLDMAN SACHS GROUP INC,405080,2025-09-30,-217872
HBK INVESTMENTS L P,385642,2025-09-30,23658
GENERAL AMERICAN INVESTORS CO INC,377350,2025-09-30,0
WEDGE CAPITAL MANAGEMENT L L P/NC,352392,2025-09-30,-64461
CLIFFORD CAPITAL PARTNERS LLC,352221,2025-09-30,82431
Philosophy Capital Management LLC,343998,2025-09-30,33932
BARCLAYS PLC,339587,2025-09-30,-67814
"Sumitomo Mitsui Trust Holdings, Inc.",318907,2025-09-30,22937
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",307789,2025-09-30,40812
"ADAGE CAPITAL PARTNERS GP, L.L.C.",292622,2025-09-30,82400
RHUMBLINE ADVISERS,287546,2025-09-30,-28163
"Grantham, Mayo, Van Otterloo & Co. LLC",279346,2025-09-30,2961
"Zimmer Partners, LP",275000,2025-09-30,275000
"BNP PARIBAS ARBITRAGE, SNC",267917,2025-09-30,-13773
"TERRIL BROTHERS, INC.",265001,2025-09-30,168485
INVESTMENT MANAGEMENT ASSOCIATES INC /ADV,258949,2025-09-30,24116
AQR CAPITAL MANAGEMENT LLC,257848,2025-09-30,-522717
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,253350,2025-09-30,24331
WELLS FARGO & COMPANY/MN,248156,2025-09-30,-2236
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,245897,2025-09-30,14947
South Dakota Investment Council,242825,2025-09-30,-12800
FIRST TRUST ADVISORS LP,235437,2025-09-30,-22290
QV Investors Inc.,235082,2025-09-30,30690
HSBC HOLDINGS PLC,222124,2025-09-30,-26823
PRICE T ROWE ASSOCIATES INC /MD/,215911,2025-09-30,14904
ENVESTNET ASSET MANAGEMENT INC,215666,2025-09-30,11679
Ruffer LLP,207557,2025-09-30,207557
Ratan Capital Management LP,205261,2025-09-30,200461
