symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
NCLH,2024-12-31,25.73,435278605,11199718506,190765000,13916472000,24925425506
NCLH,2023-12-31,20.04,424424962,8505476238,402415000,14058925000,22161986238
NCLH,2022-12-31,12.24,419773195,5138023906,946987000,13621530000,17812566906
NCLH,2021-12-31,20.74,365449967,7579432315,1506647000,12446590000,18519375315
NCLH,2020-12-31,25.43,254728932,6477756740,3300482000,11806119000,14983393740
NCLH,2019-12-31,58.41,214929977,12554059956,252876000,6801693000,19102876956
NCLH,2018-12-31,42.39,223001739,9453043716,163851000,6492091000,15781283716
NCLH,2017-12-31,53.25,229418326,12216525859,176190000,6307765000,18348100859
NCLH,2016-12-31,42.53,227728499,9685293062,128347000,6398687000,15955633062
NCLH,2015-12-31,58.6,229643548,13457111912,115937000,6397537000,19738711912
NCLH,2014-12-31,46.76,208859388,9766264982,84824000,6080023000,15761463982
NCLH,2013-12-31,35.47,207580015,7362863132,56467000,3127789000,10434185132
NCLH,2012-12-31,24.79,179315084,4445220932,45500000,2985353000,7385073932
NCLH,2011-12-31,24.79,200468080,4969603703,58926000,3038081000,7948758703
NCLH,2010-12-31,24.79,200468080,4969603703,55047000,3204085000,8118641703
NCLH,2009-12-31,24.79,200468080,4969603703,50152000,2557691000,7477142703
NCLH,2008-12-31,24.79,200468080,4969603703,185717000,2656501000,7440387703
NCLH,2007-12-31,24.79,200468080,4969603703,40291000,3169060000,8098372703
NCLH,2006-12-31,24.79,200468080,4969603703,63530000,2559995000,7466068703
NCLH,2005-12-31,24.79,200468080,4969603703,60416000,2106677000,7015864703
NCLH,2004-12-31,24.79,200468080,4969603703,172424000,1690529000,6487708703
