holder,shares,dateReported,change
VANGUARD GROUP INC,47000998,2025-09-30,-1487951
Capital World Investors,38326315,2025-09-30,-1008354
"BlackRock, Inc.",33215179,2025-09-30,-1926665
STATE STREET CORP,19080903,2025-09-30,191920
BANK OF AMERICA CORP /DE/,14335213,2025-09-30,739832
"GEODE CAPITAL MANAGEMENT, LLC",10121483,2025-09-30,-81167
PAR CAPITAL MANAGEMENT INC,7500000,2025-09-30,0
GOLDMAN SACHS GROUP INC,6734867,2025-09-30,2147943
MORGAN STANLEY,5787885,2025-09-30,-151631
DIMENSIONAL FUND ADVISORS LP,5785767,2025-09-30,-588999
UBS ASSET MANAGEMENT AMERICAS INC,5441609,2025-09-30,-397599
NORTHERN TRUST CORP,5215263,2025-09-30,-123838
AMERIPRISE FINANCIAL INC,5213754,2025-09-30,-93323
FIRST TRUST ADVISORS LP,5103945,2025-09-30,-297585
Invesco Ltd.,4973140,2025-09-30,-22592
Allianz Asset Management GmbH,4890546,2025-09-30,-313977
NORDEA INVESTMENT MANAGEMENT AB,4542336,2025-09-30,333093
"ASSETMARK, INC",4349059,2025-09-30,1416909
Boston Partners,3918537,2025-09-30,-564747
AQR CAPITAL MANAGEMENT LLC,3662691,2025-09-30,-603675
Qube Research & Technologies Ltd,3255369,2025-09-30,873225
Legal & General Group Plc,3161943,2025-09-30,-11769
Robeco Institutional Asset Management B.V.,3139165,2025-09-30,-20583
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,3089616,2025-09-30,-131762
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2917966,2025-09-30,-23281
LOS ANGELES CAPITAL MANAGEMENT LLC,2915218,2025-09-30,958633
Bank of New York Mellon Corp,2887924,2025-09-30,-62794
"Nuveen, LLC",2882576,2025-09-30,-480658
Man Group plc,2872167,2025-09-30,251419
DEUTSCHE BANK AG\,2609237,2025-09-30,322125
PANAGORA ASSET MANAGEMENT INC,2594751,2025-09-30,130440
FMR LLC,2483027,2025-09-30,520985
LSV ASSET MANAGEMENT,2334854,2025-09-30,45860
Amundi,2216992,2025-09-30,240106
Sachem Head Capital Management LP,2195000,2025-09-30,-2500
Southpoint Capital Advisors LP,2000000,2025-09-30,-1200000
"JACOBS LEVY EQUITY MANAGEMENT, INC",1971939,2025-09-30,-41881
UBS Group AG,1956626,2025-09-30,-507756
HSBC HOLDINGS PLC,1912712,2025-09-30,-412136
VOYA INVESTMENT MANAGEMENT LLC,1803690,2025-09-30,1080389
ROYAL BANK OF CANADA,1635093,2025-09-30,479686
VICTORY CAPITAL MANAGEMENT INC,1458736,2025-09-30,-147669
CITIGROUP INC,1414461,2025-09-30,431767
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",1339388,2025-09-30,106694
AustralianSuper Pty Ltd,1309866,2025-09-30,-1591378
AMERICAN CENTURY COMPANIES INC,1283502,2025-09-30,93567
Khrom Capital Management LLC,1250378,2025-09-30,-644959
GREAT WEST LIFE ASSURANCE CO /CAN/,1193591,2025-09-30,-17784
SEI INVESTMENTS CO,1163661,2025-09-30,219630
WORLDQUANT MILLENNIUM ADVISORS LLC,1126674,2025-09-30,189378
Swiss National Bank,1097343,2025-09-30,-79400
Mitsubishi UFJ Trust & Banking Corp,1091960,2025-09-30,169605
MILLENNIUM MANAGEMENT LLC,1076571,2025-09-30,-119875
