holder,shares,dateReported,change
"PNC FINANCIAL SERVICES GROUP, INC.",4910562,2025-09-30,-99
"Cresset Asset Management, LLC",4877702,2025-09-30,700
VANGUARD GROUP INC,2946105,2025-09-30,-7194
"BlackRock, Inc.",1588228,2025-09-30,-111347
STATE STREET CORP,1373544,2025-09-30,-3038
"GEODE CAPITAL MANAGEMENT, LLC",799557,2025-09-30,48610
Invesco Ltd.,708577,2025-09-30,44732
FRANKLIN RESOURCES INC,689042,2025-09-30,-7399
ProShare Advisors LLC,461531,2025-09-30,68230
MORGAN STANLEY,335997,2025-09-30,27633
BANK OF AMERICA CORP /DE/,288363,2025-09-30,64233
DIMENSIONAL FUND ADVISORS LP,228603,2025-09-30,11351
GOLDMAN SACHS GROUP INC,199835,2025-09-30,77799
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,174800,2025-09-30,6347
NORTHERN TRUST CORP,173883,2025-09-30,-1261
"CBOE Vest Financial, LLC",149430,2025-09-30,19679
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,148801,2025-09-30,15965
Bank of New York Mellon Corp,140730,2025-09-30,1244
JPMORGAN CHASE & CO,134328,2025-09-30,12853
UBS ASSET MANAGEMENT AMERICAS INC,123517,2025-09-30,-47478
UBS Group AG,118631,2025-09-30,-21269
NOMURA ASSET MANAGEMENT CO LTD,113006,2025-09-30,16917
DEUTSCHE BANK AG\,101033,2025-09-30,-294
Legal & General Group Plc,88432,2025-09-30,5196
"Kovitz Investment Group Partners, LLC",84154,2025-09-30,31358
BARCLAYS PLC,83653,2025-09-30,-2119
"BNP PARIBAS ARBITRAGE, SNC",81703,2025-09-30,26813
Atlantic Union Bankshares Corp,74377,2025-09-30,0
Amundi,74365,2025-09-30,37541
Swiss National Bank,73220,2025-09-30,-3700
Columbia Asset Management,71346,2025-09-30,-59
HSBC HOLDINGS PLC,71305,2025-09-30,10241
ROYAL BANK OF CANADA,68520,2025-09-30,-5641
"D. E. Shaw & Co., Inc.",67190,2025-09-30,21529
Allegheny Financial Group LTD,65637,2025-09-30,-4
"Sumitomo Mitsui Trust Holdings, Inc.",64239,2025-09-30,2896
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",60933,2025-09-30,3291
TRUIST FINANCIAL CORP,60708,2025-09-30,0
TUDOR INVESTMENT CORP ET AL,50807,2025-09-30,44780
CITIGROUP INC,44665,2025-09-30,-2237
CANADA PENSION PLAN INVESTMENT BOARD,39314,2025-09-30,31664
RHUMBLINE ADVISERS,38447,2025-09-30,2503
PRICE T ROWE ASSOCIATES INC /MD/,37540,2025-09-30,648
BALYASNY ASSET MANAGEMENT L.P.,36203,2025-09-30,33234
CITADEL ADVISORS LLC,35949,2025-09-30,31845
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,33873,2025-09-30,6280
Trexquant Investment LP,32591,2025-09-30,27478
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,32491,2025-09-30,-2180
"Summit Trail Advisors, LLC",29605,2025-09-30,7667
Man Group plc,29333,2025-09-30,-22407
MAI Capital Management,28739,2025-09-30,-22
PRINCIPAL FINANCIAL GROUP INC,28652,2025-09-30,-2353
Erste Asset Management GmbH,27653,2025-09-30,-5000
"Gotham Asset Management, LLC",22550,2025-09-30,4168
WEDGEWOOD INVESTORS INC /PA/,21523,2025-09-30,-1025
Janney Montgomery Scott LLC,20588,2025-09-30,-243
ENVESTNET ASSET MANAGEMENT INC,19616,2025-09-30,-657
BANK OF MONTREAL /CAN/,19388,2025-09-30,1856
"YOUSIF CAPITAL MANAGEMENT, LLC",19266,2025-09-30,681
Mitsubishi UFJ Trust & Banking Corp,18221,2025-09-30,-5807
STATE OF WISCONSIN INVESTMENT BOARD,18153,2025-09-30,-477
Rehmann Capital Advisory Group,18058,2025-09-30,0
"Nuveen, LLC",17753,2025-09-30,-2331
"Russell Investments Group, Ltd.",17717,2025-09-30,-928
"Cubist Systematic Strategies, LLC",16293,2025-09-30,9781
HBK Sorce Advisory LLC,16208,2025-09-30,-158
ALLIANCEBERNSTEIN L.P.,16122,2025-09-30,71
Mediolanum International Funds Ltd,16052,2025-09-30,3859
"Ensign Peak Advisors, Inc",16016,2025-09-30,-5440
"Resona Asset Management Co.,Ltd.",15980,2025-09-30,-109
NATIONAL BANK OF CANADA /FI/,15711,2025-09-30,-1722
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",15421,2025-09-30,74
"Rakuten Investment Management, Inc.",14628,2025-09-30,14628
Cerity Partners LLC,14534,2025-09-30,-98
Alberta Investment Management Corp,14300,2025-09-30,2800
APG Asset Management N.V.,14200,2025-09-30,0
GREAT WEST LIFE ASSURANCE CO /CAN/,13868,2025-09-30,-729
Voleon Capital Management LP,13609,2025-09-30,252
"ADVISOR GROUP HOLDINGS, INC.",13580,2025-09-30,2208
"TWO SIGMA INVESTMENTS, LP",13286,2025-09-30,10186
LOS ANGELES CAPITAL MANAGEMENT LLC,13023,2025-09-30,-2954
"Chevy Chase Trust Holdings, LLC",12966,2025-09-30,-210
PRUDENTIAL FINANCIAL INC,12591,2025-09-30,-631
DANSKE BANK A/S,12512,2025-09-30,400
VICTORY CAPITAL MANAGEMENT INC,12170,2025-09-30,1098
TORONTO DOMINION BANK,12015,2025-09-30,-849
AVIVA PLC,12013,2025-09-30,-140
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",11919,2025-09-30,11919
CAPITAL FUND MANAGEMENT S.A.,11848,2025-09-30,-13524
"Asset Management One Co., Ltd.",11677,2025-09-30,117
Quantbot Technologies LP,11419,2025-09-30,-6843
Hendershot Investments Inc.,11354,2025-09-30,11354
Quantinno Capital Management LP,11000,2025-09-30,6648
Pictet Asset Management Holding SA,10547,2025-09-30,-1835
"Vident Advisory, LLC",10493,2025-09-30,8527
Universal- Beteiligungs- und Servicegesellschaft mbH,10058,2025-09-30,-22
Engineers Gate Manager LP,10013,2025-09-30,7172
FIRST UNITED BANK & TRUST,10000,2025-09-30,0
"Holocene Advisors, LP",9649,2025-09-30,-1214
AGF MANAGEMENT LTD,9309,2025-09-30,9309
KLP KAPITALFORVALTNING AS,9300,2025-09-30,0
TD ASSET MANAGEMENT INC,9245,2025-09-30,126
State of New Jersey Common Pension Fund D,8845,2025-09-30,0
Creative Planning,8600,2025-09-30,261
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,8506,2025-09-30,-8148
"Rafferty Asset Management, LLC",8458,2025-09-30,165
"JANE STREET GROUP, LLC",8444,2025-09-30,8444
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,8093,2025-09-30,12
GUGGENHEIM CAPITAL LLC,8072,2025-09-30,3407
Lansforsakringar Fondforvaltning AB (publ),7989,2025-09-30,33
Handelsbanken Fonder AB,7665,2025-09-30,1400
Arizona State Retirement System,7568,2025-09-30,144
AMERICAN CENTURY COMPANIES INC,7544,2025-09-30,101
"Susquehanna Portfolio Strategies, LLC",7460,2025-09-30,6527
GSA CAPITAL PARTNERS LLP,7375,2025-09-30,4983
MILLENNIUM MANAGEMENT LLC,7327,2025-09-30,-42042
STATE OF MICHIGAN RETIREMENT SYSTEM,7232,2025-09-30,0
STIFEL FINANCIAL CORP,6868,2025-09-30,67
BROWN ADVISORY INC,6731,2025-09-30,0
VCI Wealth Management LLC,6615,2025-09-30,6615
Verition Fund Management LLC,6514,2025-09-30,3794
"Dai-Ichi Life Insurance Company, Ltd",6504,2025-09-30,257
Czech National Bank,6452,2025-09-30,356
"State of Tennessee, Treasury Department",6414,2025-09-30,0
AMERIPRISE FINANCIAL INC,6360,2025-09-30,1045
INTECH INVESTMENT MANAGEMENT LLC,6232,2025-09-30,-24485
"Mirae Asset Global Investments Co., Ltd.",6194,2025-09-30,905
WELLS FARGO & COMPANY/MN,6136,2025-09-30,1416
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,6100,2025-09-30,-17
RENAISSANCE TECHNOLOGIES LLC,6071,2025-09-30,6071
"Point72 Asset Management, L.P.",6006,2025-09-30,2305
UniSuper Management Pty Ltd,5997,2025-09-30,811
"MetLife Investment Management, LLC",5880,2025-09-30,-60
Zurcher Kantonalbank (Zurich Cantonalbank),5726,2025-09-30,72
DnB Asset Management AS,5571,2025-09-30,172
Schonfeld Strategic Advisors LLC,5474,2025-09-30,3473
VAN ECK ASSOCIATES CORP,5474,2025-09-30,106
"DONALDSON CAPITAL MANAGEMENT, LLC",5470,2025-09-30,0
PUBLIC SECTOR PENSION INVESTMENT BOARD,5456,2025-09-30,337
Retirement Systems of Alabama,5419,2025-09-30,66
"Bank Julius Baer & Co. Ltd, Zurich",5381,2025-09-30,-1407
Robeco Institutional Asset Management B.V.,5313,2025-09-30,-217
RAYMOND JAMES FINANCIAL INC,5146,2025-09-30,-163
Skandinaviska Enskilda Banken AB (publ),5119,2025-09-30,-894
OSTRUM ASSET MANAGEMENT,5091,2025-09-30,4846
"Kestra Advisory Services, LLC",5020,2025-09-30,9
BLAIR WILLIAM & CO/IL,4982,2025-09-30,-8
NATIXIS,4876,2025-09-30,-306
IFM Investors Pty Ltd,4853,2025-09-30,0
FORSTA AP-FONDEN,4700,2025-09-30,-300
"Toroso Investments, LLC",4625,2025-09-30,509
