holder,shares,dateReported,change
VANGUARD GROUP INC,49139989,2025-09-30,664595
"BlackRock, Inc.",48159690,2025-09-30,2092504
JPMORGAN CHASE & CO,28732520,2025-09-30,-3074104
STATE STREET CORP,17964662,2025-09-30,278587
FMR LLC,16263504,2025-09-30,377683
PRICE T ROWE ASSOCIATES INC /MD/,13100506,2025-09-30,-25535
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,11616761,2025-09-30,-2447458
"GEODE CAPITAL MANAGEMENT, LLC",11085763,2025-09-30,146948
BANK OF AMERICA CORP /DE/,10877771,2025-09-30,255419
JANUS HENDERSON GROUP PLC,8383617,2025-09-30,-1184362
Invesco Ltd.,7367438,2025-09-30,801093
MORGAN STANLEY,5493233,2025-09-30,127751
KENSICO CAPITAL MANAGEMENT CORP,5264500,2025-09-30,0
Bank of New York Mellon Corp,4678055,2025-09-30,-15348
NORTHERN TRUST CORP,3759663,2025-09-30,-29457
AMERIPRISE FINANCIAL INC,3595587,2025-09-30,147523
"Nuveen, LLC",3575687,2025-09-30,-2311
Capital World Investors,3547294,2025-09-30,-550337
AMERICAN CENTURY COMPANIES INC,3477800,2025-09-30,-158199
SCHRODER INVESTMENT MANAGEMENT GROUP,3047681,2025-09-30,-752240
MACQUARIE GROUP LTD,2927735,2025-09-30,-224377
TD ASSET MANAGEMENT INC,2522121,2025-09-30,-47228
Legal & General Group Plc,2515792,2025-09-30,306541
UBS ASSET MANAGEMENT AMERICAS INC,2429074,2025-09-30,-318924
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2401312,2025-09-30,3452
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,2341440,2025-09-30,94205
"CIBC Private Wealth Group, LLC",2317207,2025-09-30,-14469
UBS Group AG,2304453,2025-09-30,-734198
BESSEMER GROUP INC,2267648,2025-09-30,-181356
GOLDMAN SACHS GROUP INC,2155053,2025-09-30,-453932
WESTFIELD CAPITAL MANAGEMENT CO LP,2007453,2025-09-30,91498
Boston Partners,1979995,2025-09-30,-1023868
DEUTSCHE BANK AG\,1785775,2025-09-30,-33537
ROYAL BANK OF CANADA,1684588,2025-09-30,-287247
"Winslow Capital Management, LLC",1612043,2025-09-30,-100586
WELLINGTON MANAGEMENT GROUP LLP,1608647,2025-09-30,169245
DIMENSIONAL FUND ADVISORS LP,1440908,2025-09-30,-259285
Capital Research Global Investors,1420464,2025-09-30,11433
NORDEA INVESTMENT MANAGEMENT AB,1401335,2025-09-30,521180
National Pension Service,1308159,2025-09-30,93717
AustralianSuper Pty Ltd,1247941,2025-09-30,68122
VOYA INVESTMENT MANAGEMENT LLC,1247220,2025-09-30,104207
LOS ANGELES CAPITAL MANAGEMENT LLC,1243617,2025-09-30,40705
AQR CAPITAL MANAGEMENT LLC,1228173,2025-09-30,34412
Amundi,1149775,2025-09-30,185490
Swiss National Bank,1105484,2025-09-30,-59300
"FEDERATED HERMES, INC.",1073305,2025-09-30,627397
"Sumitomo Mitsui Trust Holdings, Inc.",977095,2025-09-30,8427
Newport Trust Co,972823,2025-09-30,-98974
FRANKLIN RESOURCES INC,917241,2025-09-30,493872
BARCLAYS PLC,879730,2025-09-30,-14438
DSM CAPITAL PARTNERS LLC,878070,2025-09-30,159865
CONGRESS ASSET MANAGEMENT CO /MA,825622,2025-09-30,-323750
SEI INVESTMENTS CO,813600,2025-09-30,-45283
"BNP PARIBAS ARBITRAGE, SNC",811272,2025-09-30,286580
RHUMBLINE ADVISERS,805767,2025-09-30,-17242
