holder,shares,dateReported,change
VANGUARD GROUP INC,213886270,2025-09-30,8168604
"BlackRock, Inc.",188505957,2025-09-30,11275223
STATE STREET CORP,101258899,2025-09-30,6777771
"GEODE CAPITAL MANAGEMENT, LLC",53395218,2025-09-30,3690348
JPMORGAN CHASE & CO,34666018,2025-09-30,18587777
MORGAN STANLEY,30240527,2025-09-30,-2708067
FMR LLC,22430790,2025-09-30,3391317
Invesco Ltd.,21798785,2025-09-30,1213529
NORTHERN TRUST CORP,21088462,2025-09-30,769238
BANK OF AMERICA CORP /DE/,16449634,2025-09-30,-134198
Amundi,15679158,2025-09-30,4373201
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,15524751,2025-09-30,1482512
UBS ASSET MANAGEMENT AMERICAS INC,15499686,2025-09-30,520693
PRICE T ROWE ASSOCIATES INC /MD/,15195251,2025-09-30,5031692
Legal & General Group Plc,13704938,2025-09-30,847144
GOLDMAN SACHS GROUP INC,13634078,2025-09-30,-4253387
BARCLAYS PLC,13212069,2025-09-30,3317011
DEUTSCHE BANK AG\,9877337,2025-09-30,1099190
"Nuveen, LLC",9624311,2025-09-30,825791
"D. E. Shaw & Co., Inc.",9258351,2025-09-30,1441256
RENAISSANCE TECHNOLOGIES LLC,8565875,2025-09-30,-4936171
"Sumitomo Mitsui Trust Holdings, Inc.",8169516,2025-09-30,-758553
UBS Group AG,7630746,2025-09-30,-637679
Swiss National Bank,6527000,2025-09-30,42800
BANK OF MONTREAL /CAN/,6398531,2025-09-30,1162770
WELLS FARGO & COMPANY/MN,5728789,2025-09-30,1260375
CANADA PENSION PLAN INVESTMENT BOARD,5182896,2025-09-30,2043416
WELLINGTON MANAGEMENT GROUP LLP,5182560,2025-09-30,3601372
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,5168409,2025-09-30,812016
Capital World Investors,5065683,2025-09-30,-2061323
LPL Financial LLC,5040999,2025-09-30,133569
AQR CAPITAL MANAGEMENT LLC,4902606,2025-09-30,2224328
HSBC HOLDINGS PLC,4847885,2025-09-30,-588071
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",4775751,2025-09-30,438314
AMERIPRISE FINANCIAL INC,4655441,2025-09-30,1856467
National Pension Service,4475175,2025-09-30,107922
ROYAL BANK OF CANADA,4370056,2025-09-30,339371
VAN ECK ASSOCIATES CORP,4363430,2025-09-30,-78852
RHUMBLINE ADVISERS,4050323,2025-09-30,83997
ARK Investment Management LLC,4035093,2025-09-30,-41173
"JANE STREET GROUP, LLC",3898506,2025-09-30,2220028
DIMENSIONAL FUND ADVISORS LP,3829362,2025-09-30,294407
FRANKLIN RESOURCES INC,3815547,2025-09-30,618116
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,3764347,2025-09-30,169854
"TWO SIGMA ADVISERS, LP",3706300,2025-09-30,-445400
TORONTO DOMINION BANK,3644078,2025-09-30,69425
RAYMOND JAMES FINANCIAL INC,3618655,2025-09-30,-192631
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,3552211,2025-09-30,207212
NATIONAL BANK OF CANADA /FI/,3477346,2025-09-30,1414204
PRINCIPAL FINANCIAL GROUP INC,3302903,2025-09-30,916488
