holder,shares,dateReported,change
VANGUARD GROUP INC,19944258,2025-09-30,13365
FMR LLC,16315120,2025-09-30,2904515
"BlackRock, Inc.",13181100,2025-09-30,-725119
STATE STREET CORP,7460430,2025-09-30,-27738
PRICE T ROWE ASSOCIATES INC /MD/,6620759,2025-09-30,15720
"GEODE CAPITAL MANAGEMENT, LLC",4328128,2025-09-30,40114
FIL Ltd,3999710,2025-09-30,279446
"Select Equity Group, L.P.",3688625,2025-09-30,-370873
WELLINGTON MANAGEMENT GROUP LLP,3304183,2025-09-30,116329
Invesco Ltd.,2423468,2025-09-30,-1990968
Boston Partners,2304832,2025-09-30,43376
FARALLON CAPITAL MANAGEMENT LLC,2205098,2025-09-30,896900
MORGAN STANLEY,2179556,2025-09-30,-38526
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2014383,2025-09-30,-2482783
NORDEA INVESTMENT MANAGEMENT AB,1974257,2025-09-30,381728
NORTHERN TRUST CORP,1953310,2025-09-30,-8747
DIMENSIONAL FUND ADVISORS LP,1718241,2025-09-30,19952
"Beutel, Goodman & Co Ltd.",1680090,2025-09-30,-99011
Amundi,1623041,2025-09-30,8252
UBS ASSET MANAGEMENT AMERICAS INC,1555639,2025-09-30,-189794
Legal & General Group Plc,1230060,2025-09-30,141706
AQR CAPITAL MANAGEMENT LLC,1229270,2025-09-30,532121
ROYAL LONDON ASSET MANAGEMENT LTD,1168778,2025-09-30,9246
AMERICAN CENTURY COMPANIES INC,1159425,2025-09-30,9375
BESSEMER GROUP INC,1149971,2025-09-30,-4831
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,1112385,2025-09-30,-17320
DEUTSCHE BANK AG\,1057421,2025-09-30,348192
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1051758,2025-09-30,3613
UBS Group AG,1033304,2025-09-30,682048
"Nuveen, LLC",1030563,2025-09-30,-11751
AustralianSuper Pty Ltd,995392,2025-09-30,121331
AVIVA PLC,958483,2025-09-30,430798
JPMORGAN CHASE & CO,956915,2025-09-30,-570487
RAYMOND JAMES FINANCIAL INC,876183,2025-09-30,-333955
Bank of New York Mellon Corp,847404,2025-09-30,-4243
Robeco Institutional Asset Management B.V.,805895,2025-09-30,27739
GOLDMAN SACHS GROUP INC,792930,2025-09-30,102300
Qube Research & Technologies Ltd,763563,2025-09-30,182661
Burgundy Asset Management Ltd.,718779,2025-09-30,77495
BANK OF AMERICA CORP /DE/,700781,2025-09-30,-1130
"Alyeska Investment Group, L.P.",636150,2025-09-30,345083
"Santori & Peters, Inc.",602338,2025-09-30,0
PARK PRESIDIO CAPITAL LLC,573379,2025-09-30,62411
"PNC FINANCIAL SERVICES GROUP, INC.",531469,2025-09-30,961
Swiss National Bank,493229,2025-09-30,-24300
Candriam S.C.A.,482986,2025-09-30,17960
Man Group plc,472935,2025-09-30,-31199
ALLIANCEBERNSTEIN L.P.,466482,2025-09-30,-71356
"Sumitomo Mitsui Trust Holdings, Inc.",436808,2025-09-30,-2336
"First Pacific Advisors, LP",436663,2025-09-30,700
"Point72 Asset Management, L.P.",415800,2025-09-30,201981
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",410576,2025-09-30,365905
JANUS HENDERSON GROUP PLC,408715,2025-09-30,-350593
Junto Capital Management LP,399858,2025-09-30,399858
Bristol Gate Capital Partners Inc.,386308,2025-09-30,-13295
RENAISSANCE TECHNOLOGIES LLC,376595,2025-09-30,208700
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,370501,2025-09-30,10702
PZENA INVESTMENT MANAGEMENT LLC,367582,2025-09-30,6886
BARCLAYS PLC,367054,2025-09-30,-252120
"FEDERATED HERMES, INC.",349143,2025-09-30,24408
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",336281,2025-09-30,5197
BRISTOL JOHN W & CO INC /NY/,334315,2025-09-30,-349007
RHUMBLINE ADVISERS,330938,2025-09-30,11469
"Russell Investments Group, Ltd.",328726,2025-09-30,14574
HSBC HOLDINGS PLC,316701,2025-09-30,-3789
MACKENZIE FINANCIAL CORP,314918,2025-09-30,-252777
PANAGORA ASSET MANAGEMENT INC,314785,2025-09-30,26013
BLAIR WILLIAM & CO/IL,312237,2025-09-30,-40108
Duquesne Family Office LLC,302410,2025-09-30,131900
CITIGROUP INC,302387,2025-09-30,-68174
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,295664,2025-09-30,-347
Neuberger Berman Group LLC,293775,2025-09-30,64542
TD ASSET MANAGEMENT INC,287728,2025-09-30,903
CANADA PENSION PLAN INVESTMENT BOARD,287650,2025-09-30,56083
National Pension Service,285391,2025-09-30,12338
"Ensign Peak Advisors, Inc",277864,2025-09-30,-45980
Assenagon Asset Management S.A.,277688,2025-09-30,-31247
WELLS FARGO & COMPANY/MN,275317,2025-09-30,-18857
Freestone Grove Partners LP,272549,2025-09-30,213065
"Vantage Investment Partners, LLC",267573,2025-09-30,0
Varenne Capital Partners,262242,2025-09-30,-14836
GREAT WEST LIFE ASSURANCE CO /CAN/,260748,2025-09-30,1446
ROYAL BANK OF CANADA,259116,2025-09-30,14482
PointState Capital LP,257970,2025-09-30,257970
"PineBridge Investments, L.P.",254772,2025-09-30,9422
Jain Global LLC,249033,2025-09-30,246638
DJE Kapital AG,239016,2025-09-30,0
BECK MACK & OLIVER LLC,238475,2025-09-30,-3290
VALUE HOLDINGS MANAGEMENT CO. LLC,232900,2025-09-30,0
"TWO SIGMA ADVISERS, LP",230000,2025-09-30,-100800
abrdn plc,228860,2025-09-30,16510
AMERIPRISE FINANCIAL INC,227839,2025-09-30,-59942
Border to Coast Pensions Partnership Ltd,213573,2025-09-30,12562
Erste Asset Management GmbH,206759,2025-09-30,-25138
Mitsubishi UFJ Trust & Banking Corp,199762,2025-09-30,4221
Korea Investment CORP,197862,2025-09-30,62182
Universal- Beteiligungs- und Servicegesellschaft mbH,195978,2025-09-30,11970
ENVESTNET ASSET MANAGEMENT INC,195432,2025-09-30,-28634
BANK OF MONTREAL /CAN/,192424,2025-09-30,32519
STRS OHIO,191055,2025-09-30,-9868
PRINCIPAL FINANCIAL GROUP INC,185481,2025-09-30,-8373
TUDOR INVESTMENT CORP ET AL,183064,2025-09-30,51930
BALYASNY ASSET MANAGEMENT L.P.,179457,2025-09-30,84595
Andra AP-fonden,171800,2025-09-30,82100
Aware Super Pty Ltd as trustee of Aware Super,171792,2025-09-30,0
"Aureus Asset Management, LLC",167419,2025-09-30,19094
Pictet Asset Management Holding SA,165279,2025-09-30,33748
"Connor, Clark & Lunn Investment Management Ltd.",160470,2025-09-30,148326
DANSKE BANK A/S,160164,2025-09-30,72570
Squarepoint Ops LLC,157371,2025-09-30,142103
"TRILLIUM ASSET MANAGEMENT, LLC",154179,2025-09-30,-17115
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,153679,2025-09-30,-18332
Cerity Partners LLC,150628,2025-09-30,28837
FIRST TRUST ADVISORS LP,149799,2025-09-30,20890
"Capital Investment Services of America, Inc.",148656,2025-09-30,-972
SCHRODER INVESTMENT MANAGEMENT GROUP,147185,2025-09-30,-7018
"Banco Santander, S.A.",143509,2025-09-30,27245
"TWO SIGMA INVESTMENTS, LP",141124,2025-09-30,-213831
JUPITER ASSET MANAGEMENT LTD,138665,2025-09-30,30896
Quantinno Capital Management LP,138324,2025-09-30,772
WASHINGTON TRUST Co,137790,2025-09-30,352
AXA Investment Managers S.A.,137295,2025-09-30,137295
MERCER GLOBAL ADVISORS INC /ADV,136830,2025-09-30,11197
BNP Paribas Asset Management Holding S.A.,135996,2025-09-30,107314
NEW YORK STATE COMMON RETIREMENT FUND,134555,2025-09-30,-9000
MILLENNIUM MANAGEMENT LLC,130886,2025-09-30,-158152
"Asset Management One Co., Ltd.",129419,2025-09-30,1497
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,127745,2025-09-30,-4245
SEI INVESTMENTS CO,127698,2025-09-30,-10491
APG Asset Management N.V.,123112,2025-09-30,-909
B. Metzler seel. Sohn & Co. AG,122048,2025-09-30,89529
KLP KAPITALFORVALTNING AS,120026,2025-09-30,200
"BNP PARIBAS ARBITRAGE, SNC",109846,2025-09-30,-161021
J. Safra Sarasin Holding AG,109170,2025-09-30,22925
STATE OF WISCONSIN INVESTMENT BOARD,107146,2025-09-30,-2488
NATIONAL BANK OF CANADA /FI/,106999,2025-09-30,-14311
LPL Financial LLC,105913,2025-09-30,-22714
"ADAGE CAPITAL PARTNERS GP, L.L.C.",105886,2025-09-30,-17100
"NATIXIS ADVISORS, L.P.",104871,2025-09-30,-79001
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",104868,2025-09-30,5831
Handelsbanken Fonder AB,104799,2025-09-30,35327
ABN AMRO Bank N.V.,102180,2025-09-30,-1419
Covea Finance,101246,2025-09-30,-14702
La Banque Postale Asset Management SA,100938,2025-09-30,100938
"Lodge Hill Capital, LLC",100000,2025-09-30,100000
"Aristotle Capital Boston, LLC",99175,2025-09-30,-1419
Addenda Capital Inc.,98440,2025-09-30,20371
PRUDENTIAL FINANCIAL INC,97360,2025-09-30,-8737
Zurcher Kantonalbank (Zurich Cantonalbank),95627,2025-09-30,-207
Thematics Asset Management,94141,2025-09-30,-27187
ABN AMRO INVESTMENT SOLUTIONS,93673,2025-09-30,-11549
Hudson Bay Capital Management LP,92905,2025-09-30,71698
"Channing Capital Management, LLC",91491,2025-09-30,5664
VICTORY CAPITAL MANAGEMENT INC,90716,2025-09-30,-7128
BAILLIE GIFFORD & CO,90437,2025-09-30,-11487
WORLDQUANT MILLENNIUM ADVISORS LLC,90212,2025-09-30,-2067
"QRG CAPITAL MANAGEMENT, INC.",89597,2025-09-30,-102124
"Applied Finance Capital Management, LLC",89443,2025-09-30,-11455
Treasurer of the State of North Carolina,89114,2025-09-30,-2983
"Boston Common Asset Management, LLC",88793,2025-09-30,-13691
Allianz Asset Management GmbH,87595,2025-09-30,6638
"Chevy Chase Trust Holdings, LLC",87524,2025-09-30,-3181
"NICHOLAS COMPANY, INC.",87423,2025-09-30,20
Verition Fund Management LLC,86581,2025-09-30,-1136
Tairen Capital Ltd,86000,2025-09-30,84770
"Cubist Systematic Strategies, LLC",85398,2025-09-30,-57360
FORSTA AP-FONDEN,84400,2025-09-30,15000
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",83306,2025-09-30,-4657
NOMURA ASSET MANAGEMENT CO LTD,81219,2025-09-30,90
CREDIT AGRICOLE S A,80657,2025-09-30,80657
Achmea Investment Management B.V.,79828,2025-09-30,0
Distillate Capital Partners LLC,78262,2025-09-30,78262
"EXENCIAL WEALTH ADVISORS, LLC",76712,2025-09-30,-2251
SPEECE THORSON CAPITAL GROUP INC,76480,2025-09-30,-863
TORONTO DOMINION BANK,76475,2025-09-30,-41662
PICTON MAHONEY ASSET MANAGEMENT,75390,2025-09-30,-9215
"Moran Wealth Management, LLC",73823,2025-09-30,-1390
AGF MANAGEMENT LTD,68812,2025-09-30,7460
"Jump Financial, LLC",68250,2025-09-30,-16001
