holder,shares,dateReported,change
VANGUARD GROUP INC,30136078,2025-09-30,-830699
"BlackRock, Inc.",21856185,2025-09-30,1492821
STATE STREET CORP,16470081,2025-09-30,-32885
FMR LLC,9951295,2025-09-30,1670571
Invesco Ltd.,7989340,2025-09-30,770978
"GEODE CAPITAL MANAGEMENT, LLC",6341308,2025-09-30,83451
FRANKLIN RESOURCES INC,6058061,2025-09-30,251027
MORGAN STANLEY,4645380,2025-09-30,570159
"FEDERATED HERMES, INC.",3702734,2025-09-30,17592
"Nuveen, LLC",3301169,2025-09-30,66403
Bank of New York Mellon Corp,3168947,2025-09-30,36743
AMERICAN CENTURY COMPANIES INC,3130654,2025-09-30,-37960
JPMORGAN CHASE & CO,2929230,2025-09-30,864271
NORTHERN TRUST CORP,2760494,2025-09-30,263619
Bluescape Energy Partners LLC,2657473,2025-09-30,0
Magellan Asset Management Ltd,2444381,2025-09-30,79888
"COHEN & STEERS, INC.",2312284,2025-09-30,-554806
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2185080,2025-09-30,-1918
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2046787,2025-09-30,1588100
FIRST TRUST ADVISORS LP,1978753,2025-09-30,-50679
Mitsubishi UFJ Trust & Banking Corp,1897406,2025-09-30,-573511
GOLDMAN SACHS GROUP INC,1870630,2025-09-30,553374
DUFF & PHELPS INVESTMENT MANAGEMENT CO,1819402,2025-09-30,-125671
Legal & General Group Plc,1792729,2025-09-30,-41557
UBS Group AG,1648706,2025-09-30,605841
JENNISON ASSOCIATES LLC,1631532,2025-09-30,-78044
BANK OF AMERICA CORP /DE/,1616496,2025-09-30,261189
VICTORY CAPITAL MANAGEMENT INC,1587757,2025-09-30,-160973
TRUIST FINANCIAL CORP,1438958,2025-09-30,904400
CITADEL ADVISORS LLC,1433151,2025-09-30,945191
Assenagon Asset Management S.A.,1329424,2025-09-30,1205101
DIMENSIONAL FUND ADVISORS LP,1328368,2025-09-30,4144
"TORTOISE CAPITAL ADVISORS, L.L.C.",1289314,2025-09-30,20247
THOMPSON SIEGEL & WALMSLEY LLC,1229552,2025-09-30,-85785
"BRANDES INVESTMENT PARTNERS, LP",1103754,2025-09-30,27614
"Energy Income Partners, LLC",1099236,2025-09-30,13982
"TWO SIGMA INVESTMENTS, LP",1088757,2025-09-30,771349
GABELLI FUNDS LLC,1068134,2025-09-30,-17372
"Empower Advisory Group, LLC",1055614,2025-09-30,-205363
UBS ASSET MANAGEMENT AMERICAS INC,1051711,2025-09-30,-633011
THRIVENT FINANCIAL FOR LUTHERANS,1049376,2025-09-30,938935
RAYMOND JAMES FINANCIAL INC,1042086,2025-09-30,117357
AQR CAPITAL MANAGEMENT LLC,1030606,2025-09-30,-337084
ENVESTNET ASSET MANAGEMENT INC,1003616,2025-09-30,579531
HSBC HOLDINGS PLC,978162,2025-09-30,135865
ANTIPODES PARTNERS Ltd,958355,2025-09-30,958355
"ExodusPoint Capital Management, LP",860179,2025-09-30,-70551
OLD REPUBLIC INTERNATIONAL CORP,836046,2025-09-30,0
BALYASNY ASSET MANAGEMENT L.P.,804130,2025-09-30,271099
HITE Hedge Asset Management LLC,767132,2025-09-30,-236075
BARCLAYS PLC,752985,2025-09-30,-155960
DEUTSCHE BANK AG\,747763,2025-09-30,107619
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,716187,2025-09-30,-126734
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",700184,2025-09-30,133150
"Russell Investments Group, Ltd.",698978,2025-09-30,62996
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",688897,2025-09-30,-33537
RNC CAPITAL MANAGEMENT LLC,685138,2025-09-30,-6955
Swiss National Bank,663126,2025-09-30,-33100
Allianz Asset Management GmbH,659054,2025-09-30,-51212
Treasurer of the State of North Carolina,646669,2025-09-30,-4488
WELLS FARGO & COMPANY/MN,632694,2025-09-30,-402525
Teilinger Capital Ltd.,580000,2025-09-30,-100000
"Sumitomo Mitsui Trust Holdings, Inc.",575181,2025-09-30,7749
CAPTRUST FINANCIAL ADVISORS,573259,2025-09-30,-2695
"Gotham Asset Management, LLC",560551,2025-09-30,126893
PRICE T ROWE ASSOCIATES INC /MD/,555438,2025-09-30,51496
"CIBC Private Wealth Group, LLC",481685,2025-09-30,-68935
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",466933,2025-09-30,39486
"BNP PARIBAS ARBITRAGE, SNC",449153,2025-09-30,-12030
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,447691,2025-09-30,69270
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,434088,2025-09-30,-42109
ALLIANCEBERNSTEIN L.P.,424147,2025-09-30,23812
RHUMBLINE ADVISERS,414425,2025-09-30,2774
NEW YORK STATE COMMON RETIREMENT FUND,399850,2025-09-30,-600
BROOKFIELD Corp /ON/,397326,2025-09-30,-32731
CRAWFORD INVESTMENT COUNSEL INC,392756,2025-09-30,2740
CRAMER ROSENTHAL MCGLYNN LLC,373032,2025-09-30,373032
RENAISSANCE TECHNOLOGIES LLC,364802,2025-09-30,116000
Verition Fund Management LLC,357555,2025-09-30,8745
ALPS ADVISORS INC,357241,2025-09-30,-1722
CITIGROUP INC,344081,2025-09-30,64714
Quantinno Capital Management LP,343409,2025-09-30,74032
"NATIXIS ADVISORS, L.P.",319510,2025-09-30,147864
STIFEL FINANCIAL CORP,317518,2025-09-30,-7078
"CULLEN/FROST BANKERS, INC.",301604,2025-09-30,4525
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",300952,2025-09-30,-260709
"GAMCO INVESTORS, INC. ET AL",294827,2025-09-30,-3120
"CWM, LLC",293896,2025-09-30,555
"Susquehanna Portfolio Strategies, LLC",292952,2025-09-30,184207
Korea Investment CORP,290604,2025-09-30,-53745
MERCER GLOBAL ADVISORS INC /ADV,285953,2025-09-30,54449
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,276399,2025-09-30,1871
SEI INVESTMENTS CO,274912,2025-09-30,-58599
"T. Rowe Price Investment Management, Inc.",265911,2025-09-30,238581
PRINCIPAL FINANCIAL GROUP INC,262784,2025-09-30,-3566
GUGGENHEIM CAPITAL LLC,248902,2025-09-30,20482
"TWO SIGMA ADVISERS, LP",247789,2025-09-30,-288411
BANK OF MONTREAL /CAN/,236881,2025-09-30,9303
WEDGE CAPITAL MANAGEMENT L L P/NC,229970,2025-09-30,-2160
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,227973,2025-09-30,-31419
"Sonora Investment Management Group, LLC",223924,2025-09-30,-1991
"Sound Income Strategies, LLC",220263,2025-09-30,-7738
Diameter Capital Partners LP,220000,2025-09-30,220000
"MARSHALL WACE, LLP",218184,2025-09-30,214745
AMERIPRISE FINANCIAL INC,217506,2025-09-30,15156
ROYAL BANK OF CANADA,210049,2025-09-30,-122331
"ADAGE CAPITAL PARTNERS GP, L.L.C.",209482,2025-09-30,-1300
OPPENHEIMER ASSET MANAGEMENT INC.,209307,2025-09-30,18783
Freestone Grove Partners LP,203001,2025-09-30,-387178
Yaupon Capital Management LP,201737,2025-09-30,-608767
Creative Planning,194200,2025-09-30,49994
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,193720,2025-09-30,-625
LPL Financial LLC,192917,2025-09-30,9531
"SummitTX Capital, L.P.",190813,2025-09-30,19475
ArrowMark Colorado Holdings LLC,184000,2025-09-30,0
Amundi,183532,2025-09-30,10598
JONES FINANCIAL COMPANIES LLLP,180425,2025-09-30,35441
TORONTO DOMINION BANK,179985,2025-09-30,83240
Hudson Bay Capital Management LP,171453,2025-09-30,-162795
"EXENCIAL WEALTH ADVISORS, LLC",171346,2025-09-30,-1909
"Aventail Capital Group, LP",171285,2025-09-30,-218000
LSV ASSET MANAGEMENT,170000,2025-09-30,-87266
MACQUARIE GROUP LTD,168300,2025-09-30,-4750
M&T BANK CORP,167883,2025-09-30,-3663
"QRG CAPITAL MANAGEMENT, INC.",167801,2025-09-30,-153519
"Colony Group, LLC",164859,2025-09-30,149153
"Leeward Investments, LLC - MA",164015,2025-09-30,20049
"Brandywine Global Investment Management, LLC",163034,2025-09-30,11295
PICTON MAHONEY ASSET MANAGEMENT,155441,2025-09-30,13758
Zurcher Kantonalbank (Zurich Cantonalbank),154171,2025-09-30,1251
BANK OF NOVA SCOTIA,152081,2025-09-30,120935
Wealthfront Advisers LLC,150492,2025-09-30,8374
MACKENZIE FINANCIAL CORP,150167,2025-09-30,11279
"Synergy Asset Management, LLC",148940,2025-09-30,74470
STATE OF WISCONSIN INVESTMENT BOARD,148692,2025-09-30,10301
Greenland Capital Management LP,147531,2025-09-30,32995
ADVOCATE GROUP LLC,146488,2025-09-30,550
Illinois Municipal Retirement Fund,138794,2025-09-30,-125625
SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI,136893,2025-09-30,-1345
"Bryn Mawr Capital Management, LLC",132212,2025-09-30,1428
Cetera Investment Advisers,130904,2025-09-30,67227
"Envestnet Portfolio Solutions, Inc.",130490,2025-09-30,3268
PRUDENTIAL FINANCIAL INC,130289,2025-09-30,-8371
CIBC Asset Management Inc,129312,2025-09-30,34
Neuberger Berman Group LLC,127365,2025-09-30,4030
FIRST CITIZENS BANK & TRUST CO,126079,2025-09-30,1325
Harvest Portfolios Group Inc.,125569,2025-09-30,10778
VAN ECK ASSOCIATES CORP,124347,2025-09-30,421
"Asset Management One Co., Ltd.",120935,2025-09-30,-11564
Cerity Partners LLC,119400,2025-09-30,-5224
"Chevy Chase Trust Holdings, LLC",117615,2025-09-30,-4075
"HighTower Advisors, LLC",116827,2025-09-30,-3210
VOYA INVESTMENT MANAGEMENT LLC,116751,2025-09-30,-30104
Vestcor Inc,116535,2025-09-30,-1882
"Ensign Peak Advisors, Inc",116405,2025-09-30,-19245
Sagefield Capital LP,115165,2025-09-30,-1885
GREAT WEST LIFE ASSURANCE CO /CAN/,112016,2025-09-30,-563
"State of Tennessee, Treasury Department",109275,2025-09-30,22791
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,106508,2025-09-30,-1141
VIKING FUND MANAGEMENT LLC,100000,2025-09-30,0
"New Age Alpha Advisors, LLC",91591,2025-09-30,-1900
FRANKLIN STREET ADVISORS INC /NC,90540,2025-09-30,2923
"SG Americas Securities, LLC",88614,2025-09-30,78286
"Edgemoor Investment Advisors, Inc.",88139,2025-09-30,2781
TD ASSET MANAGEMENT INC,84290,2025-09-30,-1501
OPPENHEIMER & CO INC,84274,2025-09-30,-2187
FIRST MANHATTAN CO. LLC.,83383,2025-09-30,-1629
"Brinker Capital Investments, LLC",83233,2025-09-30,20395
"COMMONWEALTH EQUITY SERVICES, LLC",80034,2025-09-30,-2757
abrdn plc,79924,2025-09-30,5912
"Resona Asset Management Co.,Ltd.",79549,2025-09-30,-6425
NOMURA ASSET MANAGEMENT CO LTD,78490,2025-09-30,219
VIRGINIA RETIREMENT SYSTEMS ET AL,77500,2025-09-30,-35100
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,77232,2025-09-30,445
ONTARIO TEACHERS PENSION PLAN BOARD,76358,2025-09-30,14204
"NISA INVESTMENT ADVISORS, LLC",74224,2025-09-30,-12525
"TCG Advisory Services, LLC",71129,2025-09-30,174
PRUDENTIAL PLC,71114,2025-09-30,20981
State of New Jersey Common Pension Fund D,70384,2025-09-30,998
Squarepoint Ops LLC,70213,2025-09-30,-52926
STATE OF MICHIGAN RETIREMENT SYSTEM,70081,2025-09-30,-300
NATIONAL BANK OF CANADA /FI/,68832,2025-09-30,-92037
"Lifeworks Advisors, LLC",68084,2025-09-30,56061
Arizona State Retirement System,67681,2025-09-30,463
COMERICA BANK,67069,2025-09-30,-1946
Midwest Trust Co,66235,2025-09-30,-1757
Polymer Capital Management (US) LLC,65000,2025-09-30,-15000
Soltis Investment Advisors LLC,64356,2025-09-30,2624
WASATCH ADVISORS LP,62496,2025-09-30,-4784
"Clearbridge Investments, LLC",61607,2025-09-30,3438
CARY STREET PARTNERS FINANCIAL LLC,61076,2025-09-30,-338
"Savant Capital, LLC",60837,2025-09-30,192
Howard Capital Management Inc.,60803,2025-09-30,-6195
"Inspire Advisors, LLC",59018,2025-09-30,15436
"PNC FINANCIAL SERVICES GROUP, INC.",58469,2025-09-30,841
Czech National Bank,58455,2025-09-30,2200
Ledyard National Bank,58429,2025-09-30,-3081
"ALPINE WOODS CAPITAL INVESTORS, LLC",57561,2025-09-30,7648
"MetLife Investment Management, LLC",57103,2025-09-30,-1523
"Vanguard Personalized Indexing Management, LLC",55885,2025-09-30,2822
GATEWAY INVESTMENT ADVISERS LLC,55664,2025-09-30,415
"DRW Securities, LLC",55580,2025-09-30,13940
"CI Private Wealth, LLC",55032,2025-09-30,5929
OCCUDO QUANTITATIVE STRATEGIES LP,54913,2025-09-30,48686
Quantbot Technologies LP,53216,2025-09-30,53216
"ASSETMARK, INC",52427,2025-09-30,15379
MILLENNIUM MANAGEMENT LLC,49628,2025-09-30,49628
PUBLIC SECTOR PENSION INVESTMENT BOARD,49604,2025-09-30,2290
"ADVISOR GROUP HOLDINGS, INC.",49175,2025-09-30,6032
Retirement Systems of Alabama,49095,2025-09-30,-280
SYSTEMATIC FINANCIAL MANAGEMENT LP,49045,2025-09-30,40810
ICON ADVISERS INC/CO,48800,2025-09-30,0
IFM Investors Pty Ltd,48775,2025-09-30,-59
Robeco Institutional Asset Management B.V.,47846,2025-09-30,-1631
"Oxbow Advisors, LLC",47721,2025-09-30,655
"JANE STREET GROUP, LLC",47574,2025-09-30,31954
"Baird Financial Group, Inc.",47468,2025-09-30,7727
"State of Alaska, Department of Revenue",47331,2025-09-30,-1252
