holder,shares,dateReported,change
VANGUARD GROUP INC,4854057,2025-09-30,-37456
FMR LLC,3573719,2025-09-30,-277046
"BlackRock, Inc.",3183256,2025-09-30,64536
STATE STREET CORP,2812017,2025-09-30,-70820
VAN ECK ASSOCIATES CORP,1246305,2025-09-30,-63327
"GEODE CAPITAL MANAGEMENT, LLC",1059883,2025-09-30,12678
Invesco Ltd.,1041562,2025-09-30,-93876
DIMENSIONAL FUND ADVISORS LP,966622,2025-09-30,54139
EARNEST PARTNERS LLC,901140,2025-09-30,6046
MORGAN STANLEY,816018,2025-09-30,-115857
FIRST TRUST ADVISORS LP,670268,2025-09-30,76512
BANK OF AMERICA CORP /DE/,631051,2025-09-30,-35389
UBS Group AG,613094,2025-09-30,-205315
AQR CAPITAL MANAGEMENT LLC,586929,2025-09-30,490587
SEI INVESTMENTS CO,481615,2025-09-30,16365
LSV ASSET MANAGEMENT,457394,2025-09-30,-32022
MILLENNIUM MANAGEMENT LLC,446699,2025-09-30,85088
DIAMOND HILL CAPITAL MANAGEMENT INC,441832,2025-09-30,-31279
"JACOBS LEVY EQUITY MANAGEMENT, INC",426840,2025-09-30,-29739
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,396425,2025-09-30,118345
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,385192,2025-09-30,2159
THOMPSON SIEGEL & WALMSLEY LLC,366193,2025-09-30,-69414
Rokos Capital Management LLP,363824,2025-09-30,15078
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",324545,2025-09-30,-51405
NORTHERN TRUST CORP,323692,2025-09-30,-6973
GOLDMAN SACHS GROUP INC,293136,2025-09-30,4414
SOUND SHORE MANAGEMENT INC /CT/,287030,2025-09-30,-44481
Bank of New York Mellon Corp,275550,2025-09-30,-35994
JPMORGAN CHASE & CO,263779,2025-09-30,-90041
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,236318,2025-09-30,-10502
UBS ASSET MANAGEMENT AMERICAS INC,223774,2025-09-30,89920
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",209282,2025-09-30,-42428
"River Road Asset Management, LLC",206297,2025-09-30,-2605
CITIGROUP INC,205133,2025-09-30,93371
"NATIXIS ADVISORS, L.P.",192340,2025-09-30,13178
LPL Financial LLC,186504,2025-09-30,39093
AMERIPRISE FINANCIAL INC,165707,2025-09-30,-28333
Squarepoint Ops LLC,157539,2025-09-30,156484
PRINCIPAL FINANCIAL GROUP INC,156305,2025-09-30,-1505
Sunriver Management LLC,155407,2025-09-30,24817
RAYMOND JAMES FINANCIAL INC,149694,2025-09-30,-24200
WELLS FARGO & COMPANY/MN,139860,2025-09-30,-9659
TODD ASSET MANAGEMENT LLC,127329,2025-09-30,22298
ENVESTNET ASSET MANAGEMENT INC,121116,2025-09-30,8357
BARCLAYS PLC,119854,2025-09-30,-52897
"Russell Investments Group, Ltd.",117743,2025-09-30,13741
INVESTMENT MANAGEMENT ASSOCIATES INC /ADV,115932,2025-09-30,-753
DEUTSCHE BANK AG\,112003,2025-09-30,-21888
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",104604,2025-09-30,-80334
KADENSA CAPITAL Ltd,97804,2025-09-30,97804
NEW YORK STATE COMMON RETIREMENT FUND,91674,2025-09-30,56
"Vident Advisory, LLC",90309,2025-09-30,2108
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,88982,2025-09-30,15000
CANADA PENSION PLAN INVESTMENT BOARD,88131,2025-09-30,81900
ALLIANCEBERNSTEIN L.P.,85758,2025-09-30,38239
"Nuveen, LLC",85474,2025-09-30,-1405
"D. E. Shaw & Co., Inc.",84515,2025-09-30,18277
HRT FINANCIAL LP,80065,2025-09-30,11449
Legal & General Group Plc,78129,2025-09-30,-4209
Swiss National Bank,76100,2025-09-30,1200
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,73116,2025-09-30,19788
FengHe Fund Management Pte. Ltd.,73000,2025-09-30,73000
ROYAL BANK OF CANADA,72793,2025-09-30,-17009
RHUMBLINE ADVISERS,71077,2025-09-30,-10867
"BNP PARIBAS ARBITRAGE, SNC",66602,2025-09-30,-8484
CLOUGH CAPITAL PARTNERS L P,65240,2025-09-30,-9177
"KETTLE HILL CAPITAL MANAGEMENT, LLC",60816,2025-09-30,28347
PRICE T ROWE ASSOCIATES INC /MD/,58213,2025-09-30,-100
PEAK6 LLC,55646,2025-09-30,6099
STRS OHIO,54933,2025-09-30,47595
NEEDHAM INVESTMENT MANAGEMENT LLC,54500,2025-09-30,0
"Epoch Investment Partners, Inc.",53344,2025-09-30,53344
"Carnegie Capital Asset Management, LLC",51273,2025-09-30,-1535
"MARSHALL WACE, LLP",51139,2025-09-30,12995
"HANTZ FINANCIAL SERVICES, INC.",50862,2025-09-30,-2291
Cetera Investment Advisers,49998,2025-09-30,-491
"Rakuten Investment Management, Inc.",46850,2025-09-30,46850
HSBC HOLDINGS PLC,46171,2025-09-30,-42183
"DDD Partners, LLC",45295,2025-09-30,1006
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",43484,2025-09-30,116
Ninety One UK Ltd,43047,2025-09-30,668
OLD NATIONAL BANCORP /IN/,42835,2025-09-30,1608
Allianz Asset Management GmbH,42266,2025-09-30,42266
"ADAGE CAPITAL PARTNERS GP, L.L.C.",41929,2025-09-30,-44827
"Owl Creek Asset Management, L.P.",41902,2025-09-30,41902
"COMMONWEALTH EQUITY SERVICES, LLC",39991,2025-09-30,-4283
ICICI Prudential Asset Management Co Ltd,38679,2025-09-30,-3726
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,37408,2025-09-30,-113
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,37039,2025-09-30,-411
La Banque Postale Asset Management SA,35959,2025-09-30,919
MARTINGALE ASSET MANAGEMENT L P,35363,2025-09-30,35363
"JANE STREET GROUP, LLC",34007,2025-09-30,17338
AMJ Financial Wealth Management,32954,2025-09-30,776
TD ASSET MANAGEMENT INC,30629,2025-09-30,23418
"Alpha Wave Global, LP",30087,2025-09-30,4929
"ASSETMARK, INC",29689,2025-09-30,6694
BANK OF MONTREAL /CAN/,28754,2025-09-30,5502
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",28490,2025-09-30,260
Quantinno Capital Management LP,27957,2025-09-30,6137
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,27847,2025-09-30,-694
AGF MANAGEMENT LTD,25783,2025-09-30,-1906
"Brandywine Global Investment Management, LLC",25594,2025-09-30,0
"Edgestream Partners, L.P.",25296,2025-09-30,16104
"WALLED LAKE PLANNING & WEALTH MANAGEMENT, LLC",25240,2025-09-30,-1474
STIFEL FINANCIAL CORP,25229,2025-09-30,915
"CWA Asset Management Group, LLC",24746,2025-09-30,8384
Schonfeld Strategic Advisors LLC,24527,2025-09-30,-262
HITE Hedge Asset Management LLC,23892,2025-09-30,-6578
PRUDENTIAL FINANCIAL INC,22193,2025-09-30,-741
"IEQ CAPITAL, LLC",21041,2025-09-30,21041
MARKEL GROUP INC.,20500,2025-09-30,0
"Capital Investment Counsel, Inc",20288,2025-09-30,-270
"Chevy Chase Trust Holdings, LLC",20026,2025-09-30,-699
JANUS HENDERSON GROUP PLC,19416,2025-09-30,699
"ADVISOR GROUP HOLDINGS, INC.",19125,2025-09-30,8756
VICTORY CAPITAL MANAGEMENT INC,18763,2025-09-30,13003
S&T BANK/PA,18544,2025-09-30,-3620
NWAM LLC,18289,2025-09-30,18289
BALYASNY ASSET MANAGEMENT L.P.,18219,2025-09-30,-12349
"Old North State Wealth Management, LLC",18194,2025-09-30,2499
"Atria Investments, Inc",17791,2025-09-30,9905
South Dakota Investment Council,17609,2025-09-30,-7500
Treasurer of the State of North Carolina,17534,2025-09-30,-682
Boston Partners,17287,2025-09-30,-831
Police & Firemen's Retirement System of New Jersey,17275,2025-09-30,2497
Creative Planning,17130,2025-09-30,8403
"Mariner, LLC",17113,2025-09-30,8740
AMERICAN CENTURY COMPANIES INC,16979,2025-09-30,-187417
STATE OF WISCONSIN INVESTMENT BOARD,16603,2025-09-30,4
"WILEY BROS.-AINTREE CAPITAL, LLC",16287,2025-09-30,203
GQG Partners LLC,16227,2025-09-30,-780
CITADEL ADVISORS LLC,16136,2025-09-30,-217092
Neuberger Berman Group LLC,15874,2025-09-30,1994
"Union Bancaire Privee, UBP SA",15736,2025-09-30,3273
"MML INVESTORS SERVICES, LLC",15510,2025-09-30,729
"CWM, LLC",15389,2025-09-30,14186
"Pullen Investment Management, LLC",15340,2025-09-30,-536
"Ambassador Advisors, LLC",15172,2025-09-30,-216
"HighTower Advisors, LLC",15158,2025-09-30,-1756
ALGERT GLOBAL LLC,15100,2025-09-30,15100
