date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2025-10-31,NDSN,2025,FY,0.03783233782702169,0.039966206786554485,0.03610386446936975,-0.0016654648219169798,-1,0,0,13.740937346134908,0.01961636589306119,0.03176812571927457,0.1369821420538887,0.10536442078208189,-0.12195588344148635,-0.1539634252007803,0.05597024336759144,0.017476720061364876,-0.2887144148215093,0.02078120383069647,-0.01642956494803689,-0.04249684848177196,0.036787050273495346,-0.0010071833890023378,0.047735618115055146,0.04932182490752163,-0.017529852818661484,-0.01214940294362677
2024-10-31,NDSN,2024,FY,0.0233159301111757,0.0004695705797825348,0.04260122561657915,0.018845886121543833,-0.08974789915966387,0,0,0.08974789915966387,0.07903338098755852,0.03070192257055808,0.49439542895554994,0.21695651396807808,0.030299640797110106,0.006824589112516422,0.0018431508366269745,-0.020983528567271516,-0.5415694333182404,-0.04852284675601579,-0.07020195308315792,-0.07547361669508627,-0.04145495422498374,-0.06329509983784476,-0.043325526932084225,-0.04137115839243515,0.009213522508320197,-0.00026027658725338794
2023-10-31,NDSN,2023,FY,0.014806904895922368,0.03392934172694635,-0.0007928296236477734,-0.015372121015701797,0.3591974262816242,0,0,-0.3591974262816242,0.039310885751530016,0.03599361836689941,1.6549324053004952,0.11984227855448695,0.019604336359453873,0.004727433003513436,-0.04214220627598383,-0.05611817482565567,-0.0817806748177314,-0.052273367843407845,-0.0661015141166072,-0.06117083773939608,-0.0499120059715106,-0.06377460680613807,-0.04044943820224733,-0.03972758229284899,-0.009352929948463448,-0.010609624199557074
2022-10-31,NDSN,2022,FY,0.09654903524624621,0.12099941336770285,0.07737901033170201,-0.01748214098687839,-0.11596715021372556,0,0,0.11596715021372556,0.02147250946113494,0.08061212925323483,-0.12074849947040132,-0.038119807860766436,0.09674507853031057,0.00017878183489700194,0.14181299146355142,0.04127855188558823,-0.2962076628165368,0.13080135707518253,0.0312364710364286,0.13661858974358973,0.1292674660187337,0.029837636322250668,0.1381074168797954,0.1382428940568476,-0.007953039197121757,-0.008257568018524194
2021-10-31,NDSN,2021,FY,0.11367167978878884,0.04794615962335156,0.17126712122766855,0.05171671540751575,0,0,0,-1.6801112497281707,-0.09216017456266495,-0.013814417277476567,-0.2073694029850746,-0.08313180702900214,0.5741099136146915,0.4134416294444426,0.759793445765209,0.5801725743392105,0.14784834359913435,0.9044674930096952,0.7100798439592403,1.3062175168431185,0.820829609800472,0.6349788206670229,0.8101851851851851,0.8126463700234194,0.005782848832176187,0.004463598583961829
2020-10-31,NDSN,2020,FY,-0.03332655797534074,-0.011466656288699091,-0.051702747161948254,-0.01900971755588323,0,0,0,0,0.10145841267154684,0.03532320776009533,-0.31784918867324213,0.027738471027901744,-0.24051602992728885,-0.21433243435788019,-0.2764736200433439,-0.251529680230265,0.07600607587148378,-0.30065830982779096,-0.276548149834352,-0.4474168466063204,-0.2597280852944754,-0.23420683491306502,-0.26405451448040884,-0.2625215889464595,0.005133827573004768,0.004656197381533281
2019-10-31,NDSN,2019,FY,-0.02680749449586369,-0.01627559749995828,-0.03548805993697233,-0.00891967978590181,0,0,0,0,-0.03374314649832572,-0.023386939818696426,-0.04903582378570276,0.016945400204783825,-0.029693224424651526,-0.002965219909098837,-0.03873221921329781,-0.01225320241373435,0.037939326674065854,-0.0388277865597667,-0.012351402164098963,0.3214466434274148,-0.10674792977807221,-0.0821424690770783,-0.09831029185867891,-0.09531250000000005,-0.008763153355183715,-0.0123703992805145
2018-10-31,NDSN,2018,FY,0.0908019518312206,0.09776277747065942,0.08513074176405463,-0.005199119902049453,0,0,0,0,0.09044744444840747,0.0946588111809469,0.35449851096964563,0.1932000792480243,0.10726869753498884,0.015095999599860995,0.07756613393596082,-0.012134024867500239,-0.44387169146123234,0.06716298945254598,-0.02167117693305226,-0.42851175605876823,0.2757689265116531,0.16956971312422922,0.2665369649805448,0.2598425196850394,0.007595640762692715,0.012490550477630404
2017-10-31,NDSN,2017,FY,0.14261407168846332,0.1379358549102079,0.1464540980916941,0.003360738051678742,0,0,0,0,0.11208657539317894,0.12672229249952308,0.7165838101491417,0.2923020027309968,0.1904416239241937,0.04185801069197146,0.20073320615501852,0.05086506109758457,-0.8779655916135828,0.14056402546581492,-0.001794172280375798,0.2880259904191369,0.08813543111281144,-0.047678951124486224,0.07983193277310922,0.0739957716701902,0.008289519803715388,0.011715626629584565
2016-10-31,NDSN,2016,FY,0.07125624605457799,0.052656376258225744,0.08702202712579489,0.014717096007440733,0,0,0,-1,0.014816330501111979,0.03619935576861356,0.1777507733097658,0.0783814461453508,0.19773011245314454,0.11806126399894168,0.22251912000755358,0.141201392674893,0.2949892146115492,0.2247940916433448,0.14332504155905923,0.07687936624661564,0.28767804614634007,0.2020261734695102,0.36781609195402293,0.37101449275362325,-0.05922310888346633,-0.05921407662998152
