holder,shares,dateReported,change
VANGUARD GROUP INC,190828841,2025-09-30,1277322
"BlackRock, Inc.",150984392,2025-09-30,-574629
Capital Research Global Investors,110553355,2025-09-30,-9751005
STATE STREET CORP,89061467,2025-09-30,5150
MORGAN STANLEY,78386262,2025-09-30,3569460
PUBLIC INVESTMENT FUND,72840541,2025-09-30,0
FMR LLC,60943052,2025-09-30,-2019202
"GEODE CAPITAL MANAGEMENT, LLC",46333607,2025-09-30,474471
TUDOR INVESTMENT CORP ET AL,44000000,2025-09-30,44000000
JPMORGAN CHASE & CO,37332719,2025-09-30,-2984557
"Pershing Square Capital Management, L.P.",30270518,2025-09-30,-30643
NORTHERN TRUST CORP,19509042,2025-09-30,297132
BANK OF AMERICA CORP /DE/,18890495,2025-09-30,1863759
Capital World Investors,17016467,2025-09-30,182976
UBS Group AG,16661853,2025-09-30,3225655
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,14333342,2025-09-30,523087
DEUTSCHE BANK AG\,13695363,2025-09-30,1993185
AMERIPRISE FINANCIAL INC,13637349,2025-09-30,1302767
GOLDMAN SACHS GROUP INC,13398167,2025-09-30,1193840
Legal & General Group Plc,13386313,2025-09-30,867719
ROYAL BANK OF CANADA,12926693,2025-09-30,175797
UBS ASSET MANAGEMENT AMERICAS INC,12820164,2025-09-30,-1267470
Bank of New York Mellon Corp,12244418,2025-09-30,231496
"Nuveen, LLC",11817869,2025-09-30,2922121
VICTORY CAPITAL MANAGEMENT INC,11688896,2025-09-30,-3820948
"Aristotle Capital Management, LLC",11248211,2025-09-30,-587949
WELLS FARGO & COMPANY/MN,10907365,2025-09-30,706570
JENNISON ASSOCIATES LLC,10840903,2025-09-30,-6885566
Invesco Ltd.,10561944,2025-09-30,-208982
BROWN ADVISORY INC,10464804,2025-09-30,-491894
Amundi,10098197,2025-09-30,688046
Boston Partners,9422708,2025-09-30,263824
WELLINGTON MANAGEMENT GROUP LLP,8672990,2025-09-30,-14014797
Neuberger Berman Group LLC,7378710,2025-09-30,397184
"Sumitomo Mitsui Trust Holdings, Inc.",7275479,2025-09-30,1077303
"Clearbridge Investments, LLC",6861280,2025-09-30,-113564
SCHRODER INVESTMENT MANAGEMENT GROUP,6728162,2025-09-30,7049
BANK OF MONTREAL /CAN/,6635984,2025-09-30,808187
FRANKLIN RESOURCES INC,6023238,2025-09-30,579790
JANUS HENDERSON GROUP PLC,5832031,2025-09-30,1152393
Swiss National Bank,5726600,2025-09-30,29200
"Altimeter Capital Management, LP",5588792,2025-09-30,-364312
"Grantham, Mayo, Van Otterloo & Co. LLC",5452913,2025-09-30,25077
Robeco Institutional Asset Management B.V.,5422035,2025-09-30,2671539
AMERICAN CENTURY COMPANIES INC,5344356,2025-09-30,-272608
ENVESTNET ASSET MANAGEMENT INC,5277463,2025-09-30,1020938
BARCLAYS PLC,5217961,2025-09-30,-144139
TOYOTA MOTOR CORP/,5125868,2025-09-30,0
CANTILLON CAPITAL MANAGEMENT LLC,5102058,2025-09-30,-56168
"Ensign Peak Advisors, Inc",5074057,2025-09-30,132011
ALLIANCEBERNSTEIN L.P.,4882748,2025-09-30,274283
CITIGROUP INC,4831481,2025-09-30,242582
GARDNER RUSSO & QUINN LLC,4710841,2025-09-30,-185881
"Bank Julius Baer & Co. Ltd, Zurich",4704597,2025-09-30,2534853
POLEN CAPITAL MANAGEMENT LLC,4570653,2025-09-30,4552127
RAYMOND JAMES FINANCIAL INC,4531398,2025-09-30,178862
NORDEA INVESTMENT MANAGEMENT AB,4497806,2025-09-30,-962023
National Pension Service,4439421,2025-09-30,122307
"Pacer Advisors, Inc.",4350479,2025-09-30,4133532
BLAIR WILLIAM & CO/IL,4247493,2025-09-30,-76540
BAILLIE GIFFORD & CO,4179231,2025-09-30,-99525
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",4082029,2025-09-30,245423
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,4053399,2025-09-30,142915
DIMENSIONAL FUND ADVISORS LP,4028427,2025-09-30,512009
HSBC HOLDINGS PLC,3929751,2025-09-30,-544564
PRICE T ROWE ASSOCIATES INC /MD/,3780691,2025-09-30,152768
RHUMBLINE ADVISERS,3730516,2025-09-30,42278
"Bridgewater Associates, LP",3604153,2025-09-30,-129616
"Russell Investments Group, Ltd.",3436159,2025-09-30,240900
ALKEON CAPITAL MANAGEMENT LLC,3361005,2025-09-30,400000
AGF MANAGEMENT LTD,3265882,2025-09-30,1047746
