holder,shares,dateReported,change
VANGUARD GROUP INC,21799056,2025-09-30,684872
"BlackRock, Inc.",19637738,2025-09-30,866354
STATE STREET CORP,9674568,2025-09-30,74052
EAGLE CAPITAL MANAGEMENT LLC,7664302,2025-09-30,1915069
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,5842491,2025-09-30,1882391
"GEODE CAPITAL MANAGEMENT, LLC",5016004,2025-09-30,63066
"T. Rowe Price Investment Management, Inc.",4047252,2025-09-30,-1325862
UBS ASSET MANAGEMENT AMERICAS INC,3761599,2025-09-30,1103421
BANK OF AMERICA CORP /DE/,3448956,2025-09-30,-496593
FIL Ltd,3221298,2025-09-30,929432
"PARNASSUS INVESTMENTS, LLC",3217205,2025-09-30,371561
MORGAN STANLEY,3191219,2025-09-30,332575
GENERATION INVESTMENT MANAGEMENT LLP,3087395,2025-09-30,1034589
UBS Group AG,3064953,2025-09-30,2150538
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",2656544,2025-09-30,-872415
JANUS HENDERSON GROUP PLC,2492084,2025-09-30,2319394
Invesco Ltd.,2385497,2025-09-30,198360
Pictet Asset Management Holding SA,2322454,2025-09-30,699485
"First Eagle Investment Management, LLC",2310688,2025-09-30,2310688
BARCLAYS PLC,2293548,2025-09-30,1458689
LOOMIS SAYLES & CO L P,2147464,2025-09-30,37466
NORTHERN TRUST CORP,2100702,2025-09-30,-98488
Amundi,1981023,2025-09-30,754313
POLEN CAPITAL MANAGEMENT LLC,1862271,2025-09-30,-1709659
GOLDMAN SACHS GROUP INC,1672128,2025-09-30,462611
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1541490,2025-09-30,59566
BAILLIE GIFFORD & CO,1528946,2025-09-30,-77861
Legal & General Group Plc,1525633,2025-09-30,21394
Meritage Group LP,1489253,2025-09-30,206821
JPMORGAN CHASE & CO,1482417,2025-09-30,-276386
VAN ECK ASSOCIATES CORP,1415002,2025-09-30,707423
NORDEA INVESTMENT MANAGEMENT AB,1393596,2025-09-30,-3664
FERNBRIDGE CAPITAL MANAGEMENT LP,1382293,2025-09-30,140913
"CIBC Private Wealth Group, LLC",1375970,2025-09-30,-36635
Newlands Management Operations LLC,1363667,2025-09-30,0
Bank of New York Mellon Corp,1344923,2025-09-30,-44383
"Nuveen, LLC",1333678,2025-09-30,30697
AMERICAN CENTURY COMPANIES INC,1327557,2025-09-30,-334873
DEUTSCHE BANK AG\,1287024,2025-09-30,293444
BROWN ADVISORY INC,1223728,2025-09-30,-1800937
FIRST TRUST ADVISORS LP,1220911,2025-09-30,59979
Squarepoint Ops LLC,1205629,2025-09-30,284247
FMR LLC,1185847,2025-09-30,39975
ROYAL BANK OF CANADA,1176116,2025-09-30,-93925
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1107825,2025-09-30,245286
CITIGROUP INC,1042219,2025-09-30,552721
"Bridgewater Associates, LP",1040435,2025-09-30,591561
TIGER GLOBAL MANAGEMENT LLC,1000000,2025-09-30,0
BLAIR WILLIAM & CO/IL,882933,2025-09-30,-184186
Vontobel Holding Ltd.,842654,2025-09-30,383227
NATIONAL BANK OF CANADA /FI/,832670,2025-09-30,621186
National Pension Service,775629,2025-09-30,7176
Assenagon Asset Management S.A.,738137,2025-09-30,203234
"Select Equity Group, L.P.",728298,2025-09-30,59291
PRICE T ROWE ASSOCIATES INC /MD/,718389,2025-09-30,9172
Neuberger Berman Group LLC,679178,2025-09-30,-13578
AQR CAPITAL MANAGEMENT LLC,664247,2025-09-30,-10901
Swiss National Bank,622600,2025-09-30,-29100
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,620661,2025-09-30,269817
HSBC HOLDINGS PLC,614044,2025-09-30,162445
BANK OF MONTREAL /CAN/,597692,2025-09-30,213658
RAYMOND JAMES FINANCIAL INC,596817,2025-09-30,-190078
"Bares Capital Management, Inc.",593755,2025-09-30,60920
DIMENSIONAL FUND ADVISORS LP,585876,2025-09-30,170438
CANADA PENSION PLAN INVESTMENT BOARD,583145,2025-09-30,266561
"Sumitomo Mitsui Trust Holdings, Inc.",573263,2025-09-30,3547
BRISTOL JOHN W & CO INC /NY/,570752,2025-09-30,-10323
"Champlain Investment Partners, LLC",560460,2025-09-30,-196384
WELLS FARGO & COMPANY/MN,524622,2025-09-30,-304786
Temasek Holdings (Private) Ltd,522383,2025-09-30,504510
"Rakuten Investment Management, Inc.",518083,2025-09-30,518083
MANNING & NAPIER ADVISORS LLC,503573,2025-09-30,-11794
Robeco Institutional Asset Management B.V.,483382,2025-09-30,67125
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",449573,2025-09-30,23518
"HMI Capital Management, L.P.",437100,2025-09-30,-305985
"BNP PARIBAS ARBITRAGE, SNC",426812,2025-09-30,-41507
BNP Paribas Asset Management Holding S.A.,418491,2025-09-30,314086
"NZS Capital, LLC",405514,2025-09-30,405514
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,404855,2025-09-30,18347
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,402325,2025-09-30,299396
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,395337,2025-09-30,42399
RHUMBLINE ADVISERS,394735,2025-09-30,-7805
"RIVULET CAPITAL, LLC",363161,2025-09-30,-30885
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,362865,2025-09-30,16209
ENVESTNET ASSET MANAGEMENT INC,350599,2025-09-30,-363311
PRINCIPAL FINANCIAL GROUP INC,341494,2025-09-30,-608426
AMF Tjanstepension AB,338715,2025-09-30,338715
STIFEL FINANCIAL CORP,331916,2025-09-30,-142755
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,323329,2025-09-30,-6755
"Ensign Peak Advisors, Inc",296523,2025-09-30,-35337
