holder,shares,dateReported,change
VANGUARD GROUP INC,23542460,2025-09-30,149441
"BlackRock, Inc.",19930420,2025-09-30,684856
PZENA INVESTMENT MANAGEMENT LLC,10908810,2025-09-30,-141443
STATE STREET CORP,10493642,2025-09-30,-147810
SYNOVUS FINANCIAL CORP,7653761,2025-09-30,-61518
AMERIPRISE FINANCIAL INC,7349876,2025-09-30,499695
BANK OF AMERICA CORP /DE/,7114388,2025-09-30,-179492
HARRIS ASSOCIATES L P,6818691,2025-09-30,141799
BARCLAYS PLC,6734415,2025-09-30,2009857
"GEODE CAPITAL MANAGEMENT, LLC",6389975,2025-09-30,63577
"GLENVIEW CAPITAL MANAGEMENT, LLC",5141892,2025-09-30,825000
MORGAN STANLEY,2960982,2025-09-30,-51624
Invesco Ltd.,2915444,2025-09-30,-60349
FRANKLIN RESOURCES INC,2664753,2025-09-30,-2101673
NORTHERN TRUST CORP,2630068,2025-09-30,18284
NORDEA INVESTMENT MANAGEMENT AB,2578909,2025-09-30,-150242
UBS Group AG,2563717,2025-09-30,1034901
Amundi,2457928,2025-09-30,409041
GOLDMAN SACHS GROUP INC,2426634,2025-09-30,-94054
FMR LLC,2400355,2025-09-30,-67508
BALYASNY ASSET MANAGEMENT L.P.,2281476,2025-09-30,1206807
DIMENSIONAL FUND ADVISORS LP,2126628,2025-09-30,8952
JANUS HENDERSON GROUP PLC,2111266,2025-09-30,95841
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2047624,2025-09-30,-23336
"D. E. Shaw & Co., Inc.",2017264,2025-09-30,-392978
LYRICAL ASSET MANAGEMENT LP,1934751,2025-09-30,242778
DEUTSCHE BANK AG\,1861194,2025-09-30,23312
CITADEL ADVISORS LLC,1729767,2025-09-30,327763
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1698505,2025-09-30,49422
"Brandywine Global Investment Management, LLC",1651248,2025-09-30,-27980
Legal & General Group Plc,1641968,2025-09-30,43783
UBS ASSET MANAGEMENT AMERICAS INC,1493380,2025-09-30,-659462
"Russell Investments Group, Ltd.",1443697,2025-09-30,34168
BANK OF NOVA SCOTIA,1421289,2025-09-30,-54293
"Davis Asset Management, L.P.",1400000,2025-09-30,0
ROYAL BANK OF CANADA,1279623,2025-09-30,-152212
"Bridgewater Associates, LP",1247587,2025-09-30,-90233
Bank of New York Mellon Corp,1217894,2025-09-30,-166751
Focused Investors LLC,1204800,2025-09-30,36900
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",1203790,2025-09-30,-335894
PRICE T ROWE ASSOCIATES INC /MD/,1169544,2025-09-30,-580
LAZARD ASSET MANAGEMENT LLC,1141669,2025-09-30,466413
HSBC HOLDINGS PLC,1024044,2025-09-30,-100514
NATIONAL BANK OF CANADA /FI/,1019788,2025-09-30,570413
BANK OF MONTREAL /CAN/,950357,2025-09-30,-122670
"MARSHALL WACE, LLP",879082,2025-09-30,587499
MACQUARIE GROUP LTD,807886,2025-09-30,594697
CANADA PENSION PLAN INVESTMENT BOARD,760638,2025-09-30,183103
THOMPSON SIEGEL & WALMSLEY LLC,753107,2025-09-30,-14243
"BNP PARIBAS ARBITRAGE, SNC",744568,2025-09-30,43220
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,728604,2025-09-30,194748
EARNEST PARTNERS LLC,728065,2025-09-30,-11585
"SG Americas Securities, LLC",710348,2025-09-30,433936
Swiss National Bank,703051,2025-09-30,-41200
Invenomic Capital Management LP,681094,2025-09-30,68071
Boston Partners,679699,2025-09-30,-59018
AQR CAPITAL MANAGEMENT LLC,662102,2025-09-30,283332
"Point72 Asset Management, L.P.",644967,2025-09-30,644967
TORONTO DOMINION BANK,605021,2025-09-30,430540
"Sumitomo Mitsui Trust Holdings, Inc.",604291,2025-09-30,-17905
Assenagon Asset Management S.A.,555606,2025-09-30,438413
RHUMBLINE ADVISERS,555562,2025-09-30,14430
"WEITZ INVESTMENT MANAGEMENT, INC.",550000,2025-09-30,-10000
WELLS FARGO & COMPANY/MN,539902,2025-09-30,12909
"Nuveen, LLC",532674,2025-09-30,-328075
FIRST TRUST ADVISORS LP,516419,2025-09-30,94521
Estuary Capital Management LP,501858,2025-09-30,-86344
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",499178,2025-09-30,33807
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,465895,2025-09-30,18247
JPMORGAN CHASE & CO,450978,2025-09-30,-273754
"Ronald Blue Trust, Inc.",422090,2025-09-30,44
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,421938,2025-09-30,-3322
"Prana Capital Management, LP",418095,2025-09-30,111051
National Pension Service,413493,2025-09-30,12773
BNP Paribas Asset Management Holding S.A.,373252,2025-09-30,303036
Vinva Investment Management Ltd,368021,2025-09-30,103225
"Callodine Capital Management, LP",354014,2025-09-30,101256
ALLIANCEBERNSTEIN L.P.,350181,2025-09-30,-759
PRUDENTIAL FINANCIAL INC,347613,2025-09-30,-41730
NOMURA HOLDINGS INC,345618,2025-09-30,68690
PRIVATE MANAGEMENT GROUP INC,344958,2025-09-30,-1550
LSV ASSET MANAGEMENT,342600,2025-09-30,63400
NORTH STAR ASSET MANAGEMENT INC,318378,2025-09-30,5767
Korea Investment CORP,316093,2025-09-30,124400
"FULLER & THALER ASSET MANAGEMENT, INC.",315809,2025-09-30,6167
GREAT WEST LIFE ASSURANCE CO /CAN/,313004,2025-09-30,-16666
ENVESTNET ASSET MANAGEMENT INC,300224,2025-09-30,3373
"Gotham Asset Management, LLC",297866,2025-09-30,78722
VALUE HOLDINGS MANAGEMENT CO. LLC,284912,2025-09-30,13000
PRINCIPAL FINANCIAL GROUP INC,280930,2025-09-30,-4771
MACKENZIE FINANCIAL CORP,274837,2025-09-30,75550
Meridiem Capital Partners LP,271622,2025-09-30,271622
FIL Ltd,271541,2025-09-30,50361
Mitsubishi UFJ Trust & Banking Corp,260335,2025-09-30,868
Greenhouse Funds LLLP,253385,2025-09-30,253385
SEI INVESTMENTS CO,252085,2025-09-30,36651
"LAKEWOOD CAPITAL MANAGEMENT, LP",244300,2025-09-30,0
RAYMOND JAMES FINANCIAL INC,240962,2025-09-30,-28620
CITIGROUP INC,236074,2025-09-30,-27789
"MOORE CAPITAL MANAGEMENT, LP",231200,2025-09-30,27200
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,225522,2025-09-30,-1749
Ilex Capital Partners (UK) LLP,218707,2025-09-30,218707
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,218211,2025-09-30,-14505
AustralianSuper Pty Ltd,214232,2025-09-30,34603
"ADAGE CAPITAL PARTNERS GP, L.L.C.",213860,2025-09-30,27500
Algebris (UK) Ltd,212862,2025-09-30,72286
"Coho Partners, Ltd.",191311,2025-09-30,-144958
Universal- Beteiligungs- und Servicegesellschaft mbH,188484,2025-09-30,2618
TOCQUEVILLE ASSET MANAGEMENT L.P.,186905,2025-09-30,103788
DANSKE BANK A/S,185079,2025-09-30,9200
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,182544,2025-09-30,-4437
abrdn plc,179815,2025-09-30,-8292
South Dakota Investment Council,178356,2025-09-30,-6846
"Stanley Capital Management, LLC",176608,2025-09-30,15000
Sterling Capital Management LLC,174616,2025-09-30,-1156
SIRIOS CAPITAL MANAGEMENT L P,171670,2025-09-30,-9215
WORLDQUANT MILLENNIUM ADVISORS LLC,170865,2025-09-30,139468
LOOMIS SAYLES & CO L P,169131,2025-09-30,53269
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",165675,2025-09-30,1018
AVIVA PLC,164374,2025-09-30,5676
STIFEL FINANCIAL CORP,158067,2025-09-30,-1010
Leith Wheeler Investment Counsel Ltd.,156762,2025-09-30,-219636
Penserra Capital Management LLC,153470,2025-09-30,-7463
Goodman Financial Corp,147800,2025-09-30,3773
AMERICAN CENTURY COMPANIES INC,144571,2025-09-30,30302
"Gator Capital Management, LLC",141700,2025-09-30,55075
NEW YORK STATE COMMON RETIREMENT FUND,141363,2025-09-30,-5400
"Steamboat Capital Partners, LLC",136536,2025-09-30,-10079
APG Asset Management N.V.,136500,2025-09-30,-1400
LPL Financial LLC,136159,2025-09-30,16905
North Growth Management Ltd.,134000,2025-09-30,0
Robeco Institutional Asset Management B.V.,131694,2025-09-30,-33844
STATE OF WISCONSIN INVESTMENT BOARD,128370,2025-09-30,-3944
Jain Global LLC,128257,2025-09-30,128257
Pictet Asset Management Holding SA,125867,2025-09-30,-3632
"Chevy Chase Trust Holdings, LLC",124256,2025-09-30,-5001
MILLENNIUM MANAGEMENT LLC,122951,2025-09-30,-479954
ZACKS INVESTMENT MANAGEMENT,116689,2025-09-30,116689
ROYAL LONDON ASSET MANAGEMENT LTD,115901,2025-09-30,-601
TD ASSET MANAGEMENT INC,115789,2025-09-30,-473
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,115000,2025-09-30,28700
Capitolis Liquid Global Markets LLC,111500,2025-09-30,-399800
FORSTA AP-FONDEN,111300,2025-09-30,66300
Treasurer of the State of North Carolina,109769,2025-09-30,-4280
VICTORY CAPITAL MANAGEMENT INC,103941,2025-09-30,-6275
"Asset Management One Co., Ltd.",102934,2025-09-30,-22450
"OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",102780,2025-09-30,579
"ExodusPoint Capital Management, LP",100522,2025-09-30,58121
"Cardinal Capital Management, Inc.",100286,2025-09-30,-2100
Quantinno Capital Management LP,100265,2025-09-30,45932
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",98100,2025-09-30,93595
OPPENHEIMER ASSET MANAGEMENT INC.,97679,2025-09-30,42487
KLP KAPITALFORVALTNING AS,97337,2025-09-30,-1600
C WorldWide Group Holding A/S,95294,2025-09-30,-174
Mn Services Vermogensbeheer B.V.,94200,2025-09-30,0
PUBLIC SECTOR PENSION INVESTMENT BOARD,93433,2025-09-30,70521
NICHOLS & PRATT ADVISERS LLP /MA,93214,2025-09-30,1084
"Saiph Capital, LLC",90813,2025-09-30,0
"State of Tennessee, Treasury Department",90595,2025-09-30,0
"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",89805,2025-09-30,30000
Walleye Trading LLC,89659,2025-09-30,89659
"IMC-Chicago, LLC",89446,2025-09-30,61195
"GCM Grosvenor Holdings, LLC",89231,2025-09-30,-30881
Lombard Odier Asset Management (Europe) Ltd,87000,2025-09-30,32943
Lansforsakringar Fondforvaltning AB (publ),86230,2025-09-30,11355
WEDGE CAPITAL MANAGEMENT L L P/NC,86184,2025-09-30,-13628
"Steward Partners Investment Advisory, LLC",85913,2025-09-30,20436
